mus_spicilegus ENSMSIG00000014195
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021738
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019834
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018958
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029972
rattus_norvegicus ENSRNOG00000007246
meriones_unguiculatus ENSMUGG00000017313
cricetulus_griseus_crigri-picr ENSCGRG00015015878
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022842
cricetulus_griseus_crigri_1.0 ENSCGRG00000012349
mesocricetus_auratus ENSMAUG00000006633
peromyscus_maniculatus_bairdii ENSPEMG00000003214
microtus_ochrogaster ENSMOCG00000018713
nannospalax_galili ENSNGAG00000018909
jaculus_jaculus ENSJJAG00000018348
castor_canadensis ENSCCNG00000014669
octodon_degus ENSODEG00000000403
chinchilla_lanigera ENSCLAG00000000637
cavia_porcellus ENSCPOG00000002924
cavia_aperea ENSCAPG00000017323
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008211
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015195
fukomys_damarensis ENSFDAG00000012205
spermophilus_dauricus ENSSDAG00000010758
marmota_marmota_marmota ENSMMMG00000014772
urocitellus_parryii ENSUPAG00010001242
ictidomys_tridecemlineatus ENSSTOG00000012559
ochotona_princeps ENSOPRG00000016411
pan_troglodytes ENSPTRG00000015077
pan_paniscus ENSPPAG00000038542
gorilla_gorilla ENSGGOG00000012900
homo_sapiens ENSG00000163635
homo_sapiens ENSG00000285258
pongo_abelii ENSPPYG00000013744
nomascus_leucogenys ENSNLEG00000011772
colobus_angolensis_palliatus ENSCANG00000023439
piliocolobus_tephrosceles ENSPTEG00000026512
rhinopithecus_roxellana ENSRROG00000042087
rhinopithecus_bieti ENSRBIG00000002253
macaca_fascicularis ENSMFAG00000037665
macaca_mulatta ENSMMUG00000001508
macaca_nemestrina ENSMNEG00000037292
papio_anubis ENSPANG00000008978
theropithecus_gelada ENSTGEG00000026563
mandrillus_leucophaeus ENSMLEG00000037048
cercocebus_atys ENSCATG00000044553
chlorocebus_sabaeus ENSCSAG00000011977
cebus_capucinus_imitator ENSCCAG00000023325
saimiri_boliviensis_boliviensis ENSSBOG00000008269
callithrix_jacchus ENSCJAG00000019570
aotus_nancymaae ENSANAG00000033380
carlito_syrichta ENSTSYG00000011389
propithecus_coquereli ENSPCOG00000021138
microcebus_murinus ENSMICG00000014525
prolemur_simus ENSPSMG00000004746
otolemur_garnettii ENSOGAG00000031555
oryctolagus_cuniculus ENSOCUG00000000803
tupaia_belangeri ENSTBEG00000007326
dipodomys_ordii ENSDORG00000007600
equus_asinus_asinus ENSEASG00005001537
equus_caballus ENSECAG00000024801
bos_taurus ENSBTAG00000011287
bos_mutus ENSBMUG00000013154
bison_bison_bison ENSBBBG00000005611
capra_hircus ENSCHIG00000023713
ovis_aries ENSOARG00000011371
tursiops_truncatus ENSTTRG00000013619
sus_scrofa ENSSSCG00000011493
pteropus_vampyrus ENSPVAG00000014852
myotis_lucifugus ENSMLUG00000014221
erinaceus_europaeus ENSEEUG00000014279
ursus_americanus ENSUAMG00000017766
ursus_maritimus ENSUMAG00000023518
ailuropoda_melanoleuca ENSAMEG00000015260
neovison_vison ENSNVIG00000011425
mustela_putorius_furo ENSMPUG00000016932
canis_lupus_dingo ENSCAFG00020010789
canis_lupus_familiaris ENSCAFG00000006857
vulpes_vulpes ENSVVUG00000014784
panthera_tigris_altaica ENSPTIG00000008113
panthera_pardus ENSPPRG00000004611
felis_catus ENSFCAG00000031292
choloepus_hoffmanni ENSCHOG00000007700
dasypus_novemcinctus ENSDNOG00000005843
echinops_telfairi ENSETEG00000015078
phascolarctos_cinereus ENSPCIG00000012733
notamacropus_eugenii ENSMEUG00000011708
monodelphis_domestica ENSMODG00000025517
sarcophilus_harrisii ENSSHAG00000012231
ornithorhynchus_anatinus ENSOANG00000029755
ornithorhynchus_anatinus ENSOANG00000011376
ornithorhynchus_anatinus ENSOANG00000031828
anser_brachyrhynchus ENSABRG00000002852
anas_platyrhynchos_platyrhynchos ENSAPLG00000003397
coturnix_japonica ENSCJPG00005018034
gallus_gallus ENSGALG00000007302
numida_meleagris ENSNMEG00000020752
meleagris_gallopavo ENSMGAG00000009100
lepidothrix_coronata ENSLCOG00000012474
manacus_vitellinus ENSMVIG00005017775
junco_hyemalis ENSJHYG00000012986
zonotrichia_albicollis ENSZALG00000002350
serinus_canaria ENSSCAG00000007233
ficedula_albicollis ENSFALG00000013254
taeniopygia_guttata ENSTGUG00000016634
taeniopygia_guttata ENSTGUG00000009416
lonchura_striata_domestica ENSLSDG00000012551
parus_major ENSPMJG00000005075
cyanistes_caeruleus ENSCCEG00000021097
calidris_pygmaea ENSCPGG00000009793
calidris_pugnax ENSCPUG00000019601
melopsittacus_undulatus ENSMUNG00000015084
apteryx_haastii ENSAHAG00000017433
apteryx_rowi ENSARWG00000018819
apteryx_owenii ENSAOWG00000013515
dromaius_novaehollandiae ENSDNVG00000011843
nothoprocta_perdicaria ENSNPEG00000003437
crocodylus_porosus ENSCPRG00005016288
chelonoidis_abingdonii ENSCABG00000018772
gopherus_agassizii ENSGAGG00000021600
chrysemys_picta_bellii ENSCPBG00000026836
pelodiscus_sinensis ENSPSIG00000002806
notechis_scutatus ENSNSUG00000007649
notechis_scutatus ENSNSUG00000007652
anolis_carolinensis ENSACAG00000001088
pogona_vitticeps ENSPVIG00000012002
salvator_merianae ENSSMRG00000017404
sphenodon_punctatus ENSSPUG00000011533
sphenodon_punctatus ENSSPUG00000011528
ornithorhynchus_anatinus ENSOANG00000029238
latimeria_chalumnae ENSLACG00000000603
scleropages_formosus ENSSFOG00015018162
paramormyrops_kingsleyae ENSPKIG00000023335
paramormyrops_kingsleyae ENSPKIG00000024831
scleropages_formosus ENSSFOG00015020910
takifugu_rubripes ENSTRUG00000009469
tetraodon_nigroviridis ENSTNIG00000011140
mola_mola ENSMMOG00000000791
gasterosteus_aculeatus ENSGACG00000009237
cynoglossus_semilaevis ENSCSEG00000005630
mastacembelus_armatus ENSMAMG00000019815
monopterus_albus ENSMALG00000003059
seriola_dumerili ENSSDUG00000022123
seriola_lalandi_dorsalis ENSSLDG00000013722
scophthalmus_maximus ENSSMAG00000010499
anabas_testudineus ENSATEG00000018399
labrus_bergylta ENSLBEG00000025644
poecilia_formosa ENSPFOG00000010051
poecilia_latipinna ENSPLAG00000008252
poecilia_mexicana ENSPMEG00000023513
poecilia_reticulata ENSPREG00000018749
xiphophorus_maculatus ENSXMAG00000002005
xiphophorus_couchianus ENSXCOG00000010558
gambusia_affinis ENSGAFG00000020500
fundulus_heteroclitus ENSFHEG00000000111
cyprinodon_variegatus ENSCVAG00000008069
kryptolebias_marmoratus ENSKMAG00000009651
oryzias_latipes_asm223469v1 ENSORLG00015005315
oryzias_latipes_asm223471v1 ENSORLG00020009923
oryzias_latipes_asm223467v1 ENSORLG00000008174
oryzias_melastigma ENSOMEG00000009422
pundamilia_nyererei ENSPNYG00000001227
haplochromis_burtoni ENSHBUG00000004047
maylandia_zebra ENSMZEG00005011973
oreochromis_niloticus ENSONIG00000020360
amphilophus_citrinellus ENSACIG00000008769
amphiprion_ocellaris ENSAOCG00000006903
amphiprion_percula ENSAPEG00000001638
acanthochromis_polyacanthus ENSAPOG00000009543
stegastes_partitus ENSSPAG00000000982
hippocampus_comes ENSHCOG00000013916
neolamprologus_brichardi ENSNBRG00000020719
neolamprologus_brichardi ENSNBRG00000020699
astatotilapia_calliptera ENSACLG00000015465
astatotilapia_calliptera ENSACLG00000015481
periophthalmus_magnuspinnatus ENSPMGG00000001153
gadus_morhua ENSGMOG00000009122
esox_lucius ENSELUG00000007854
pygocentrus_nattereri ENSPNAG00000014199
astyanax_mexicanus ENSAMXG00000014312
ictalurus_punctatus ENSIPUG00000023487
danio_rerio ENSDARG00000074804
lepisosteus_oculatus ENSLOCG00000010319
xenopus_tropicalis ENSXETG00000006538
procavia_capensis ENSPCAG00000003477
latimeria_chalumnae ENSLACG00000002373
loxodonta_africana ENSLAFG00000032573
petromyzon_marinus ENSPMAG00000005034
