mastacembelus_armatus ENSMAMG00000010119
anabas_testudineus ENSATEG00000013191
monopterus_albus ENSMALG00000013083
seriola_lalandi_dorsalis ENSSLDG00000016815
xiphophorus_couchianus ENSXCOG00000003378
xiphophorus_maculatus ENSXMAG00000016848
poecilia_latipinna ENSPLAG00000006696
poecilia_mexicana ENSPMEG00000015788
poecilia_formosa ENSPFOG00000005461
poecilia_reticulata ENSPREG00000016136
gambusia_affinis ENSGAFG00000015421
fundulus_heteroclitus ENSFHEG00000019847
cyprinodon_variegatus ENSCVAG00000020081
kryptolebias_marmoratus ENSKMAG00000008510
oryzias_latipes_asm223469v1 ENSORLG00015012970
oryzias_latipes_asm223471v1 ENSORLG00020015227
oryzias_latipes_asm223467v1 ENSORLG00000014906
oryzias_melastigma ENSOMEG00000019702
amphiprion_percula ENSAPEG00000010462
amphiprion_ocellaris ENSAOCG00000005514
amphiprion_ocellaris ENSAOCG00000005914
amphiprion_percula ENSAPEG00000010292
amphiprion_percula ENSAPEG00000010342
amphiprion_ocellaris ENSAOCG00000005833
amphiprion_ocellaris ENSAOCG00000005531
acanthochromis_polyacanthus ENSAPOG00000008101
acanthochromis_polyacanthus ENSAPOG00000013980
acanthochromis_polyacanthus ENSAPOG00000008032
stegastes_partitus ENSSPAG00000009100
astatotilapia_calliptera ENSACLG00000017635
maylandia_zebra ENSMZEG00005013038
pundamilia_nyererei ENSPNYG00000011173
haplochromis_burtoni ENSHBUG00000007200
neolamprologus_brichardi ENSNBRG00000001903
oreochromis_niloticus ENSONIG00000019090
amphilophus_citrinellus ENSACIG00000014303
tetraodon_nigroviridis ENSTNIG00000003570
takifugu_rubripes ENSTRUG00000003732
mola_mola ENSMMOG00000009210
labrus_bergylta ENSLBEG00000005161
cynoglossus_semilaevis ENSCSEG00000001857
gadus_morhua ENSGMOG00000011610
esox_lucius ENSELUG00000005174
astyanax_mexicanus ENSAMXG00000018364
pygocentrus_nattereri ENSPNAG00000025732
ictalurus_punctatus ENSIPUG00000012117
danio_rerio ENSDARG00000033537
paramormyrops_kingsleyae ENSPKIG00000002519
scleropages_formosus ENSSFOG00015009731
