sorex_araneus ENSSARG00000003546
erinaceus_europaeus ENSEEUG00000008394
dipodomys_ordii ENSDORG00000014558
pan_troglodytes ENSPTRG00000017794
pan_paniscus ENSPPAG00000043446
gorilla_gorilla ENSGGOG00000012118
homo_sapiens ENSG00000112337
pongo_abelii ENSPPYG00000016296
nomascus_leucogenys ENSNLEG00000002979
piliocolobus_tephrosceles ENSPTEG00000001223
colobus_angolensis_palliatus ENSCANG00000038787
rhinopithecus_bieti ENSRBIG00000033685
rhinopithecus_roxellana ENSRROG00000033633
cercocebus_atys ENSCATG00000032719
papio_anubis ENSPANG00000019372
macaca_fascicularis ENSMFAG00000002772
macaca_mulatta ENSMMUG00000002586
macaca_nemestrina ENSMNEG00000030848
theropithecus_gelada ENSTGEG00000021421
mandrillus_leucophaeus ENSMLEG00000041174
chlorocebus_sabaeus ENSCSAG00000007888
cebus_capucinus_imitator ENSCCAG00000037832
callithrix_jacchus ENSCJAG00000010898
aotus_nancymaae ENSANAG00000021715
saimiri_boliviensis_boliviensis ENSSBOG00000019804
carlito_syrichta ENSTSYG00000006553
prolemur_simus ENSPSMG00000005177
microcebus_murinus ENSMICG00000017259
propithecus_coquereli ENSPCOG00000021024
otolemur_garnettii ENSOGAG00000007975
tupaia_belangeri ENSTBEG00000006656
chinchilla_lanigera ENSCLAG00000001995
octodon_degus ENSODEG00000013372
cavia_porcellus ENSCPOG00000012604
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003627
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009615
fukomys_damarensis ENSFDAG00000008420
urocitellus_parryii ENSUPAG00010005933
marmota_marmota_marmota ENSMMMG00000001700
ictidomys_tridecemlineatus ENSSTOG00000015817
spermophilus_dauricus ENSSDAG00000012827
castor_canadensis ENSCCNG00000003686
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036110
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019208
mus_spicilegus ENSMSIG00000027829
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018341
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019404
rattus_norvegicus ENSRNOG00000017180
meriones_unguiculatus ENSMUGG00000001009
cricetulus_griseus_crigri-picr ENSCGRG00015007192
cricetulus_griseus_crigri_1.0 ENSCGRG00000014206
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011821
mesocricetus_auratus ENSMAUG00000007456
microtus_ochrogaster ENSMOCG00000017304
peromyscus_maniculatus_bairdii ENSPEMG00000012172
nannospalax_galili ENSNGAG00000022747
jaculus_jaculus ENSJJAG00000015597
ochotona_princeps ENSOPRG00000014050
oryctolagus_cuniculus ENSOCUG00000004433
tursiops_truncatus ENSTTRG00000002979
sus_scrofa ENSSSCG00000036191
bos_taurus ENSBTAG00000002642
bos_mutus ENSBMUG00000000998
bison_bison_bison ENSBBBG00000025265
capra_hircus ENSCHIG00000008228
capra_hircus ENSCHIG00000000191
ovis_aries ENSOARG00000001766
vicugna_pacos ENSVPAG00000008210
ursus_americanus ENSUAMG00000017456
ursus_maritimus ENSUMAG00000020816
ailuropoda_melanoleuca ENSAMEG00000015875
mustela_putorius_furo ENSMPUG00000008737
neovison_vison ENSNVIG00000006383
canis_lupus_familiaris ENSCAFG00000010641
canis_lupus_dingo ENSCAFG00020009215
vulpes_vulpes ENSVVUG00000025356
panthera_pardus ENSPPRG00000001925
panthera_tigris_altaica ENSPTIG00000004934
felis_catus ENSFCAG00000008253
pteropus_vampyrus ENSPVAG00000011506
myotis_lucifugus ENSMLUG00000010539
equus_asinus_asinus ENSEASG00005005255
equus_caballus ENSECAG00000015562
choloepus_hoffmanni ENSCHOG00000012133
dasypus_novemcinctus ENSDNOG00000042526
procavia_capensis ENSPCAG00000009472
loxodonta_africana ENSLAFG00000017648
echinops_telfairi ENSETEG00000013938
