latimeria_chalumnae ENSLACG00000017512
xenopus_tropicalis ENSXETG00000006324
scleropages_formosus ENSSFOG00015017322
paramormyrops_kingsleyae ENSPKIG00000010195
pygocentrus_nattereri ENSPNAG00000017802
ictalurus_punctatus ENSIPUG00000023277
esox_lucius ENSELUG00000007065
prolemur_simus ENSPSMG00000002572
propithecus_coquereli ENSPCOG00000028183
microcebus_murinus ENSMICG00000017622
carlito_syrichta ENSTSYG00000013573
pan_troglodytes ENSPTRG00000014075
gorilla_gorilla ENSGGOG00000028052
pongo_abelii ENSPPYG00000011593
chlorocebus_sabaeus ENSCSAG00000012086
theropithecus_gelada ENSTGEG00000010759
pan_paniscus ENSPPAG00000042966
pan_troglodytes ENSPTRG00000043450
homo_sapiens ENSG00000099901
gorilla_gorilla ENSGGOG00000000784
nomascus_leucogenys ENSNLEG00000005684
papio_anubis ENSPANG00000024087
theropithecus_gelada ENSTGEG00000004976
macaca_fascicularis ENSMFAG00000045937
macaca_mulatta ENSMMUG00000020100
macaca_nemestrina ENSMNEG00000030353
cercocebus_atys ENSCATG00000033471
mandrillus_leucophaeus ENSMLEG00000038738
rhinopithecus_roxellana ENSRROG00000028972
rhinopithecus_bieti ENSRBIG00000040239
rhinopithecus_roxellana ENSRROG00000039903
colobus_angolensis_palliatus ENSCANG00000017834
piliocolobus_tephrosceles ENSPTEG00000027322
saimiri_boliviensis_boliviensis ENSSBOG00000019389
aotus_nancymaae ENSANAG00000037541
cebus_capucinus_imitator ENSCCAG00000035621
saimiri_boliviensis_boliviensis ENSSBOG00000035235
callithrix_jacchus ENSCJAG00000010749
aotus_nancymaae ENSANAG00000024454
rhinopithecus_bieti ENSRBIG00000033056
nomascus_leucogenys ENSNLEG00000028737
cebus_capucinus_imitator ENSCCAG00000025086
pan_troglodytes ENSPTRG00000050508
pan_paniscus ENSPPAG00000042042
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006504
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010976
fukomys_damarensis ENSFDAG00000019363
octodon_degus ENSODEG00000004230
octodon_degus ENSODEG00000011438
octodon_degus ENSODEG00000011740
octodon_degus ENSODEG00000015935
chinchilla_lanigera ENSCLAG00000014666
cavia_porcellus ENSCPOG00000030388
ictidomys_tridecemlineatus ENSSTOG00000026840
marmota_marmota_marmota ENSMMMG00000004542
spermophilus_dauricus ENSSDAG00000011993
cricetulus_griseus_crigri-picr ENSCGRG00015006805
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019070
cricetulus_griseus_crigri_1.0 ENSCGRG00000003979
mesocricetus_auratus ENSMAUG00000000530
peromyscus_maniculatus_bairdii ENSPEMG00000019257
microtus_ochrogaster ENSMOCG00000000658
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021435
mus_spicilegus ENSMSIG00000020271
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005732
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020540
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016245
rattus_norvegicus ENSRNOG00000001884
meriones_unguiculatus ENSMUGG00000009125
meriones_unguiculatus ENSMUGG00000018191
nannospalax_galili ENSNGAG00000013821
jaculus_jaculus ENSJJAG00000011468
jaculus_jaculus ENSJJAG00000012063
dipodomys_ordii ENSDORG00000011317
dipodomys_ordii ENSDORG00000028853
castor_canadensis ENSCCNG00000024792
castor_canadensis ENSCCNG00000024874
otolemur_garnettii ENSOGAG00000034333
mustela_putorius_furo ENSMPUG00000004127
mustela_putorius_furo ENSMPUG00000018732
neovison_vison ENSNVIG00000022738
ursus_maritimus ENSUMAG00000007426
ursus_americanus ENSUAMG00000010799
ailuropoda_melanoleuca ENSAMEG00000011790
canis_lupus_familiaris ENSCAFG00000014178
vulpes_vulpes ENSVVUG00000025421
canis_lupus_dingo ENSCAFG00020007723
panthera_pardus ENSPPRG00000015479
panthera_tigris_altaica ENSPTIG00000016192
felis_catus ENSFCAG00000004171
equus_asinus_asinus ENSEASG00005010526
equus_caballus ENSECAG00000017197
pteropus_vampyrus ENSPVAG00000015699
myotis_lucifugus ENSMLUG00000017535
sorex_araneus ENSSARG00000009322
erinaceus_europaeus ENSEEUG00000011900
oryctolagus_cuniculus ENSOCUG00000022698
ochotona_princeps ENSOPRG00000008499
tupaia_belangeri ENSTBEG00000007869
capra_hircus ENSCHIG00000022923
ovis_aries ENSOARG00000018318
bos_taurus ENSBTAG00000006656
bos_mutus ENSBMUG00000004577
bison_bison_bison ENSBBBG00000021549
sus_scrofa ENSSSCG00000038308
procavia_capensis ENSPCAG00000016148
loxodonta_africana ENSLAFG00000005862
echinops_telfairi ENSETEG00000015996
dasypus_novemcinctus ENSDNOG00000041264
notamacropus_eugenii ENSMEUG00000016620
phascolarctos_cinereus ENSPCIG00000027715
sarcophilus_harrisii ENSSHAG00000006873
sarcophilus_harrisii ENSSHAG00000008863
ornithorhynchus_anatinus ENSOANG00000014576
chelonoidis_abingdonii ENSCABG00000007936
gopherus_agassizii ENSGAGG00000024254
chrysemys_picta_bellii ENSCPBG00000016988
crocodylus_porosus ENSCPRG00005000258
apteryx_owenii ENSAOWG00000005718
apteryx_rowi ENSARWG00000009574
apteryx_haastii ENSAHAG00000018655
dromaius_novaehollandiae ENSDNVG00000000136
nothoprocta_perdicaria ENSNPEG00000011457
lonchura_striata_domestica ENSLSDG00000013212
taeniopygia_guttata ENSTGUG00000008294
serinus_canaria ENSSCAG00000004771
junco_hyemalis ENSJHYG00000014800
zonotrichia_albicollis ENSZALG00000012724
cyanistes_caeruleus ENSCCEG00000016488
parus_major ENSPMJG00000014206
ficedula_albicollis ENSFALG00000008165
manacus_vitellinus ENSMVIG00005007052
lepidothrix_coronata ENSLCOG00000008806
anas_platyrhynchos_platyrhynchos ENSAPLG00000003954
anser_brachyrhynchus ENSABRG00000015749
gallus_gallus ENSGALG00000002107
meleagris_gallopavo ENSMGAG00000001552
coturnix_japonica ENSCJPG00005019160
numida_meleagris ENSNMEG00000012563
melopsittacus_undulatus ENSMUNG00000013288
pelodiscus_sinensis ENSPSIG00000002286
pogona_vitticeps ENSPVIG00000016676
anolis_carolinensis ENSACAG00000007966
salvator_merianae ENSSMRG00000008510
sphenodon_punctatus ENSSPUG00000014907
seriola_lalandi_dorsalis ENSSLDG00000001842
ciona_savignyi ENSCSAVG00000002417
ciona_intestinalis ENSCING00000001918
ciona_intestinalis ENSCING00000013303
ciona_savignyi ENSCSAVG00000006443
ciona_intestinalis ENSCING00000021983
ciona_savignyi ENSCSAVG00000006453
caenorhabditis_elegans_strain_n2 WBGene00003795
drosophila_melanogaster FBgn0039302
saccharomyces_cerevisiae_strain_s288c YDR002W
