hippocampus_comes ENSHCOG00000015170
kryptolebias_marmoratus ENSKMAG00000005522
paramormyrops_kingsleyae ENSPKIG00000017975
lepisosteus_oculatus ENSLOCG00000009487
esox_lucius ENSELUG00000021615
labrus_bergylta ENSLBEG00000002219
pelodiscus_sinensis ENSPSIG00000004015
crocodylus_porosus ENSCPRG00005013225
cricetulus_griseus_crigri-picr ENSCGRG00015001157
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022176
cricetulus_griseus_crigri_1.0 ENSCGRG00000012306
peromyscus_maniculatus_bairdii ENSPEMG00000002292
peromyscus_maniculatus_bairdii ENSPEMG00000024940
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017091
mus_spicilegus ENSMSIG00000000666
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040405
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016250
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017386
rattus_norvegicus ENSRNOG00000007243
meriones_unguiculatus ENSMUGG00000016960
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017090
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040413
mus_spicilegus ENSMSIG00000000775
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016249
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017385
rattus_norvegicus ENSRNOG00000021345
meriones_unguiculatus ENSMUGG00000016941
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046974
mus_spicilegus ENSMSIG00000000932
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017088
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016247
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017383
rattus_norvegicus ENSRNOG00000042265
meriones_unguiculatus ENSMUGG00000016927
peromyscus_maniculatus_bairdii ENSPEMG00000019712
cricetulus_griseus_crigri_1.0 ENSCGRG00000000542
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019450
cricetulus_griseus_crigri-picr ENSCGRG00015001266
mesocricetus_auratus ENSMAUG00000007758
cricetulus_griseus_crigri-picr ENSCGRG00015023704
peromyscus_maniculatus_bairdii ENSPEMG00000029530
mus_spicilegus ENSMSIG00000000970
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017087
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078924
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016246
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017382
rattus_norvegicus ENSRNOG00000043422
