loxodonta_africana ENSLAFG00000030245
dasypus_novemcinctus ENSDNOG00000044233
ursus_americanus ENSUAMG00000021430
ursus_maritimus ENSUMAG00000020742
ailuropoda_melanoleuca ENSAMEG00000004432
canis_lupus_familiaris ENSCAFG00000006449
vulpes_vulpes ENSVVUG00000013577
felis_catus ENSFCAG00000031102
panthera_tigris_altaica ENSPTIG00000016805
equus_caballus ENSECAG00000038278
bos_taurus ENSBTAG00000025192
bos_mutus ENSBMUG00000023655
ovis_aries ENSOARG00000008646
capra_hircus ENSCHIG00000018425
sus_scrofa ENSSSCG00000009566
myotis_lucifugus ENSMLUG00000025384
prolemur_simus ENSPSMG00000016589
propithecus_coquereli ENSPCOG00000010307
otolemur_garnettii ENSOGAG00000031527
pan_troglodytes ENSPTRG00000047848
pan_paniscus ENSPPAG00000031241
homo_sapiens ENSG00000283199
gorilla_gorilla ENSGGOG00000042492
cercocebus_atys ENSCATG00000039261
mandrillus_leucophaeus ENSMLEG00000031255
macaca_fascicularis ENSMFAG00000041359
macaca_nemestrina ENSMNEG00000041113
papio_anubis ENSPANG00000030253
theropithecus_gelada ENSTGEG00000016364
piliocolobus_tephrosceles ENSPTEG00000037839
colobus_angolensis_palliatus ENSCANG00000040680
rhinopithecus_bieti ENSRBIG00000036246
rhinopithecus_roxellana ENSRROG00000042212
cebus_capucinus_imitator ENSCCAG00000028969
saimiri_boliviensis_boliviensis ENSSBOG00000029410
callithrix_jacchus ENSCJAG00000033547
aotus_nancymaae ENSANAG00000024410
urocitellus_parryii ENSUPAG00010020542
ictidomys_tridecemlineatus ENSSTOG00000021087
spermophilus_dauricus ENSSDAG00000022544
marmota_marmota_marmota ENSMMMG00000014275
chinchilla_lanigera ENSCLAG00000002436
octodon_degus ENSODEG00000007606
cavia_porcellus ENSCPOG00000022842
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018995
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002286
mus_spicilegus ENSMSIG00000005649
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031954
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031452
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030844
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021307
rattus_norvegicus ENSRNOG00000026740
meriones_unguiculatus ENSMUGG00000011834
meriones_unguiculatus ENSMUGG00000011812
cricetulus_griseus_crigri_1.0 ENSCGRG00000001447
cricetulus_griseus_crigri-picr ENSCGRG00015021806
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011401
mesocricetus_auratus ENSMAUG00000006314
peromyscus_maniculatus_bairdii ENSPEMG00000003001
microtus_ochrogaster ENSMOCG00000010225
nannospalax_galili ENSNGAG00000001039
jaculus_jaculus ENSJJAG00000017726
castor_canadensis ENSCCNG00000009291
dipodomys_ordii ENSDORG00000026305
sarcophilus_harrisii ENSSHAG00000012827
monodelphis_domestica ENSMODG00000027706
phascolarctos_cinereus ENSPCIG00000022035
