eptatretus_burgeri ENSEBUG00000006778
petromyzon_marinus ENSPMAG00000003377
petromyzon_marinus ENSPMAG00000002769
ursus_americanus ENSUAMG00000011752
ursus_maritimus ENSUMAG00000019276
bison_bison_bison ENSBBBG00000024234
urocitellus_parryii ENSUPAG00010009039
marmota_marmota_marmota ENSMMMG00000007460
xenopus_tropicalis ENSXETG00000003481
latimeria_chalumnae ENSLACG00000015261
takifugu_rubripes ENSTRUG00000006031
tetraodon_nigroviridis ENSTNIG00000016844
mola_mola ENSMMOG00000001043
cynoglossus_semilaevis ENSCSEG00000005240
seriola_dumerili ENSSDUG00000000242
seriola_lalandi_dorsalis ENSSLDG00000021381
scophthalmus_maximus ENSSMAG00000014636
poecilia_formosa ENSPFOG00000013193
poecilia_mexicana ENSPMEG00000007579
poecilia_latipinna ENSPLAG00000010472
poecilia_reticulata ENSPREG00000010279
xiphophorus_maculatus ENSXMAG00000013407
xiphophorus_couchianus ENSXCOG00000016084
gambusia_affinis ENSGAFG00000019917
fundulus_heteroclitus ENSFHEG00000016764
cyprinodon_variegatus ENSCVAG00000008876
kryptolebias_marmoratus ENSKMAG00000001754
oryzias_latipes_asm223467v1 ENSORLG00000001692
oryzias_latipes_asm223471v1 ENSORLG00020021132
oryzias_latipes_asm223469v1 ENSORLG00015000330
oryzias_melastigma ENSOMEG00000016787
amphilophus_citrinellus ENSACIG00000011576
amphilophus_citrinellus ENSACIG00000011598
pundamilia_nyererei ENSPNYG00000012536
haplochromis_burtoni ENSHBUG00000015283
astatotilapia_calliptera ENSACLG00000000098
maylandia_zebra ENSMZEG00005006432
neolamprologus_brichardi ENSNBRG00000022154
oreochromis_niloticus ENSONIG00000002700
amphiprion_ocellaris ENSAOCG00000020930
amphiprion_percula ENSAPEG00000007316
acanthochromis_polyacanthus ENSAPOG00000006496
stegastes_partitus ENSSPAG00000008582
monopterus_albus ENSMALG00000009777
mastacembelus_armatus ENSMAMG00000020591
anabas_testudineus ENSATEG00000017363
labrus_bergylta ENSLBEG00000010000
gasterosteus_aculeatus ENSGACG00000017237
hippocampus_comes ENSHCOG00000001111
periophthalmus_magnuspinnatus ENSPMGG00000017906
gadus_morhua ENSGMOG00000004496
esox_lucius ENSELUG00000003600
pygocentrus_nattereri ENSPNAG00000019648
astyanax_mexicanus ENSAMXG00000019990
ictalurus_punctatus ENSIPUG00000022212
danio_rerio ENSDARG00000014244
scleropages_formosus ENSSFOG00015008229
paramormyrops_kingsleyae ENSPKIG00000017611
paramormyrops_kingsleyae ENSPKIG00000024910
scleropages_formosus ENSSFOG00015011749
lepisosteus_oculatus ENSLOCG00000015142
