loxodonta_africana ENSLAFG00000004691
procavia_capensis ENSPCAG00000003100
echinops_telfairi ENSETEG00000004626
echinops_telfairi ENSETEG00000014175
dasypus_novemcinctus ENSDNOG00000013305
choloepus_hoffmanni ENSCHOG00000009778
pan_paniscus ENSPPAG00000032332
pan_troglodytes ENSPTRG00000023885
homo_sapiens ENSG00000197079
gorilla_gorilla ENSGGOG00000016868
pongo_abelii ENSPPYG00000008419
nomascus_leucogenys ENSNLEG00000010711
piliocolobus_tephrosceles ENSPTEG00000030148
colobus_angolensis_palliatus ENSCANG00000042750
rhinopithecus_bieti ENSRBIG00000032990
rhinopithecus_roxellana ENSRROG00000038674
macaca_mulatta ENSMMUG00000018645
macaca_fascicularis ENSMFAG00000000514
macaca_nemestrina ENSMNEG00000039878
theropithecus_gelada ENSTGEG00000008120
papio_anubis ENSPANG00000021556
mandrillus_leucophaeus ENSMLEG00000038259
cercocebus_atys ENSCATG00000044302
chlorocebus_sabaeus ENSCSAG00000002967
callithrix_jacchus ENSCJAG00000035034
cebus_capucinus_imitator ENSCCAG00000035353
aotus_nancymaae ENSANAG00000021510
microcebus_murinus ENSMICG00000012869
prolemur_simus ENSPSMG00000014276
propithecus_coquereli ENSPCOG00000022990
otolemur_garnettii ENSOGAG00000031733
carlito_syrichta ENSTSYG00000014317
tupaia_belangeri ENSTBEG00000003074
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014815
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009163
fukomys_damarensis ENSFDAG00000017522
cavia_aperea ENSCAPG00000009344
cavia_porcellus ENSCPOG00000030708
octodon_degus ENSODEG00000017892
jaculus_jaculus ENSJJAG00000022241
oryctolagus_cuniculus ENSOCUG00000013084
ochotona_princeps ENSOPRG00000007848
castor_canadensis ENSCCNG00000015344
dipodomys_ordii ENSDORG00000028712
mus_spicilegus ENSMSIG00000001493
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017999
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017157
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018286
rattus_norvegicus ENSRNOG00000013754
meriones_unguiculatus ENSMUGG00000020333
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022383
cricetulus_griseus_crigri_1.0 ENSCGRG00000010712
cricetulus_griseus_crigri-picr ENSCGRG00015003995
mesocricetus_auratus ENSMAUG00000013766
microtus_ochrogaster ENSMOCG00000011239
peromyscus_maniculatus_bairdii ENSPEMG00000002875
nannospalax_galili ENSNGAG00000019802
ictidomys_tridecemlineatus ENSSTOG00000034016
urocitellus_parryii ENSUPAG00010008898
spermophilus_dauricus ENSSDAG00000007861
marmota_marmota_marmota ENSMMMG00000006741
sorex_araneus ENSSARG00000014550
ursus_maritimus ENSUMAG00000022402
vicugna_pacos ENSVPAG00000005395
bison_bison_bison ENSBBBG00000007161
myotis_lucifugus ENSMLUG00000009663
pteropus_vampyrus ENSPVAG00000010619
erinaceus_europaeus ENSEEUG00000001028
ursus_americanus ENSUAMG00000008143
ailuropoda_melanoleuca ENSAMEG00000005442
mustela_putorius_furo ENSMPUG00000011003
neovison_vison ENSNVIG00000011324
canis_lupus_dingo ENSCAFG00020018365
canis_lupus_familiaris ENSCAFG00000015953
vulpes_vulpes ENSVVUG00000018791
panthera_tigris_altaica ENSPTIG00000019786
panthera_pardus ENSPPRG00000002629
felis_catus ENSFCAG00000044647
bos_taurus ENSBTAG00000006807
bos_mutus ENSBMUG00000019571
bison_bison_bison ENSBBBG00000010199
capra_hircus ENSCHIG00000015373
ovis_aries ENSOARG00000016784
tursiops_truncatus ENSTTRG00000014655
sus_scrofa ENSSSCG00000017438
equus_caballus ENSECAG00000008934
equus_asinus_asinus ENSEASG00005006641
phascolarctos_cinereus ENSPCIG00000002402
notamacropus_eugenii ENSMEUG00000002736
sarcophilus_harrisii ENSSHAG00000004914
monodelphis_domestica ENSMODG00000014510
