ursus_maritimus ENSUMAG00000004998
ursus_americanus ENSUAMG00000002980
neovison_vison ENSNVIG00000004226
pan_paniscus ENSPPAG00000033370
pan_troglodytes ENSPTRG00000051658
gorilla_gorilla ENSGGOG00000039548
nomascus_leucogenys ENSNLEG00000033673
macaca_nemestrina ENSMNEG00000038839
macaca_mulatta ENSMMUG00000041671
macaca_fascicularis ENSMFAG00000039836
papio_anubis ENSPANG00000033256
theropithecus_gelada ENSTGEG00000025746
cercocebus_atys ENSCATG00000040845
mandrillus_leucophaeus ENSMLEG00000044313
rhinopithecus_bieti ENSRBIG00000040531
rhinopithecus_roxellana ENSRROG00000031498
piliocolobus_tephrosceles ENSPTEG00000037140
cebus_capucinus_imitator ENSCCAG00000037260
aotus_nancymaae ENSANAG00000020893
