drosophila_melanogaster FBgn0035233
caenorhabditis_elegans_strain_n2 WBGene00016318
pogona_vitticeps ENSPVIG00000020801
notechis_scutatus ENSNSUG00000000134
salvator_merianae ENSSMRG00000009021
sphenodon_punctatus ENSSPUG00000016205
apteryx_haastii ENSAHAG00000015143
apteryx_owenii ENSAOWG00000008249
apteryx_rowi ENSARWG00000007020
dromaius_novaehollandiae ENSDNVG00000017779
nothoprocta_perdicaria ENSNPEG00000006294
calidris_pugnax ENSCPUG00000005897
calidris_pygmaea ENSCPGG00000012638
parus_major ENSPMJG00000013344
cyanistes_caeruleus ENSCCEG00000017891
ficedula_albicollis ENSFALG00000009501
taeniopygia_guttata ENSTGUG00000002934
lonchura_striata_domestica ENSLSDG00000005859
junco_hyemalis ENSJHYG00000011345
zonotrichia_albicollis ENSZALG00000003165
serinus_canaria ENSSCAG00000000160
lepidothrix_coronata ENSLCOG00000002466
manacus_vitellinus ENSMVIG00005002305
melopsittacus_undulatus ENSMUNG00000015828
melopsittacus_undulatus ENSMUNG00000001795
anser_brachyrhynchus ENSABRG00000006702
anas_platyrhynchos_platyrhynchos ENSAPLG00000009410
gallus_gallus ENSGALG00000001223
coturnix_japonica ENSCJPG00005009505
meleagris_gallopavo ENSMGAG00000002184
numida_meleagris ENSNMEG00000006207
crocodylus_porosus ENSCPRG00005012846
gopherus_agassizii ENSGAGG00000003992
chelonoidis_abingdonii ENSCABG00000006588
chrysemys_picta_bellii ENSCPBG00000021422
pelodiscus_sinensis ENSPSIG00000003982
notamacropus_eugenii ENSMEUG00000006279
phascolarctos_cinereus ENSPCIG00000028953
monodelphis_domestica ENSMODG00000008130
sarcophilus_harrisii ENSSHAG00000012612
castor_canadensis ENSCCNG00000003465
dipodomys_ordii ENSDORG00000010197
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027875
mus_spicilegus ENSMSIG00000016702
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029047
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026882
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029230
rattus_norvegicus ENSRNOG00000024012
meriones_unguiculatus ENSMUGG00000002278
cricetulus_griseus_crigri_1.0 ENSCGRG00000014949
cricetulus_griseus_crigri-picr ENSCGRG00015014066
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012170
mesocricetus_auratus ENSMAUG00000011441
peromyscus_maniculatus_bairdii ENSPEMG00000015193
microtus_ochrogaster ENSMOCG00000015729
nannospalax_galili ENSNGAG00000013758
jaculus_jaculus ENSJJAG00000017321
urocitellus_parryii ENSUPAG00010004322
ictidomys_tridecemlineatus ENSSTOG00000007428
marmota_marmota_marmota ENSMMMG00000019038
spermophilus_dauricus ENSSDAG00000023331
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017056
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008848
fukomys_damarensis ENSFDAG00000017250
octodon_degus ENSODEG00000009998
chinchilla_lanigera ENSCLAG00000010114
cavia_aperea ENSCAPG00000015426
cavia_porcellus ENSCPOG00000020790
ochotona_princeps ENSOPRG00000008450
tupaia_belangeri ENSTBEG00000011659
macaca_fascicularis ENSMFAG00000035362
macaca_nemestrina ENSMNEG00000044416
macaca_mulatta ENSMMUG00000012348
mandrillus_leucophaeus ENSMLEG00000030544
theropithecus_gelada ENSTGEG00000012517
papio_anubis ENSPANG00000018380
cercocebus_atys ENSCATG00000030283
chlorocebus_sabaeus ENSCSAG00000000712
piliocolobus_tephrosceles ENSPTEG00000019148
colobus_angolensis_palliatus ENSCANG00000034025
rhinopithecus_roxellana ENSRROG00000028372
rhinopithecus_bieti ENSRBIG00000043078
pan_troglodytes ENSPTRG00000000050
pan_paniscus ENSPPAG00000033932
homo_sapiens ENSG00000157911
gorilla_gorilla ENSGGOG00000010513
pongo_abelii ENSPPYG00000001979
nomascus_leucogenys ENSNLEG00000000198
saimiri_boliviensis_boliviensis ENSSBOG00000018670
callithrix_jacchus ENSCJAG00000002487
cebus_capucinus_imitator ENSCCAG00000030157
aotus_nancymaae ENSANAG00000033477
carlito_syrichta ENSTSYG00000028905
prolemur_simus ENSPSMG00000015010
propithecus_coquereli ENSPCOG00000027968
microcebus_murinus ENSMICG00000016440
otolemur_garnettii ENSOGAG00000030407
pteropus_vampyrus ENSPVAG00000014142
myotis_lucifugus ENSMLUG00000027562
erinaceus_europaeus ENSEEUG00000009446
ursus_americanus ENSUAMG00000022073
ursus_maritimus ENSUMAG00000010425
ailuropoda_melanoleuca ENSAMEG00000013408
mustela_putorius_furo ENSMPUG00000007677
neovison_vison ENSNVIG00000004001
canis_lupus_dingo ENSCAFG00020011284
canis_lupus_familiaris ENSCAFG00000019398
vulpes_vulpes ENSVVUG00000027180
panthera_pardus ENSPPRG00000023317
panthera_tigris_altaica ENSPTIG00000006916
felis_catus ENSFCAG00000009519
bos_taurus ENSBTAG00000009309
bos_mutus ENSBMUG00000023405
bison_bison_bison ENSBBBG00000017732
capra_hircus ENSCHIG00000019278
ovis_aries ENSOARG00000018498
tursiops_truncatus ENSTTRG00000003755
sus_scrofa ENSSSCG00000027916
equus_asinus_asinus ENSEASG00005014390
dasypus_novemcinctus ENSDNOG00000043222
loxodonta_africana ENSLAFG00000006717
procavia_capensis ENSPCAG00000011115
echinops_telfairi ENSETEG00000009571
ornithorhynchus_anatinus ENSOANG00000007035
xenopus_tropicalis ENSXETG00000012096
latimeria_chalumnae ENSLACG00000011869
labrus_bergylta ENSLBEG00000016265
mola_mola ENSMMOG00000020263
seriola_dumerili ENSSDUG00000002561
seriola_lalandi_dorsalis ENSSLDG00000017454
anabas_testudineus ENSATEG00000022313
monopterus_albus ENSMALG00000008608
mastacembelus_armatus ENSMAMG00000015038
scophthalmus_maximus ENSSMAG00000003904
cynoglossus_semilaevis ENSCSEG00000004381
amphiprion_percula ENSAPEG00000011636
amphiprion_ocellaris ENSAOCG00000004173
acanthochromis_polyacanthus ENSAPOG00000021546
stegastes_partitus ENSSPAG00000008046
astatotilapia_calliptera ENSACLG00000001141
haplochromis_burtoni ENSHBUG00000016044
maylandia_zebra ENSMZEG00005022117
pundamilia_nyererei ENSPNYG00000020934
neolamprologus_brichardi ENSNBRG00000004436
oreochromis_niloticus ENSONIG00000017941
amphilophus_citrinellus ENSACIG00000007429
tetraodon_nigroviridis ENSTNIG00000003476
takifugu_rubripes ENSTRUG00000023616
gasterosteus_aculeatus ENSGACG00000001224
cyprinodon_variegatus ENSCVAG00000001170
fundulus_heteroclitus ENSFHEG00000019862
poecilia_mexicana ENSPMEG00000023551
poecilia_formosa ENSPFOG00000000648
poecilia_latipinna ENSPLAG00000017861
poecilia_reticulata ENSPREG00000006359
xiphophorus_maculatus ENSXMAG00000004872
xiphophorus_couchianus ENSXCOG00000002196
gambusia_affinis ENSGAFG00000015630
kryptolebias_marmoratus ENSKMAG00000014299
oryzias_latipes_asm223467v1 ENSORLG00000016884
oryzias_latipes_asm223469v1 ENSORLG00015013924
oryzias_latipes_asm223471v1 ENSORLG00020021782
oryzias_melastigma ENSOMEG00000012307
hippocampus_comes ENSHCOG00000014307
periophthalmus_magnuspinnatus ENSPMGG00000008816
gadus_morhua ENSGMOG00000001654
esox_lucius ENSELUG00000013445
pygocentrus_nattereri ENSPNAG00000027535
astyanax_mexicanus ENSAMXG00000032150
ictalurus_punctatus ENSIPUG00000021121
danio_rerio ENSDARG00000041511
paramormyrops_kingsleyae ENSPKIG00000014293
scleropages_formosus ENSSFOG00015009982
lepisosteus_oculatus ENSLOCG00000005635
eptatretus_burgeri ENSEBUG00000009938
ciona_intestinalis ENSCING00000019116
saccharomyces_cerevisiae_strain_s288c YDR265W
