mola_mola ENSMMOG00000016582
cynoglossus_semilaevis ENSCSEG00000018802
fundulus_heteroclitus ENSFHEG00000016264
cyprinodon_variegatus ENSCVAG00000004543
xiphophorus_maculatus ENSXMAG00000012023
xiphophorus_couchianus ENSXCOG00000019410
gambusia_affinis ENSGAFG00000013423
poecilia_formosa ENSPFOG00000010453
poecilia_latipinna ENSPLAG00000004779
poecilia_mexicana ENSPMEG00000003691
poecilia_reticulata ENSPREG00000008332
kryptolebias_marmoratus ENSKMAG00000005582
oryzias_latipes_asm223469v1 ENSORLG00015012974
oryzias_latipes_asm223467v1 ENSORLG00000011448
oryzias_latipes_asm223471v1 ENSORLG00020007146
oryzias_melastigma ENSOMEG00000011220
astatotilapia_calliptera ENSACLG00000021986
maylandia_zebra ENSMZEG00005016517
haplochromis_burtoni ENSHBUG00000013751
pundamilia_nyererei ENSPNYG00000001617
neolamprologus_brichardi ENSNBRG00000002823
oreochromis_niloticus ENSONIG00000012785
amphilophus_citrinellus ENSACIG00000005876
mastacembelus_armatus ENSMAMG00000019712
monopterus_albus ENSMALG00000009818
anabas_testudineus ENSATEG00000022434
seriola_lalandi_dorsalis ENSSLDG00000022600
seriola_dumerili ENSSDUG00000009121
scophthalmus_maximus ENSSMAG00000012763
labrus_bergylta ENSLBEG00000016419
gasterosteus_aculeatus ENSGACG00000010650
takifugu_rubripes ENSTRUG00000020717
tetraodon_nigroviridis ENSTNIG00000008101
hippocampus_comes ENSHCOG00000020495
amphiprion_ocellaris ENSAOCG00000011374
amphiprion_percula ENSAPEG00000008758
stegastes_partitus ENSSPAG00000016276
acanthochromis_polyacanthus ENSAPOG00000015753
periophthalmus_magnuspinnatus ENSPMGG00000012168
gadus_morhua ENSGMOG00000004635
esox_lucius ENSELUG00000015612
pygocentrus_nattereri ENSPNAG00000003504
astyanax_mexicanus ENSAMXG00000015979
ictalurus_punctatus ENSIPUG00000007869
danio_rerio ENSDARG00000070620
paramormyrops_kingsleyae ENSPKIG00000012611
scleropages_formosus ENSSFOG00015001021
tetraodon_nigroviridis ENSTNIG00000018193
takifugu_rubripes ENSTRUG00000006912
cynoglossus_semilaevis ENSCSEG00000016812
poecilia_mexicana ENSPMEG00000010030
poecilia_latipinna ENSPLAG00000000692
poecilia_formosa ENSPFOG00000007486
poecilia_reticulata ENSPREG00000000885
xiphophorus_maculatus ENSXMAG00000014145
xiphophorus_couchianus ENSXCOG00000018982
gambusia_affinis ENSGAFG00000003399
cyprinodon_variegatus ENSCVAG00000022082
kryptolebias_marmoratus ENSKMAG00000018820
oryzias_latipes_asm223469v1 ENSORLG00015019138
oryzias_latipes_asm223471v1 ENSORLG00020005856
oryzias_latipes_asm223467v1 ENSORLG00000005999
oryzias_melastigma ENSOMEG00000015715
astatotilapia_calliptera ENSACLG00000016488
haplochromis_burtoni ENSHBUG00000019571
oreochromis_niloticus ENSONIG00000007037
amphilophus_citrinellus ENSACIG00000003549
amphiprion_percula ENSAPEG00000002458
amphiprion_ocellaris ENSAOCG00000011885
acanthochromis_polyacanthus ENSAPOG00000024492
stegastes_partitus ENSSPAG00000023361
gasterosteus_aculeatus ENSGACG00000002022
hippocampus_comes ENSHCOG00000018601
monopterus_albus ENSMALG00000005103
mastacembelus_armatus ENSMAMG00000019291
anabas_testudineus ENSATEG00000015893
seriola_dumerili ENSSDUG00000003334
seriola_lalandi_dorsalis ENSSLDG00000014468
scophthalmus_maximus ENSSMAG00000012198
esox_lucius ENSELUG00000022174
pygocentrus_nattereri ENSPNAG00000006485
astyanax_mexicanus ENSAMXG00000009395
ictalurus_punctatus ENSIPUG00000008957
danio_rerio ENSDARG00000086207
paramormyrops_kingsleyae ENSPKIG00000007768
scleropages_formosus ENSSFOG00015019286
lepisosteus_oculatus ENSLOCG00000000249
ornithorhynchus_anatinus ENSOANG00000029663
castor_canadensis ENSCCNG00000001644
coturnix_japonica ENSCJPG00005001578
pogona_vitticeps ENSPVIG00000009465
anolis_carolinensis ENSACAG00000016220
notechis_scutatus ENSNSUG00000019551
salvator_merianae ENSSMRG00000003109
sphenodon_punctatus ENSSPUG00000008414
gopherus_agassizii ENSGAGG00000001292
chelonoidis_abingdonii ENSCABG00000011404
chrysemys_picta_bellii ENSCPBG00000011622
apteryx_owenii ENSAOWG00000006780
apteryx_rowi ENSARWG00000000998
apteryx_haastii ENSAHAG00000008262
anas_platyrhynchos_platyrhynchos ENSAPLG00000028908
parus_major ENSPMJG00000002533
junco_hyemalis ENSJHYG00000000161
lonchura_striata_domestica ENSLSDG00000003876
pelodiscus_sinensis ENSPSIG00000010247
latimeria_chalumnae ENSLACG00000014436
xenopus_tropicalis ENSXETG00000010593
erinaceus_europaeus ENSEEUG00000011435
sorex_araneus ENSSARG00000002071
carlito_syrichta ENSTSYG00000005516
jaculus_jaculus ENSJJAG00000003385
oryctolagus_cuniculus ENSOCUG00000025624
propithecus_coquereli ENSPCOG00000010109
prolemur_simus ENSPSMG00000024094
microcebus_murinus ENSMICG00000008869
otolemur_garnettii ENSOGAG00000005692
piliocolobus_tephrosceles ENSPTEG00000039339
rhinopithecus_bieti ENSRBIG00000041836
macaca_nemestrina ENSMNEG00000044003
macaca_fascicularis ENSMFAG00000031618
macaca_mulatta ENSMMUG00000005983
papio_anubis ENSPANG00000019447
mandrillus_leucophaeus ENSMLEG00000036246
cercocebus_atys ENSCATG00000039328
theropithecus_gelada ENSTGEG00000024793
chlorocebus_sabaeus ENSCSAG00000002856
rhinopithecus_roxellana ENSRROG00000039470
pongo_abelii ENSPPYG00000010198
colobus_angolensis_palliatus ENSCANG00000006755
homo_sapiens ENSG00000105464
gorilla_gorilla ENSGGOG00000013433
pan_paniscus ENSPPAG00000034600
pan_troglodytes ENSPTRG00000048202
nomascus_leucogenys ENSNLEG00000029729
cebus_capucinus_imitator ENSCCAG00000023954
callithrix_jacchus ENSCJAG00000000450
saimiri_boliviensis_boliviensis ENSSBOG00000025199
aotus_nancymaae ENSANAG00000021473
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002771
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030846
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029748
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012973
rattus_norvegicus ENSRNOG00000021063
meriones_unguiculatus ENSMUGG00000004045
peromyscus_maniculatus_bairdii ENSPEMG00000015228
microtus_ochrogaster ENSMOCG00000019653
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004821
cricetulus_griseus_crigri-picr ENSCGRG00015015714
mesocricetus_auratus ENSMAUG00000015271
nannospalax_galili ENSNGAG00000018251
urocitellus_parryii ENSUPAG00010012446
ictidomys_tridecemlineatus ENSSTOG00000027498
canis_lupus_familiaris ENSCAFG00000004014
canis_lupus_dingo ENSCAFG00020026438
vulpes_vulpes ENSVVUG00000023260
neovison_vison ENSNVIG00000011914
mustela_putorius_furo ENSMPUG00000004114
ailuropoda_melanoleuca ENSAMEG00000015009
