dasypus_novemcinctus ENSDNOG00000006327
choloepus_hoffmanni ENSCHOG00000009511
loxodonta_africana ENSLAFG00000000826
cricetulus_griseus_crigri-picr ENSCGRG00015005749
cricetulus_griseus_crigri_1.0 ENSCGRG00000019906
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016412
peromyscus_maniculatus_bairdii ENSPEMG00000026242
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028026
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038044
mus_spicilegus ENSMSIG00000015391
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027030
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021803
rattus_norvegicus ENSRNOG00000050369
rattus_norvegicus ENSRNOG00000047114
meriones_unguiculatus ENSMUGG00000010964
nannospalax_galili ENSNGAG00000024263
castor_canadensis ENSCCNG00000002126
cavia_porcellus ENSCPOG00000020546
cavia_aperea ENSCAPG00000016548
chinchilla_lanigera ENSCLAG00000002244
fukomys_damarensis ENSFDAG00000007675
urocitellus_parryii ENSUPAG00010011886
spermophilus_dauricus ENSSDAG00000020022
marmota_marmota_marmota ENSMMMG00000004866
ictidomys_tridecemlineatus ENSSTOG00000025875
oryctolagus_cuniculus ENSOCUG00000000742
ochotona_princeps ENSOPRG00000001029
prolemur_simus ENSPSMG00000010105
otolemur_garnettii ENSOGAG00000028124
pan_troglodytes ENSPTRG00000029530
pan_troglodytes ENSPTRG00000051573
pan_paniscus ENSPPAG00000023013
homo_sapiens ENSG00000198445
pan_troglodytes ENSPTRG00000044901
pongo_abelii ENSPPYG00000018204
theropithecus_gelada ENSTGEG00000005985
chlorocebus_sabaeus ENSCSAG00000019526
piliocolobus_tephrosceles ENSPTEG00000001216
aotus_nancymaae ENSANAG00000003264
ursus_americanus ENSUAMG00000026949
ailuropoda_melanoleuca ENSAMEG00000019534
mustela_putorius_furo ENSMPUG00000019972
neovison_vison ENSNVIG00000000744
canis_lupus_familiaris ENSCAFG00000004961
canis_lupus_dingo ENSCAFG00020005377
vulpes_vulpes ENSVVUG00000007289
felis_catus ENSFCAG00000037662
panthera_pardus ENSPPRG00000016812
capra_hircus ENSCHIG00000010339
ovis_aries ENSOARG00000005797
bos_taurus ENSBTAG00000014871
sus_scrofa ENSSSCG00000016428
myotis_lucifugus ENSMLUG00000000062
equus_asinus_asinus ENSEASG00005001720
equus_caballus ENSECAG00000029961
sorex_araneus ENSSARG00000012976
notamacropus_eugenii ENSMEUG00000010278
phascolarctos_cinereus ENSPCIG00000012384
monodelphis_domestica ENSMODG00000022587
sarcophilus_harrisii ENSSHAG00000013137
chelonoidis_abingdonii ENSCABG00000010387
chrysemys_picta_bellii ENSCPBG00000012677
pelodiscus_sinensis ENSPSIG00000014466
crocodylus_porosus ENSCPRG00005003003
pogona_vitticeps ENSPVIG00000013398
anolis_carolinensis ENSACAG00000009947
notechis_scutatus ENSNSUG00000001762
salvator_merianae ENSSMRG00000003258
