ciona_savignyi ENSCSAVG00000008205
ciona_intestinalis ENSCING00000023149
latimeria_chalumnae ENSLACG00000018220
xenopus_tropicalis ENSXETG00000007996
paramormyrops_kingsleyae ENSPKIG00000012949
scleropages_formosus ENSSFOG00015005011
kryptolebias_marmoratus ENSKMAG00000000138
labrus_bergylta ENSLBEG00000015317
oryzias_latipes_asm223467v1 ENSORLG00000023822
oryzias_latipes_asm223469v1 ENSORLG00015015507
oryzias_melastigma ENSOMEG00000017671
poecilia_mexicana ENSPMEG00000002383
poecilia_formosa ENSPFOG00000018329
poecilia_latipinna ENSPLAG00000008408
xiphophorus_maculatus ENSXMAG00000010798
gambusia_affinis ENSGAFG00000000660
poecilia_reticulata ENSPREG00000009946
poecilia_mexicana ENSPMEG00000007609
gambusia_affinis ENSGAFG00000003298
xiphophorus_maculatus ENSXMAG00000026088
poecilia_reticulata ENSPREG00000016825
maylandia_zebra ENSMZEG00005019065
pundamilia_nyererei ENSPNYG00000020670
astatotilapia_calliptera ENSACLG00000021684
haplochromis_burtoni ENSHBUG00000015608
neolamprologus_brichardi ENSNBRG00000008028
amphilophus_citrinellus ENSACIG00000002647
mola_mola ENSMMOG00000018847
takifugu_rubripes ENSTRUG00000023105
gasterosteus_aculeatus ENSGACG00000020622
monopterus_albus ENSMALG00000007750
mastacembelus_armatus ENSMAMG00000019705
scophthalmus_maximus ENSSMAG00000009741
scophthalmus_maximus ENSSMAG00000005439
seriola_dumerili ENSSDUG00000003978
seriola_lalandi_dorsalis ENSSLDG00000016955
amphiprion_ocellaris ENSAOCG00000000341
amphiprion_percula ENSAPEG00000023443
acanthochromis_polyacanthus ENSAPOG00000008692
stegastes_partitus ENSSPAG00000014179
anabas_testudineus ENSATEG00000021559
cynoglossus_semilaevis ENSCSEG00000009980
periophthalmus_magnuspinnatus ENSPMGG00000005464
cyprinodon_variegatus ENSCVAG00000005420
fundulus_heteroclitus ENSFHEG00000017370
hippocampus_comes ENSHCOG00000018908
gadus_morhua ENSGMOG00000014803
gadus_morhua ENSGMOG00000010611
esox_lucius ENSELUG00000018207
astyanax_mexicanus ENSAMXG00000029047
pygocentrus_nattereri ENSPNAG00000022195
ictalurus_punctatus ENSIPUG00000017060
danio_rerio ENSDARG00000069790
xiphophorus_maculatus ENSXMAG00000022356
xiphophorus_couchianus ENSXCOG00000010011
poecilia_formosa ENSPFOG00000009626
poecilia_mexicana ENSPMEG00000002788
poecilia_latipinna ENSPLAG00000019622
poecilia_reticulata ENSPREG00000009534
gambusia_affinis ENSGAFG00000012713
kryptolebias_marmoratus ENSKMAG00000019253
takifugu_rubripes ENSTRUG00000025163
tetraodon_nigroviridis ENSTNIG00000016224
scophthalmus_maximus ENSSMAG00000006993
mola_mola ENSMMOG00000014363
gasterosteus_aculeatus ENSGACG00000011096
fundulus_heteroclitus ENSFHEG00000003148
cyprinodon_variegatus ENSCVAG00000018598
oryzias_latipes_asm223469v1 ENSORLG00015014400
oryzias_latipes_asm223467v1 ENSORLG00000004569
oryzias_latipes_asm223471v1 ENSORLG00020009465
oryzias_melastigma ENSOMEG00000004098
monopterus_albus ENSMALG00000017118
mastacembelus_armatus ENSMAMG00000018480
anabas_testudineus ENSATEG00000022455
labrus_bergylta ENSLBEG00000020813
seriola_dumerili ENSSDUG00000011271
seriola_lalandi_dorsalis ENSSLDG00000010502
acanthochromis_polyacanthus ENSAPOG00000002778
stegastes_partitus ENSSPAG00000022570
amphiprion_ocellaris ENSAOCG00000010653
amphiprion_percula ENSAPEG00000009951
maylandia_zebra ENSMZEG00005007956
haplochromis_burtoni ENSHBUG00000016748
astatotilapia_calliptera ENSACLG00000005661
pundamilia_nyererei ENSPNYG00000017151
neolamprologus_brichardi ENSNBRG00000019971
amphilophus_citrinellus ENSACIG00000008116
periophthalmus_magnuspinnatus ENSPMGG00000013373
scleropages_formosus ENSSFOG00015004769
astyanax_mexicanus ENSAMXG00000034651
pygocentrus_nattereri ENSPNAG00000014609
danio_rerio ENSDARG00000005172
esox_lucius ENSELUG00000021655
paramormyrops_kingsleyae ENSPKIG00000007168
