poecilia_formosa ENSPFOG00000019685
poecilia_latipinna ENSPLAG00000022290
poecilia_mexicana ENSPMEG00000008007
poecilia_reticulata ENSPREG00000008142
gambusia_affinis ENSGAFG00000007328
xiphophorus_maculatus ENSXMAG00000001467
cyprinodon_variegatus ENSCVAG00000011560
fundulus_heteroclitus ENSFHEG00000011352
kryptolebias_marmoratus ENSKMAG00000011881
oryzias_latipes_asm223467v1 ENSORLG00000010377
oryzias_latipes_asm223469v1 ENSORLG00015001156
oryzias_latipes_asm223471v1 ENSORLG00020012287
oryzias_melastigma ENSOMEG00000023060
cynoglossus_semilaevis ENSCSEG00000000750
hippocampus_comes ENSHCOG00000020087
seriola_lalandi_dorsalis ENSSLDG00000004671
seriola_dumerili ENSSDUG00000006265
scophthalmus_maximus ENSSMAG00000019809
amphiprion_percula ENSAPEG00000007019
amphiprion_ocellaris ENSAOCG00000007721
acanthochromis_polyacanthus ENSAPOG00000015520
stegastes_partitus ENSSPAG00000017972
haplochromis_burtoni ENSHBUG00000001405
pundamilia_nyererei ENSPNYG00000012849
astatotilapia_calliptera ENSACLG00000021922
maylandia_zebra ENSMZEG00005017270
neolamprologus_brichardi ENSNBRG00000019734
oreochromis_niloticus ENSONIG00000003880
amphilophus_citrinellus ENSACIG00000005561
monopterus_albus ENSMALG00000018523
mastacembelus_armatus ENSMAMG00000008407
anabas_testudineus ENSATEG00000019941
labrus_bergylta ENSLBEG00000004079
gasterosteus_aculeatus ENSGACG00000017442
takifugu_rubripes ENSTRUG00000010236
tetraodon_nigroviridis ENSTNIG00000013212
mola_mola ENSMMOG00000021267
periophthalmus_magnuspinnatus ENSPMGG00000023999
gadus_morhua ENSGMOG00000013542
esox_lucius ENSELUG00000007181
pygocentrus_nattereri ENSPNAG00000016753
astyanax_mexicanus ENSAMXG00000019494
ictalurus_punctatus ENSIPUG00000020343
danio_rerio ENSDARG00000063140
paramormyrops_kingsleyae ENSPKIG00000021103
scleropages_formosus ENSSFOG00015023063
lepisosteus_oculatus ENSLOCG00000002330
eptatretus_burgeri ENSEBUG00000008219
