latimeria_chalumnae ENSLACG00000003637
xenopus_tropicalis ENSXETG00000013606
scleropages_formosus ENSSFOG00015021210
paramormyrops_kingsleyae ENSPKIG00000005934
labrus_bergylta ENSLBEG00000027659
mola_mola ENSMMOG00000007512
seriola_dumerili ENSSDUG00000009801
seriola_lalandi_dorsalis ENSSLDG00000007155
scophthalmus_maximus ENSSMAG00000021012
monopterus_albus ENSMALG00000017943
mastacembelus_armatus ENSMAMG00000006395
anabas_testudineus ENSATEG00000016769
maylandia_zebra ENSMZEG00005016330
astatotilapia_calliptera ENSACLG00000022233
haplochromis_burtoni ENSHBUG00000009097
pundamilia_nyererei ENSPNYG00000016577
neolamprologus_brichardi ENSNBRG00000021928
oreochromis_niloticus ENSONIG00000012745
amphilophus_citrinellus ENSACIG00000011284
kryptolebias_marmoratus ENSKMAG00000004825
amphiprion_ocellaris ENSAOCG00000006142
amphiprion_percula ENSAPEG00000006466
acanthochromis_polyacanthus ENSAPOG00000011057
stegastes_partitus ENSSPAG00000011266
oryzias_latipes_asm223467v1 ENSORLG00000008572
oryzias_latipes_asm223471v1 ENSORLG00020014511
oryzias_latipes_asm223469v1 ENSORLG00015009966
oryzias_melastigma ENSOMEG00000003802
cynoglossus_semilaevis ENSCSEG00000016199
fundulus_heteroclitus ENSFHEG00000016141
cyprinodon_variegatus ENSCVAG00000010398
poecilia_formosa ENSPFOG00000001217
poecilia_mexicana ENSPMEG00000016144
poecilia_latipinna ENSPLAG00000016132
poecilia_reticulata ENSPREG00000011165
gambusia_affinis ENSGAFG00000004663
xiphophorus_couchianus ENSXCOG00000005739
xiphophorus_maculatus ENSXMAG00000025940
gasterosteus_aculeatus ENSGACG00000007983
tetraodon_nigroviridis ENSTNIG00000010185
tetraodon_nigroviridis ENSTNIG00000002392
takifugu_rubripes ENSTRUG00000003734
hippocampus_comes ENSHCOG00000007944
periophthalmus_magnuspinnatus ENSPMGG00000020624
gadus_morhua ENSGMOG00000007586
esox_lucius ENSELUG00000013152
astyanax_mexicanus ENSAMXG00000018766
pygocentrus_nattereri ENSPNAG00000002642
ictalurus_punctatus ENSIPUG00000013615
danio_rerio ENSDARG00000020761
lepisosteus_oculatus ENSLOCG00000002205
notamacropus_eugenii ENSMEUG00000007096
phascolarctos_cinereus ENSPCIG00000027188
sarcophilus_harrisii ENSSHAG00000007311
monodelphis_domestica ENSMODG00000011475
octodon_degus ENSODEG00000013689
chinchilla_lanigera ENSCLAG00000005752
cavia_aperea ENSCAPG00000015625
cavia_porcellus ENSCPOG00000026098
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011549
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003087
castor_canadensis ENSCCNG00000010061
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016751
cricetulus_griseus_crigri-picr ENSCGRG00015001544
cricetulus_griseus_crigri_1.0 ENSCGRG00000013533
mesocricetus_auratus ENSMAUG00000019621
microtus_ochrogaster ENSMOCG00000006806
peromyscus_maniculatus_bairdii ENSPEMG00000005917
mus_spicilegus ENSMSIG00000032082
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032287
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002910
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031169
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021634
meriones_unguiculatus ENSMUGG00000014156
jaculus_jaculus ENSJJAG00000022083
urocitellus_parryii ENSUPAG00010018949
ictidomys_tridecemlineatus ENSSTOG00000002995
nannospalax_galili ENSNGAG00000021441
rattus_norvegicus ENSRNOG00000019009
equus_asinus_asinus ENSEASG00005005980
equus_caballus ENSECAG00000016486
microcebus_murinus ENSMICG00000048039
propithecus_coquereli ENSPCOG00000013771
prolemur_simus ENSPSMG00000025428
otolemur_garnettii ENSOGAG00000001138
pan_troglodytes ENSPTRG00000010690
pan_paniscus ENSPPAG00000030581
homo_sapiens ENSG00000105643
gorilla_gorilla ENSGGOG00000005798
pongo_abelii ENSPPYG00000009728
nomascus_leucogenys ENSNLEG00000005917
mandrillus_leucophaeus ENSMLEG00000033675
theropithecus_gelada ENSTGEG00000013589
colobus_angolensis_palliatus ENSCANG00000039637
piliocolobus_tephrosceles ENSPTEG00000030969
rhinopithecus_bieti ENSRBIG00000041831
