calidris_pygmaea ENSCPGG00000011975
calidris_pugnax ENSCPUG00000001381
lonchura_striata_domestica ENSLSDG00000005584
serinus_canaria ENSSCAG00000008115
junco_hyemalis ENSJHYG00000005127
zonotrichia_albicollis ENSZALG00000007661
ficedula_albicollis ENSFALG00000009123
lepidothrix_coronata ENSLCOG00000013396
anser_brachyrhynchus ENSABRG00000014086
anas_platyrhynchos_platyrhynchos ENSAPLG00000016961
gallus_gallus ENSGALG00000037316
coturnix_japonica ENSCJPG00005011131
numida_meleagris ENSNMEG00000003377
apteryx_owenii ENSAOWG00000003538
apteryx_haastii ENSAHAG00000004081
apteryx_rowi ENSARWG00000015705
dromaius_novaehollandiae ENSDNVG00000007078
nothoprocta_perdicaria ENSNPEG00000012547
crocodylus_porosus ENSCPRG00005001005
gopherus_agassizii ENSGAGG00000009732
chelonoidis_abingdonii ENSCABG00000004179
chrysemys_picta_bellii ENSCPBG00000012402
pelodiscus_sinensis ENSPSIG00000013072
pogona_vitticeps ENSPVIG00000013065
notechis_scutatus ENSNSUG00000011047
salvator_merianae ENSSMRG00000008011
sphenodon_punctatus ENSSPUG00000007197
phascolarctos_cinereus ENSPCIG00000018424
sarcophilus_harrisii ENSSHAG00000000218
monodelphis_domestica ENSMODG00000015045
xenopus_tropicalis ENSXETG00000013536
latimeria_chalumnae ENSLACG00000011114
paramormyrops_kingsleyae ENSPKIG00000008549
scleropages_formosus ENSSFOG00015019935
scleropages_formosus ENSSFOG00015007386
paramormyrops_kingsleyae ENSPKIG00000025644
seriola_dumerili ENSSDUG00000010764
seriola_lalandi_dorsalis ENSSLDG00000002835
scophthalmus_maximus ENSSMAG00000020925
mastacembelus_armatus ENSMAMG00000007182
monopterus_albus ENSMALG00000020874
anabas_testudineus ENSATEG00000017528
amphiprion_ocellaris ENSAOCG00000003024
amphiprion_percula ENSAPEG00000007589
acanthochromis_polyacanthus ENSAPOG00000012428
stegastes_partitus ENSSPAG00000003984
astatotilapia_calliptera ENSACLG00000011854
maylandia_zebra ENSMZEG00005018869
pundamilia_nyererei ENSPNYG00000013945
haplochromis_burtoni ENSHBUG00000004827
neolamprologus_brichardi ENSNBRG00000021545
oreochromis_niloticus ENSONIG00000010100
amphilophus_citrinellus ENSACIG00000012433
cyprinodon_variegatus ENSCVAG00000021908
fundulus_heteroclitus ENSFHEG00000022048
xiphophorus_couchianus ENSXCOG00000008894
xiphophorus_maculatus ENSXMAG00000002711
poecilia_formosa ENSPFOG00000011501
poecilia_latipinna ENSPLAG00000006304
poecilia_mexicana ENSPMEG00000015110
poecilia_reticulata ENSPREG00000012673
gambusia_affinis ENSGAFG00000007165
kryptolebias_marmoratus ENSKMAG00000014356
oryzias_latipes_asm223467v1 ENSORLG00000008937
oryzias_latipes_asm223471v1 ENSORLG00020013238
oryzias_latipes_asm223469v1 ENSORLG00015008988
oryzias_melastigma ENSOMEG00000005095
cynoglossus_semilaevis ENSCSEG00000016641
periophthalmus_magnuspinnatus ENSPMGG00000014762
labrus_bergylta ENSLBEG00000027011
gasterosteus_aculeatus ENSGACG00000007760
tetraodon_nigroviridis ENSTNIG00000010183
takifugu_rubripes ENSTRUG00000004523
mola_mola ENSMMOG00000006948
hippocampus_comes ENSHCOG00000007475
gadus_morhua ENSGMOG00000011166
esox_lucius ENSELUG00000019502
astyanax_mexicanus ENSAMXG00000039319
pygocentrus_nattereri ENSPNAG00000016801
ictalurus_punctatus ENSIPUG00000017742
danio_rerio ENSDARG00000057826
lepisosteus_oculatus ENSLOCG00000002860
