chrysemys_picta_bellii ENSCPBG00000021154
gopherus_agassizii ENSGAGG00000010264
pelodiscus_sinensis ENSPSIG00000016400
gallus_gallus ENSGALG00000003175
meleagris_gallopavo ENSMGAG00000006514
gallus_gallus ENSGALG00000049884
anas_platyrhynchos_platyrhynchos ENSAPLG00000005819
taeniopygia_guttata ENSTGUG00000005535
lonchura_striata_domestica ENSLSDG00000002611
ficedula_albicollis ENSFALG00000001516
cyanistes_caeruleus ENSCCEG00000003117
parus_major ENSPMJG00000006510
manacus_vitellinus ENSMVIG00005012707
lepidothrix_coronata ENSLCOG00000013527
calidris_pygmaea ENSCPGG00000005165
apteryx_owenii ENSAOWG00000005220
apteryx_rowi ENSARWG00000007667
apteryx_haastii ENSAHAG00000010184
dromaius_novaehollandiae ENSDNVG00000012469
anolis_carolinensis ENSACAG00000014859
anolis_carolinensis ENSACAG00000027691
phascolarctos_cinereus ENSPCIG00000017378
sarcophilus_harrisii ENSSHAG00000005002
monodelphis_domestica ENSMODG00000012800
castor_canadensis ENSCCNG00000018519
dipodomys_ordii ENSDORG00000006187
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049897
mus_spicilegus ENSMSIG00000019317
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024248
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023331
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024788
rattus_norvegicus ENSRNOG00000027911
meriones_unguiculatus ENSMUGG00000004042
microtus_ochrogaster ENSMOCG00000000763
peromyscus_maniculatus_bairdii ENSPEMG00000012300
cricetulus_griseus_crigri-picr ENSCGRG00015011224
cricetulus_griseus_crigri_1.0 ENSCGRG00000006268
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004554
mesocricetus_auratus ENSMAUG00000013976
nannospalax_galili ENSNGAG00000004625
jaculus_jaculus ENSJJAG00000009934
urocitellus_parryii ENSUPAG00010009115
ictidomys_tridecemlineatus ENSSTOG00000003731
spermophilus_dauricus ENSSDAG00000010323
marmota_marmota_marmota ENSMMMG00000013221
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009520
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016873
fukomys_damarensis ENSFDAG00000015855
chinchilla_lanigera ENSCLAG00000011038
octodon_degus ENSODEG00000015481
cavia_porcellus ENSCPOG00000021170
cavia_aperea ENSCAPG00000015252
ochotona_princeps ENSOPRG00000001115
pan_paniscus ENSPPAG00000040907
pan_troglodytes ENSPTRG00000024153
gorilla_gorilla ENSGGOG00000014486
homo_sapiens ENSG00000198870
pongo_abelii ENSPPYG00000019734
nomascus_leucogenys ENSNLEG00000013124
colobus_angolensis_palliatus ENSCANG00000043680
piliocolobus_tephrosceles ENSPTEG00000030808
rhinopithecus_roxellana ENSRROG00000028757
rhinopithecus_bieti ENSRBIG00000037451
macaca_fascicularis ENSMFAG00000041753
macaca_mulatta ENSMMUG00000000934
macaca_nemestrina ENSMNEG00000029920
cercocebus_atys ENSCATG00000045287
mandrillus_leucophaeus ENSMLEG00000041760
papio_anubis ENSPANG00000026031
theropithecus_gelada ENSTGEG00000011301
chlorocebus_sabaeus ENSCSAG00000015266
cebus_capucinus_imitator ENSCCAG00000035466
saimiri_boliviensis_boliviensis ENSSBOG00000030030
callithrix_jacchus ENSCJAG00000009746
aotus_nancymaae ENSANAG00000034301
carlito_syrichta ENSTSYG00000035804
propithecus_coquereli ENSPCOG00000021306
microcebus_murinus ENSMICG00000008399
otolemur_garnettii ENSOGAG00000014034
bos_taurus ENSBTAG00000004140
bos_mutus ENSBMUG00000022473
ovis_aries ENSOARG00000003458
tursiops_truncatus ENSTTRG00000007671
sus_scrofa ENSSSCG00000031407
pteropus_vampyrus ENSPVAG00000001428
equus_caballus ENSECAG00000022240
equus_asinus_asinus ENSEASG00005009912
ailuropoda_melanoleuca ENSAMEG00000011658
ursus_maritimus ENSUMAG00000023159
mustela_putorius_furo ENSMPUG00000012330
canis_lupus_familiaris ENSCAFG00000019765
canis_lupus_dingo ENSCAFG00020001005
vulpes_vulpes ENSVVUG00000027333
panthera_pardus ENSPPRG00000002923
panthera_tigris_altaica ENSPTIG00000011211
felis_catus ENSFCAG00000003766
erinaceus_europaeus ENSEEUG00000011668
loxodonta_africana ENSLAFG00000008238
procavia_capensis ENSPCAG00000010432
echinops_telfairi ENSETEG00000018079
dasypus_novemcinctus ENSDNOG00000002424
vulpes_vulpes ENSVVUG00000007018
canis_lupus_familiaris ENSCAFG00000031063
ursus_americanus ENSUAMG00000019351
sus_scrofa ENSSSCG00000037140
equus_asinus_asinus ENSEASG00005020736
