ciona_savignyi ENSCSAVG00000000422
ciona_intestinalis ENSCING00000022708
ciona_intestinalis ENSCING00000014936
gasterosteus_aculeatus ENSGACG00000018170
cynoglossus_semilaevis ENSCSEG00000015448
kryptolebias_marmoratus ENSKMAG00000020167
neolamprologus_brichardi ENSNBRG00000017445
periophthalmus_magnuspinnatus ENSPMGG00000012997
poecilia_formosa ENSPFOG00000017079
poecilia_mexicana ENSPMEG00000023087
poecilia_latipinna ENSPLAG00000014387
poecilia_reticulata ENSPREG00000003622
xiphophorus_maculatus ENSXMAG00000018079
xiphophorus_couchianus ENSXCOG00000011540
gambusia_affinis ENSGAFG00000007581
cyprinodon_variegatus ENSCVAG00000007775
fundulus_heteroclitus ENSFHEG00000004688
oryzias_latipes_asm223467v1 ENSORLG00000001629
oryzias_latipes_asm223469v1 ENSORLG00015015117
oryzias_latipes_asm223471v1 ENSORLG00020015619
oryzias_melastigma ENSOMEG00000007134
pundamilia_nyererei ENSPNYG00000002839
haplochromis_burtoni ENSHBUG00000001450
maylandia_zebra ENSMZEG00005012104
astatotilapia_calliptera ENSACLG00000010157
oreochromis_niloticus ENSONIG00000003291
amphilophus_citrinellus ENSACIG00000020391
amphiprion_percula ENSAPEG00000013514
amphiprion_ocellaris ENSAOCG00000001401
acanthochromis_polyacanthus ENSAPOG00000000689
stegastes_partitus ENSSPAG00000017055
mola_mola ENSMMOG00000007024
tetraodon_nigroviridis ENSTNIG00000014135
monopterus_albus ENSMALG00000006014
seriola_lalandi_dorsalis ENSSLDG00000005414
seriola_dumerili ENSSDUG00000004011
scophthalmus_maximus ENSSMAG00000011165
mastacembelus_armatus ENSMAMG00000005441
anabas_testudineus ENSATEG00000000414
labrus_bergylta ENSLBEG00000012903
hippocampus_comes ENSHCOG00000000980
gadus_morhua ENSGMOG00000013112
esox_lucius ENSELUG00000008875
esox_lucius ENSELUG00000017207
ictalurus_punctatus ENSIPUG00000009442
pygocentrus_nattereri ENSPNAG00000013016
