fundulus_heteroclitus ENSFHEG00000011725
cyprinodon_variegatus ENSCVAG00000022794
xiphophorus_maculatus ENSXMAG00000013206
xiphophorus_couchianus ENSXCOG00000001793
gambusia_affinis ENSGAFG00000014539
poecilia_mexicana ENSPMEG00000005101
poecilia_formosa ENSPFOG00000015233
oryzias_latipes_asm223471v1 ENSORLG00020004096
gasterosteus_aculeatus ENSGACG00000009832
takifugu_rubripes ENSTRUG00000010854
tetraodon_nigroviridis ENSTNIG00000001042
mola_mola ENSMMOG00000015858
labrus_bergylta ENSLBEG00000011304
seriola_lalandi_dorsalis ENSSLDG00000024249
seriola_dumerili ENSSDUG00000013501
scophthalmus_maximus ENSSMAG00000010345
amphiprion_ocellaris ENSAOCG00000008442
amphiprion_percula ENSAPEG00000011442
acanthochromis_polyacanthus ENSAPOG00000021344
stegastes_partitus ENSSPAG00000017753
astatotilapia_calliptera ENSACLG00000025162
maylandia_zebra ENSMZEG00005017953
pundamilia_nyererei ENSPNYG00000022690
neolamprologus_brichardi ENSNBRG00000020982
monopterus_albus ENSMALG00000022513
mastacembelus_armatus ENSMAMG00000003457
esox_lucius ENSELUG00000019649
pygocentrus_nattereri ENSPNAG00000020270
astyanax_mexicanus ENSAMXG00000018903
ictalurus_punctatus ENSIPUG00000006367
danio_rerio ENSDARG00000070668
scleropages_formosus ENSSFOG00015013778
paramormyrops_kingsleyae ENSPKIG00000002370
danio_rerio ENSDARG00000099539
esox_lucius ENSELUG00000011671
esox_lucius ENSELUG00000011648
esox_lucius ENSELUG00000001585
esox_lucius ENSELUG00000011675
esox_lucius ENSELUG00000011691
esox_lucius ENSELUG00000022702
danio_rerio ENSDARG00000087509
danio_rerio ENSDARG00000041221
danio_rerio ENSDARG00000104422
danio_rerio ENSDARG00000115525
danio_rerio ENSDARG00000035101
danio_rerio ENSDARG00000087706
danio_rerio ENSDARG00000099674
danio_rerio ENSDARG00000034598
danio_rerio ENSDARG00000115199
paramormyrops_kingsleyae ENSPKIG00000023690
lepisosteus_oculatus ENSLOCG00000000830
ursus_maritimus ENSUMAG00000004996
ursus_americanus ENSUAMG00000026856
ailuropoda_melanoleuca ENSAMEG00000014043
mustela_putorius_furo ENSMPUG00000016809
neovison_vison ENSNVIG00000024632
vulpes_vulpes ENSVVUG00000011267
canis_lupus_dingo ENSCAFG00020002986
