xiphophorus_maculatus ENSXMAG00000004348
xiphophorus_couchianus ENSXCOG00000008705
gambusia_affinis ENSGAFG00000016285
poecilia_formosa ENSPFOG00000009858
poecilia_latipinna ENSPLAG00000011205
poecilia_mexicana ENSPMEG00000024036
fundulus_heteroclitus ENSFHEG00000000952
cyprinodon_variegatus ENSCVAG00000021475
kryptolebias_marmoratus ENSKMAG00000002251
astatotilapia_calliptera ENSACLG00000005774
maylandia_zebra ENSMZEG00005004464
haplochromis_burtoni ENSHBUG00000000762
maylandia_zebra ENSMZEG00005016520
pundamilia_nyererei ENSPNYG00000023535
neolamprologus_brichardi ENSNBRG00000005411
oreochromis_niloticus ENSONIG00000010473
amphilophus_citrinellus ENSACIG00000007012
amphiprion_ocellaris ENSAOCG00000011520
amphiprion_percula ENSAPEG00000024472
acanthochromis_polyacanthus ENSAPOG00000009376
stegastes_partitus ENSSPAG00000014219
mastacembelus_armatus ENSMAMG00000018348
monopterus_albus ENSMALG00000008328
anabas_testudineus ENSATEG00000011500
seriola_dumerili ENSSDUG00000009268
seriola_lalandi_dorsalis ENSSLDG00000010636
cynoglossus_semilaevis ENSCSEG00000008388
tetraodon_nigroviridis ENSTNIG00000003330
tetraodon_nigroviridis ENSTNIG00000004173
takifugu_rubripes ENSTRUG00000004222
labrus_bergylta ENSLBEG00000003015
gasterosteus_aculeatus ENSGACG00000003826
mola_mola ENSMMOG00000008720
scophthalmus_maximus ENSSMAG00000012847
oryzias_latipes_asm223467v1 ENSORLG00000017302
oryzias_latipes_asm223471v1 ENSORLG00020014510
oryzias_latipes_asm223469v1 ENSORLG00015005501
oryzias_melastigma ENSOMEG00000003068
periophthalmus_magnuspinnatus ENSPMGG00000015204
esox_lucius ENSELUG00000022426
astyanax_mexicanus ENSAMXG00000001224
pygocentrus_nattereri ENSPNAG00000020667
ictalurus_punctatus ENSIPUG00000020347
danio_rerio ENSDARG00000005786
scleropages_formosus ENSSFOG00015015158
paramormyrops_kingsleyae ENSPKIG00000012979
lepisosteus_oculatus ENSLOCG00000002046
pogona_vitticeps ENSPVIG00000000879
anolis_carolinensis ENSACAG00000001461
notechis_scutatus ENSNSUG00000000842
salvator_merianae ENSSMRG00000009640
sphenodon_punctatus ENSSPUG00000015642
apteryx_haastii ENSAHAG00000018615
nothoprocta_perdicaria ENSNPEG00000010476
taeniopygia_guttata ENSTGUG00000016606
coturnix_japonica ENSCJPG00005019018
numida_meleagris ENSNMEG00000010741
gallus_gallus ENSGALG00000039121
anas_platyrhynchos_platyrhynchos ENSAPLG00000006074
lepidothrix_coronata ENSLCOG00000008315
manacus_vitellinus ENSMVIG00005008439
lonchura_striata_domestica ENSLSDG00000009504
junco_hyemalis ENSJHYG00000014521
parus_major ENSPMJG00000014270
melopsittacus_undulatus ENSMUNG00000013356
calidris_pygmaea ENSCPGG00000013552
calidris_pugnax ENSCPUG00000006458
apteryx_owenii ENSAOWG00000006114
apteryx_rowi ENSARWG00000009495
dromaius_novaehollandiae ENSDNVG00000002275
anser_brachyrhynchus ENSABRG00000014549
meleagris_gallopavo ENSMGAG00000001043
serinus_canaria ENSSCAG00000004660
taeniopygia_guttata ENSTGUG00000008628
cyanistes_caeruleus ENSCCEG00000016693
zonotrichia_albicollis ENSZALG00000012692
ficedula_albicollis ENSFALG00000007926
crocodylus_porosus ENSCPRG00005000665
gopherus_agassizii ENSGAGG00000020722
chelonoidis_abingdonii ENSCABG00000020750
chrysemys_picta_bellii ENSCPBG00000010561
pelodiscus_sinensis ENSPSIG00000003249
notamacropus_eugenii ENSMEUG00000010209
phascolarctos_cinereus ENSPCIG00000026456
monodelphis_domestica ENSMODG00000017715
sarcophilus_harrisii ENSSHAG00000008679
castor_canadensis ENSCCNG00000026085
dipodomys_ordii ENSDORG00000002011
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016327
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000768
fukomys_damarensis ENSFDAG00000011875
octodon_degus ENSODEG00000016321
chinchilla_lanigera ENSCLAG00000015644
cavia_porcellus ENSCPOG00000027062
cavia_aperea ENSCAPG00000005554
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021395
mus_spicilegus ENSMSIG00000017667
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026181
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020500
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016205
rattus_norvegicus ENSRNOG00000037909
meriones_unguiculatus ENSMUGG00000009629
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015593
cricetulus_griseus_crigri_1.0 ENSCGRG00000006293
cricetulus_griseus_crigri-picr ENSCGRG00015009724
mesocricetus_auratus ENSMAUG00000019577
microtus_ochrogaster ENSMOCG00000016413
peromyscus_maniculatus_bairdii ENSPEMG00000031295
nannospalax_galili ENSNGAG00000014819
jaculus_jaculus ENSJJAG00000019897
spermophilus_dauricus ENSSDAG00000007153
urocitellus_parryii ENSUPAG00010013646
ictidomys_tridecemlineatus ENSSTOG00000020328
marmota_marmota_marmota ENSMMMG00000000508
ochotona_princeps ENSOPRG00000009000
ochotona_princeps ENSOPRG00000014325
oryctolagus_cuniculus ENSOCUG00000001026
pan_troglodytes ENSPTRG00000014121
pan_paniscus ENSPPAG00000044040
homo_sapiens ENSG00000100034
gorilla_gorilla ENSGGOG00000000644
pongo_abelii ENSPPYG00000029704
nomascus_leucogenys ENSNLEG00000030522
colobus_angolensis_palliatus ENSCANG00000039015
piliocolobus_tephrosceles ENSPTEG00000005476
rhinopithecus_bieti ENSRBIG00000023548
rhinopithecus_roxellana ENSRROG00000045027
papio_anubis ENSPANG00000025012
theropithecus_gelada ENSTGEG00000006719
cercocebus_atys ENSCATG00000033837
mandrillus_leucophaeus ENSMLEG00000034891
macaca_fascicularis ENSMFAG00000000642
macaca_nemestrina ENSMNEG00000003671
macaca_mulatta ENSMMUG00000005527
chlorocebus_sabaeus ENSCSAG00000013723
saimiri_boliviensis_boliviensis ENSSBOG00000024402
cebus_capucinus_imitator ENSCCAG00000027636
callithrix_jacchus ENSCJAG00000045377
aotus_nancymaae ENSANAG00000017831
carlito_syrichta ENSTSYG00000034081
prolemur_simus ENSPSMG00000014022
propithecus_coquereli ENSPCOG00000014887
microcebus_murinus ENSMICG00000000343
otolemur_garnettii ENSOGAG00000017233
tupaia_belangeri ENSTBEG00000004699
erinaceus_europaeus ENSEEUG00000009353
sorex_araneus ENSSARG00000014443
equus_asinus_asinus ENSEASG00005022267
equus_caballus ENSECAG00000016438
bos_mutus ENSBMUG00000002782
