chinchilla_lanigera ENSCLAG00000017806
octodon_degus ENSODEG00000000098
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020769
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020027
fukomys_damarensis ENSFDAG00000012443
urocitellus_parryii ENSUPAG00010012599
nannospalax_galili ENSNGAG00000020457
dipodomys_ordii ENSDORG00000029300
carlito_syrichta ENSTSYG00000007236
microcebus_murinus ENSMICG00000045321
microcebus_murinus ENSMICG00000043496
microcebus_murinus ENSMICG00000044928
microcebus_murinus ENSMICG00000043641
propithecus_coquereli ENSPCOG00000010946
prolemur_simus ENSPSMG00000002697
otolemur_garnettii ENSOGAG00000033185
otolemur_garnettii ENSOGAG00000006455
pan_troglodytes ENSPTRG00000021334
pan_paniscus ENSPPAG00000000874
homo_sapiens ENSG00000171481
gorilla_gorilla ENSGGOG00000013779
nomascus_leucogenys ENSNLEG00000018995
callithrix_jacchus ENSCJAG00000020065
oryctolagus_cuniculus ENSOCUG00000002331
ochotona_princeps ENSOPRG00000007995
tupaia_belangeri ENSTBEG00000015746
sus_scrofa ENSSSCG00000036873
sus_scrofa ENSSSCG00000038577
sus_scrofa ENSSSCG00000026287
sus_scrofa ENSSSCG00000031697
sus_scrofa ENSSSCG00000037648
bison_bison_bison ENSBBBG00000015356
bos_taurus ENSBTAG00000048218
ovis_aries ENSOARG00000019224
pteropus_vampyrus ENSPVAG00000009913
equus_asinus_asinus ENSEASG00005021012
equus_caballus ENSECAG00000005943
ursus_maritimus ENSUMAG00000003332
ursus_maritimus ENSUMAG00000015037
ursus_americanus ENSUAMG00000026068
ursus_americanus ENSUAMG00000026069
ailuropoda_melanoleuca ENSAMEG00000019647
neovison_vison ENSNVIG00000003181
mustela_putorius_furo ENSMPUG00000001460
panthera_tigris_altaica ENSPTIG00000005983
panthera_tigris_altaica ENSPTIG00000005987
felis_catus ENSFCAG00000041871
panthera_pardus ENSPPRG00000011556
felis_catus ENSFCAG00000042143
loxodonta_africana ENSLAFG00000026652
loxodonta_africana ENSLAFG00000026244
echinops_telfairi ENSETEG00000008388
dasypus_novemcinctus ENSDNOG00000031154
