chinchilla_lanigera ENSCLAG00000008169
octodon_degus ENSODEG00000003863
cavia_porcellus ENSCPOG00000011837
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016340
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004858
fukomys_damarensis ENSFDAG00000012903
ictidomys_tridecemlineatus ENSSTOG00000023585
spermophilus_dauricus ENSSDAG00000007404
marmota_marmota_marmota ENSMMMG00000009540
urocitellus_parryii ENSUPAG00010022978
castor_canadensis ENSCCNG00000012848
cricetulus_griseus_crigri_1.0 ENSCGRG00000009758
cricetulus_griseus_crigri-picr ENSCGRG00015018136
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007700
mesocricetus_auratus ENSMAUG00000008222
microtus_ochrogaster ENSMOCG00000008818
peromyscus_maniculatus_bairdii ENSPEMG00000008840
mus_spicilegus ENSMSIG00000018676
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029483
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051896
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028478
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022214
rattus_norvegicus ENSRNOG00000006476
meriones_unguiculatus ENSMUGG00000022094
nannospalax_galili ENSNGAG00000015694
jaculus_jaculus ENSJJAG00000016318
ochotona_princeps ENSOPRG00000009424
ochotona_princeps ENSOPRG00000002512
oryctolagus_cuniculus ENSOCUG00000012447
prolemur_simus ENSPSMG00000022775
microcebus_murinus ENSMICG00000013949
otolemur_garnettii ENSOGAG00000024721
pan_paniscus ENSPPAG00000035467
pan_troglodytes ENSPTRG00000012172
homo_sapiens ENSG00000172073
gorilla_gorilla ENSGGOG00000011767
nomascus_leucogenys ENSNLEG00000035572
colobus_angolensis_palliatus ENSCANG00000035277
piliocolobus_tephrosceles ENSPTEG00000003500
rhinopithecus_bieti ENSRBIG00000034016
rhinopithecus_roxellana ENSRROG00000033661
mandrillus_leucophaeus ENSMLEG00000027825
papio_anubis ENSPANG00000006085
chlorocebus_sabaeus ENSCSAG00000016398
macaca_mulatta ENSMMUG00000010534
macaca_fascicularis ENSMFAG00000041796
macaca_nemestrina ENSMNEG00000032333
theropithecus_gelada ENSTGEG00000027948
saimiri_boliviensis_boliviensis ENSSBOG00000030596
cebus_capucinus_imitator ENSCCAG00000030159
callithrix_jacchus ENSCJAG00000007468
aotus_nancymaae ENSANAG00000033035
tupaia_belangeri ENSTBEG00000006063
pteropus_vampyrus ENSPVAG00000009235
myotis_lucifugus ENSMLUG00000000212
equus_asinus_asinus ENSEASG00005001795
equus_caballus ENSECAG00000012608
erinaceus_europaeus ENSEEUG00000007490
ursus_americanus ENSUAMG00000021581
ursus_maritimus ENSUMAG00000008230
ailuropoda_melanoleuca ENSAMEG00000010087
neovison_vison ENSNVIG00000017613
canis_lupus_familiaris ENSCAFG00000007397
canis_lupus_dingo ENSCAFG00020016503
vulpes_vulpes ENSVVUG00000028731
panthera_tigris_altaica ENSPTIG00000013796
panthera_pardus ENSPPRG00000006255
felis_catus ENSFCAG00000024908
capra_hircus ENSCHIG00000008884
ovis_aries ENSOARG00000020766
bos_mutus ENSBMUG00000022652
bos_taurus ENSBTAG00000009033
bison_bison_bison ENSBBBG00000008163
sus_scrofa ENSSSCG00000008209
vicugna_pacos ENSVPAG00000009800
procavia_capensis ENSPCAG00000009501
echinops_telfairi ENSETEG00000005749
loxodonta_africana ENSLAFG00000026285
choloepus_hoffmanni ENSCHOG00000013176
dasypus_novemcinctus ENSDNOG00000044647
