seriola_lalandi_dorsalis ENSSLDG00000013096
anabas_testudineus ENSATEG00000007388
takifugu_rubripes ENSTRUG00000021785
cynoglossus_semilaevis ENSCSEG00000000048
monopterus_albus ENSMALG00000011058
amphiprion_ocellaris ENSAOCG00000008267
amphiprion_percula ENSAPEG00000019262
haplochromis_burtoni ENSHBUG00000020145
maylandia_zebra ENSMZEG00005006102
astatotilapia_calliptera ENSACLG00000019541
pundamilia_nyererei ENSPNYG00000006795
amphilophus_citrinellus ENSACIG00000022534
xiphophorus_couchianus ENSXCOG00000013201
xiphophorus_maculatus ENSXMAG00000029913
poecilia_reticulata ENSPREG00000001537
oryzias_melastigma ENSOMEG00000014507
periophthalmus_magnuspinnatus ENSPMGG00000011191
