neovison_vison ENSNVIG00000014043
mustela_putorius_furo ENSMPUG00000017780
ursus_maritimus ENSUMAG00000004167
ursus_americanus ENSUAMG00000013470
ailuropoda_melanoleuca ENSAMEG00000010060
vulpes_vulpes ENSVVUG00000000608
vulpes_vulpes ENSVVUG00000000663
canis_lupus_dingo ENSCAFG00020005865
canis_lupus_dingo ENSCAFG00020005862
canis_lupus_familiaris ENSCAFG00000008491
panthera_tigris_altaica ENSPTIG00000020591
panthera_tigris_altaica ENSPTIG00000011957
panthera_pardus ENSPPRG00000005150
felis_catus ENSFCAG00000012955
equus_asinus_asinus ENSEASG00005003397
equus_asinus_asinus ENSEASG00005003402
equus_caballus ENSECAG00000011582
bos_taurus ENSBTAG00000001741
bos_taurus ENSBTAG00000050963
bos_mutus ENSBMUG00000001285
bison_bison_bison ENSBBBG00000014215
capra_hircus ENSCHIG00000022363
ovis_aries ENSOARG00000015685
tursiops_truncatus ENSTTRG00000011498
sus_scrofa ENSSSCG00000007317
vicugna_pacos ENSVPAG00000008870
ursus_americanus ENSUAMG00000013480
pteropus_vampyrus ENSPVAG00000001086
myotis_lucifugus ENSMLUG00000005875
erinaceus_europaeus ENSEEUG00000012702
microcebus_murinus ENSMICG00000000361
prolemur_simus ENSPSMG00000019160
propithecus_coquereli ENSPCOG00000026507
otolemur_garnettii ENSOGAG00000000887
pongo_abelii ENSPPYG00000020201
pongo_abelii ENSPPYG00000010970
pan_troglodytes ENSPTRG00000013457
pan_paniscus ENSPPAG00000037781
homo_sapiens ENSG00000080845
gorilla_gorilla ENSGGOG00000005453
nomascus_leucogenys ENSNLEG00000006105
piliocolobus_tephrosceles ENSPTEG00000015180
colobus_angolensis_palliatus ENSCANG00000043618
rhinopithecus_bieti ENSRBIG00000044425
rhinopithecus_roxellana ENSRROG00000039229
rhinopithecus_roxellana ENSRROG00000041267
rhinopithecus_bieti ENSRBIG00000029196
mandrillus_leucophaeus ENSMLEG00000035149
theropithecus_gelada ENSTGEG00000002357
papio_anubis ENSPANG00000003907
cercocebus_atys ENSCATG00000034992
macaca_mulatta ENSMMUG00000016448
macaca_fascicularis ENSMFAG00000032148
macaca_nemestrina ENSMNEG00000040962
chlorocebus_sabaeus ENSCSAG00000010032
macaca_fascicularis ENSMFAG00000039554
macaca_mulatta ENSMMUG00000021368
macaca_nemestrina ENSMNEG00000042257
papio_anubis ENSPANG00000031378
cercocebus_atys ENSCATG00000036282
theropithecus_gelada ENSTGEG00000027472
rhinopithecus_roxellana ENSRROG00000034706
cebus_capucinus_imitator ENSCCAG00000036478
saimiri_boliviensis_boliviensis ENSSBOG00000022238
callithrix_jacchus ENSCJAG00000001360
aotus_nancymaae ENSANAG00000038068
tupaia_belangeri ENSTBEG00000011136
mus_spicilegus ENSMSIG00000005429
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025482
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061689
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024560
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026005
rattus_norvegicus ENSRNOG00000020225
meriones_unguiculatus ENSMUGG00000002670
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014613
cricetulus_griseus_crigri_1.0 ENSCGRG00000013797
cricetulus_griseus_crigri-picr ENSCGRG00015025258
mesocricetus_auratus ENSMAUG00000014795
microtus_ochrogaster ENSMOCG00000021531
peromyscus_maniculatus_bairdii ENSPEMG00000019640
nannospalax_galili ENSNGAG00000010246
jaculus_jaculus ENSJJAG00000019363
dipodomys_ordii ENSDORG00000006389
castor_canadensis ENSCCNG00000021842
urocitellus_parryii ENSUPAG00010003309
marmota_marmota_marmota ENSMMMG00000022789
ictidomys_tridecemlineatus ENSSTOG00000019844
spermophilus_dauricus ENSSDAG00000021345
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014876
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019008
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019020
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000854
fukomys_damarensis ENSFDAG00000019944
octodon_degus ENSODEG00000014694
octodon_degus ENSODEG00000000148
chinchilla_lanigera ENSCLAG00000016888
cavia_porcellus ENSCPOG00000013418
dasypus_novemcinctus ENSDNOG00000037058
choloepus_hoffmanni ENSCHOG00000012102
loxodonta_africana ENSLAFG00000000280
procavia_capensis ENSPCAG00000000103
ochotona_princeps ENSOPRG00000012225
oryctolagus_cuniculus ENSOCUG00000000633
carlito_syrichta ENSTSYG00000036674
echinops_telfairi ENSETEG00000013446
sorex_araneus ENSSARG00000007277
phascolarctos_cinereus ENSPCIG00000014605
notamacropus_eugenii ENSMEUG00000011090
sarcophilus_harrisii ENSSHAG00000008421
monodelphis_domestica ENSMODG00000001423
ornithorhynchus_anatinus ENSOANG00000004946
gopherus_agassizii ENSGAGG00000009907
chelonoidis_abingdonii ENSCABG00000000957
chrysemys_picta_bellii ENSCPBG00000018204
pelodiscus_sinensis ENSPSIG00000016639
crocodylus_porosus ENSCPRG00005012903
pogona_vitticeps ENSPVIG00000022313
anolis_carolinensis ENSACAG00000009750
salvator_merianae ENSSMRG00000000897
sphenodon_punctatus ENSSPUG00000008215
coturnix_japonica ENSCJPG00005019623
meleagris_gallopavo ENSMGAG00000000855
numida_meleagris ENSNMEG00000014148
anas_platyrhynchos_platyrhynchos ENSAPLG00000012891
calidris_pugnax ENSCPUG00000009210
calidris_pygmaea ENSCPGG00000017933
lonchura_striata_domestica ENSLSDG00000006939
taeniopygia_guttata ENSTGUG00000003402
zonotrichia_albicollis ENSZALG00000016063
ficedula_albicollis ENSFALG00000012718
parus_major ENSPMJG00000001839
cyanistes_caeruleus ENSCCEG00000007464
lepidothrix_coronata ENSLCOG00000015137
serinus_canaria ENSSCAG00000010901
junco_hyemalis ENSJHYG00000005417
manacus_vitellinus ENSMVIG00005015090
melopsittacus_undulatus ENSMUNG00000006480
anser_brachyrhynchus ENSABRG00000016139
apteryx_owenii ENSAOWG00000010721
apteryx_owenii ENSAOWG00000010714
apteryx_haastii ENSAHAG00000006771
dromaius_novaehollandiae ENSDNVG00000010418
anser_brachyrhynchus ENSABRG00000016132
manacus_vitellinus ENSMVIG00005015096
apteryx_rowi ENSARWG00000000195
apteryx_rowi ENSARWG00000000166
apteryx_haastii ENSAHAG00000006776
nothoprocta_perdicaria ENSNPEG00000003173
nothoprocta_perdicaria ENSNPEG00000003178
serinus_canaria ENSSCAG00000010897
junco_hyemalis ENSJHYG00000005410
melopsittacus_undulatus ENSMUNG00000006479
notechis_scutatus ENSNSUG00000004692
notechis_scutatus ENSNSUG00000004693
crocodylus_porosus ENSCPRG00005012907
chelonoidis_abingdonii ENSCABG00000000950
gallus_gallus ENSGALG00000001046
xenopus_tropicalis ENSXETG00000017308
latimeria_chalumnae ENSLACG00000014794
paramormyrops_kingsleyae ENSPKIG00000007793
scleropages_formosus ENSSFOG00015015153
amphiprion_ocellaris ENSAOCG00000000684
hippocampus_comes ENSHCOG00000019924
mola_mola ENSMMOG00000011744
mola_mola ENSMMOG00000011743
takifugu_rubripes ENSTRUG00000009651
labrus_bergylta ENSLBEG00000009987
periophthalmus_magnuspinnatus ENSPMGG00000004354
periophthalmus_magnuspinnatus ENSPMGG00000004361
pundamilia_nyererei ENSPNYG00000018763
pundamilia_nyererei ENSPNYG00000018720
haplochromis_burtoni ENSHBUG00000008692
poecilia_mexicana ENSPMEG00000021570
acanthochromis_polyacanthus ENSAPOG00000009370
mastacembelus_armatus ENSMAMG00000024158
anabas_testudineus ENSATEG00000019316
anabas_testudineus ENSATEG00000019345
stegastes_partitus ENSSPAG00000017043
stegastes_partitus ENSSPAG00000017072
amphiprion_percula ENSAPEG00000017647
amphiprion_percula ENSAPEG00000017580
poecilia_reticulata ENSPREG00000006184
poecilia_mexicana ENSPMEG00000021565
xiphophorus_couchianus ENSXCOG00000012910
amphilophus_citrinellus ENSACIG00000000036
amphilophus_citrinellus ENSACIG00000000037
maylandia_zebra ENSMZEG00005026192
maylandia_zebra ENSMZEG00005026190
haplochromis_burtoni ENSHBUG00000008711
mastacembelus_armatus ENSMAMG00000024157
labrus_bergylta ENSLBEG00000010025
seriola_dumerili ENSSDUG00000021316
