scophthalmus_maximus ENSSMAG00000007986
hippocampus_comes ENSHCOG00000015202
oryzias_latipes_asm223471v1 ENSORLG00020006606
oryzias_latipes_asm223469v1 ENSORLG00015005391
amphiprion_percula ENSAPEG00000003304
acanthochromis_polyacanthus ENSAPOG00000004507
neolamprologus_brichardi ENSNBRG00000002744
pundamilia_nyererei ENSPNYG00000002822
amphilophus_citrinellus ENSACIG00000006599
kryptolebias_marmoratus ENSKMAG00000021904
cynoglossus_semilaevis ENSCSEG00000019702
mastacembelus_armatus ENSMAMG00000004424
anabas_testudineus ENSATEG00000009263
