gasterosteus_aculeatus ENSGACG00000001496
mola_mola ENSMMOG00000018051
oryzias_latipes_asm223471v1 ENSORLG00020018198
oryzias_latipes_asm223467v1 ENSORLG00000006950
oryzias_latipes_asm223469v1 ENSORLG00015016913
oryzias_melastigma ENSOMEG00000022132
fundulus_heteroclitus ENSFHEG00000021707
astatotilapia_calliptera ENSACLG00000016420
maylandia_zebra ENSMZEG00005019410
pundamilia_nyererei ENSPNYG00000004218
haplochromis_burtoni ENSHBUG00000009683
oreochromis_niloticus ENSONIG00000014032
amphilophus_citrinellus ENSACIG00000003118
mastacembelus_armatus ENSMAMG00000019463
monopterus_albus ENSMALG00000000208
anabas_testudineus ENSATEG00000006218
seriola_lalandi_dorsalis ENSSLDG00000007277
seriola_dumerili ENSSDUG00000006997
amphiprion_ocellaris ENSAOCG00000015568
amphiprion_percula ENSAPEG00000001794
acanthochromis_polyacanthus ENSAPOG00000004397
stegastes_partitus ENSSPAG00000020300
takifugu_rubripes ENSTRUG00000025474
takifugu_rubripes ENSTRUG00000020859
tetraodon_nigroviridis ENSTNIG00000003068
hippocampus_comes ENSHCOG00000013074
periophthalmus_magnuspinnatus ENSPMGG00000003683
poecilia_latipinna ENSPLAG00000016999
poecilia_formosa ENSPFOG00000010921
poecilia_reticulata ENSPREG00000001470
poecilia_mexicana ENSPMEG00000009786
gambusia_affinis ENSGAFG00000004460
xiphophorus_maculatus ENSXMAG00000012861
cyprinodon_variegatus ENSCVAG00000009910
gadus_morhua ENSGMOG00000009444
esox_lucius ENSELUG00000017414
pygocentrus_nattereri ENSPNAG00000004288
astyanax_mexicanus ENSAMXG00000000961
ictalurus_punctatus ENSIPUG00000002881
danio_rerio ENSDARG00000062272
paramormyrops_kingsleyae ENSPKIG00000004688
scleropages_formosus ENSSFOG00015017845
lepisosteus_oculatus ENSLOCG00000012103
latimeria_chalumnae ENSLACG00000004961
lepidothrix_coronata ENSLCOG00000015836
manacus_vitellinus ENSMVIG00005008340
taeniopygia_guttata ENSTGUG00000009632
lonchura_striata_domestica ENSLSDG00000013908
serinus_canaria ENSSCAG00000008078
junco_hyemalis ENSJHYG00000015822
zonotrichia_albicollis ENSZALG00000017228
parus_major ENSPMJG00000014363
cyanistes_caeruleus ENSCCEG00000001835
ficedula_albicollis ENSFALG00000006447
