xiphophorus_maculatus ENSXMAG00000003422
gambusia_affinis ENSGAFG00000021499
poecilia_formosa ENSPFOG00000010223
poecilia_reticulata ENSPREG00000020863
cyprinodon_variegatus ENSCVAG00000017854
kryptolebias_marmoratus ENSKMAG00000019172
oryzias_latipes_asm223471v1 ENSORLG00020008841
oryzias_latipes_asm223469v1 ENSORLG00015000119
oryzias_latipes_asm223467v1 ENSORLG00000008666
oryzias_melastigma ENSOMEG00000002545
neolamprologus_brichardi ENSNBRG00000018669
oreochromis_niloticus ENSONIG00000020381
astatotilapia_calliptera ENSACLG00000012453
haplochromis_burtoni ENSHBUG00000021252
maylandia_zebra ENSMZEG00005026856
pundamilia_nyererei ENSPNYG00000003705
tetraodon_nigroviridis ENSTNIG00000010667
scophthalmus_maximus ENSSMAG00000009759
gasterosteus_aculeatus ENSGACG00000008899
seriola_dumerili ENSSDUG00000022454
seriola_lalandi_dorsalis ENSSLDG00000018040
amphiprion_percula ENSAPEG00000002523
amphiprion_ocellaris ENSAOCG00000007268
acanthochromis_polyacanthus ENSAPOG00000002597
anabas_testudineus ENSATEG00000023654
mastacembelus_armatus ENSMAMG00000018753
cynoglossus_semilaevis ENSCSEG00000012505
periophthalmus_magnuspinnatus ENSPMGG00000013679
labrus_bergylta ENSLBEG00000000582
takifugu_rubripes ENSTRUG00000021289
poecilia_mexicana ENSPMEG00000014882
xiphophorus_couchianus ENSXCOG00000009246
monopterus_albus ENSMALG00000002059
hippocampus_comes ENSHCOG00000012908
gadus_morhua ENSGMOG00000008872
esox_lucius ENSELUG00000001442
pygocentrus_nattereri ENSPNAG00000025041
astyanax_mexicanus ENSAMXG00000006642
ictalurus_punctatus ENSIPUG00000011357
danio_rerio ENSDARG00000090036
paramormyrops_kingsleyae ENSPKIG00000016755
lepisosteus_oculatus ENSLOCG00000001453
xenopus_tropicalis ENSXETG00000013364
