gopherus_agassizii ENSGAGG00000018478
chelonoidis_abingdonii ENSCABG00000006260
pelodiscus_sinensis ENSPSIG00000004687
lonchura_striata_domestica ENSLSDG00000007212
ficedula_albicollis ENSFALG00000003795
lepidothrix_coronata ENSLCOG00000015694
manacus_vitellinus ENSMVIG00005018717
serinus_canaria ENSSCAG00000015991
zonotrichia_albicollis ENSZALG00000009878
parus_major ENSPMJG00000012524
calidris_pygmaea ENSCPGG00000018042
nothoprocta_perdicaria ENSNPEG00000004336
pogona_vitticeps ENSPVIG00000010110
anolis_carolinensis ENSACAG00000015910
notechis_scutatus ENSNSUG00000011921
sphenodon_punctatus ENSSPUG00000002580
crocodylus_porosus ENSCPRG00005014137
monodelphis_domestica ENSMODG00000013940
phascolarctos_cinereus ENSPCIG00000024362
sarcophilus_harrisii ENSSHAG00000000115
ursus_maritimus ENSUMAG00000010910
ursus_americanus ENSUAMG00000015725
ailuropoda_melanoleuca ENSAMEG00000001061
canis_lupus_familiaris ENSCAFG00000001211
canis_lupus_dingo ENSCAFG00020006214
vulpes_vulpes ENSVVUG00000026109
neovison_vison ENSNVIG00000012367
panthera_tigris_altaica ENSPTIG00000009618
panthera_pardus ENSPPRG00000012047
felis_catus ENSFCAG00000044104
myotis_lucifugus ENSMLUG00000010085
macaca_mulatta ENSMMUG00000019529
theropithecus_gelada ENSTGEG00000029491
chlorocebus_sabaeus ENSCSAG00000009775
rhinopithecus_roxellana ENSRROG00000037965
piliocolobus_tephrosceles ENSPTEG00000029634
nomascus_leucogenys ENSNLEG00000031539
homo_sapiens ENSG00000137309
pongo_abelii ENSPPYG00000002141
macaca_fascicularis ENSMFAG00000030532
macaca_mulatta ENSMMUG00000038292
pan_troglodytes ENSPTRG00000043206
aotus_nancymaae ENSANAG00000013822
aotus_nancymaae ENSANAG00000032601
aotus_nancymaae ENSANAG00000027256
saimiri_boliviensis_boliviensis ENSSBOG00000000498
cebus_capucinus_imitator ENSCCAG00000024304
callithrix_jacchus ENSCJAG00000039587
callithrix_jacchus ENSCJAG00000009990
mandrillus_leucophaeus ENSMLEG00000035099
papio_anubis ENSPANG00000029218
macaca_mulatta ENSMMUG00000039996
macaca_fascicularis ENSMFAG00000011729
theropithecus_gelada ENSTGEG00000023580
cercocebus_atys ENSCATG00000036296
colobus_angolensis_palliatus ENSCANG00000036737
pan_paniscus ENSPPAG00000027695
pan_troglodytes ENSPTRG00000018060
cebus_capucinus_imitator ENSCCAG00000020413
carlito_syrichta ENSTSYG00000025919
propithecus_coquereli ENSPCOG00000022375
microcebus_murinus ENSMICG00000036252
dipodomys_ordii ENSDORG00000025915
jaculus_jaculus ENSJJAG00000019684
castor_canadensis ENSCCNG00000026081
nannospalax_galili ENSNGAG00000009189
spermophilus_dauricus ENSSDAG00000017733
urocitellus_parryii ENSUPAG00010014148
ictidomys_tridecemlineatus ENSSTOG00000016559
marmota_marmota_marmota ENSMMMG00000024301
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002340
cricetulus_griseus_crigri_1.0 ENSCGRG00000003845
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013431
cricetulus_griseus_crigri_1.0 ENSCGRG00000006820
cricetulus_griseus_crigri-picr ENSCGRG00015009253
mesocricetus_auratus ENSMAUG00000012619
peromyscus_maniculatus_bairdii ENSPEMG00000027659
microtus_ochrogaster ENSMOCG00000021224
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023618
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023619
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021300
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021301
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022214
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046711
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022213
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078249
rattus_norvegicus ENSRNOG00000000488
rattus_norvegicus ENSRNOG00000026969
meriones_unguiculatus ENSMUGG00000018761
cavia_aperea ENSCAPG00000017870
cavia_porcellus ENSCPOG00000031062
chinchilla_lanigera ENSCLAG00000010467
octodon_degus ENSODEG00000017058
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019318
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014035
fukomys_damarensis ENSFDAG00000009415
pan_paniscus ENSPPAG00000041187
pan_troglodytes ENSPTRG00000051684
gorilla_gorilla ENSGGOG00000042128
nomascus_leucogenys ENSNLEG00000018654
papio_anubis ENSPANG00000030757
papio_anubis ENSPANG00000011282
cercocebus_atys ENSCATG00000032531
mandrillus_leucophaeus ENSMLEG00000010226
macaca_nemestrina ENSMNEG00000040073
nomascus_leucogenys ENSNLEG00000028910
macaca_fascicularis ENSMFAG00000045818
macaca_nemestrina ENSMNEG00000005671
cercocebus_atys ENSCATG00000042051
mandrillus_leucophaeus ENSMLEG00000042857
papio_anubis ENSPANG00000010759
rhinopithecus_bieti ENSRBIG00000030072
colobus_angolensis_palliatus ENSCANG00000029050
pan_troglodytes ENSPTRG00000040884
pan_paniscus ENSPPAG00000031034
gorilla_gorilla ENSGGOG00000025804
pan_paniscus ENSPPAG00000030660
gorilla_gorilla ENSGGOG00000037854
theropithecus_gelada ENSTGEG00000003411
piliocolobus_tephrosceles ENSPTEG00000001557
callithrix_jacchus ENSCJAG00000038965
echinops_telfairi ENSETEG00000017287
procavia_capensis ENSPCAG00000016076
tupaia_belangeri ENSTBEG00000006410
nomascus_leucogenys ENSNLEG00000008303
tursiops_truncatus ENSTTRG00000015058
pteropus_vampyrus ENSPVAG00000014283
cricetulus_griseus_crigri-picr ENSCGRG00015013738
equus_caballus ENSECAG00000000734
ovis_aries ENSOARG00000010561
rhinopithecus_roxellana ENSRROG00000022352
rhinopithecus_bieti ENSRBIG00000030675
pongo_abelii ENSPPYG00000029838
prolemur_simus ENSPSMG00000008675
oryctolagus_cuniculus ENSOCUG00000022537
bos_mutus ENSBMUG00000011584
bos_taurus ENSBTAG00000034529
capra_hircus ENSCHIG00000010976
bison_bison_bison ENSBBBG00000003112
sus_scrofa ENSSSCG00000032242
loxodonta_africana ENSLAFG00000028445
dasypus_novemcinctus ENSDNOG00000048093
