amphiprion_ocellaris ENSAOCG00000003644
amphiprion_percula ENSAPEG00000014356
acanthochromis_polyacanthus ENSAPOG00000016708
stegastes_partitus ENSSPAG00000007105
astatotilapia_calliptera ENSACLG00000018803
haplochromis_burtoni ENSHBUG00000003195
maylandia_zebra ENSMZEG00005017725
pundamilia_nyererei ENSPNYG00000005611
oreochromis_niloticus ENSONIG00000020217
neolamprologus_brichardi ENSNBRG00000010537
amphilophus_citrinellus ENSACIG00000011176
anabas_testudineus ENSATEG00000009935
gasterosteus_aculeatus ENSGACG00000003560
seriola_lalandi_dorsalis ENSSLDG00000008702
seriola_dumerili ENSSDUG00000014299
scophthalmus_maximus ENSSMAG00000000466
labrus_bergylta ENSLBEG00000028739
mola_mola ENSMMOG00000009321
hippocampus_comes ENSHCOG00000001676
monopterus_albus ENSMALG00000004205
mastacembelus_armatus ENSMAMG00000019017
cynoglossus_semilaevis ENSCSEG00000017225
cynoglossus_semilaevis ENSCSEG00000009363
fundulus_heteroclitus ENSFHEG00000021801
cyprinodon_variegatus ENSCVAG00000016696
gambusia_affinis ENSGAFG00000014947
xiphophorus_maculatus ENSXMAG00000009061
poecilia_latipinna ENSPLAG00000003260
poecilia_reticulata ENSPREG00000013517
poecilia_mexicana ENSPMEG00000009408
poecilia_formosa ENSPFOG00000005783
kryptolebias_marmoratus ENSKMAG00000008071
oryzias_melastigma ENSOMEG00000004316
oryzias_melastigma ENSOMEG00000011847
oryzias_latipes_asm223467v1 ENSORLG00000027378
oryzias_latipes_asm223471v1 ENSORLG00020018524
oryzias_latipes_asm223469v1 ENSORLG00015014584
tetraodon_nigroviridis ENSTNIG00000010587
takifugu_rubripes ENSTRUG00000006306
periophthalmus_magnuspinnatus ENSPMGG00000019736
gadus_morhua ENSGMOG00000008794
esox_lucius ENSELUG00000002004
astyanax_mexicanus ENSAMXG00000039712
pygocentrus_nattereri ENSPNAG00000018454
ictalurus_punctatus ENSIPUG00000005941
danio_rerio ENSDARG00000101508
scleropages_formosus ENSSFOG00015008672
scleropages_formosus ENSSFOG00015014862
paramormyrops_kingsleyae ENSPKIG00000024074
esox_lucius ENSELUG00000019147
lepisosteus_oculatus ENSLOCG00000005138
anolis_carolinensis ENSACAG00000006870
pogona_vitticeps ENSPVIG00000025716
notechis_scutatus ENSNSUG00000015457
salvator_merianae ENSSMRG00000011400
pelodiscus_sinensis ENSPSIG00000006445
gopherus_agassizii ENSGAGG00000010365
chelonoidis_abingdonii ENSCABG00000000881
chrysemys_picta_bellii ENSCPBG00000028130
crocodylus_porosus ENSCPRG00005010754
lepidothrix_coronata ENSLCOG00000014271
manacus_vitellinus ENSMVIG00005009873
cyanistes_caeruleus ENSCCEG00000010566
parus_major ENSPMJG00000019171
serinus_canaria ENSSCAG00000016146
lonchura_striata_domestica ENSLSDG00000004227
junco_hyemalis ENSJHYG00000003265
zonotrichia_albicollis ENSZALG00000010995
ficedula_albicollis ENSFALG00000002133
calidris_pugnax ENSCPUG00000016106
calidris_pygmaea ENSCPGG00000012773
melopsittacus_undulatus ENSMUNG00000009622
coturnix_japonica ENSCJPG00005010887
gallus_gallus ENSGALG00000001073
numida_meleagris ENSNMEG00000013176
anser_brachyrhynchus ENSABRG00000022362
anas_platyrhynchos_platyrhynchos ENSAPLG00000026220
apteryx_owenii ENSAOWG00000002734
apteryx_haastii ENSAHAG00000013113
apteryx_rowi ENSARWG00000005597
dromaius_novaehollandiae ENSDNVG00000013337
nothoprocta_perdicaria ENSNPEG00000012950
sphenodon_punctatus ENSSPUG00000000892
notamacropus_eugenii ENSMEUG00000013509
phascolarctos_cinereus ENSPCIG00000020572
sarcophilus_harrisii ENSSHAG00000016733
monodelphis_domestica ENSMODG00000019748
oryctolagus_cuniculus ENSOCUG00000007599
ochotona_princeps ENSOPRG00000016686
castor_canadensis ENSCCNG00000026099
dipodomys_ordii ENSDORG00000013606
urocitellus_parryii ENSUPAG00010013329
ictidomys_tridecemlineatus ENSSTOG00000022764
spermophilus_dauricus ENSSDAG00000013242
marmota_marmota_marmota ENSMMMG00000018148
mus_spicilegus ENSMSIG00000000135
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063972
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024448
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023528
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024981
rattus_norvegicus ENSRNOG00000013232
meriones_unguiculatus ENSMUGG00000022895
cricetulus_griseus_crigri_1.0 ENSCGRG00000007672
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017242
cricetulus_griseus_crigri-picr ENSCGRG00015024453
mesocricetus_auratus ENSMAUG00000020320
peromyscus_maniculatus_bairdii ENSPEMG00000021698
microtus_ochrogaster ENSMOCG00000013647
nannospalax_galili ENSNGAG00000019760
jaculus_jaculus ENSJJAG00000016130
chinchilla_lanigera ENSCLAG00000012774
octodon_degus ENSODEG00000004183
cavia_porcellus ENSCPOG00000005970
cavia_aperea ENSCAPG00000016591
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012869
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015096
fukomys_damarensis ENSFDAG00000021444
tupaia_belangeri ENSTBEG00000007008
piliocolobus_tephrosceles ENSPTEG00000015699
colobus_angolensis_palliatus ENSCANG00000041885
rhinopithecus_roxellana ENSRROG00000030167
rhinopithecus_bieti ENSRBIG00000034563
papio_anubis ENSPANG00000025861
theropithecus_gelada ENSTGEG00000024445
cercocebus_atys ENSCATG00000030436
macaca_fascicularis ENSMFAG00000045408
macaca_mulatta ENSMMUG00000011185
macaca_nemestrina ENSMNEG00000032193
chlorocebus_sabaeus ENSCSAG00000013563
mandrillus_leucophaeus ENSMLEG00000033021
pan_troglodytes ENSPTRG00000051156
pan_paniscus ENSPPAG00000027363
homo_sapiens ENSG00000148200
gorilla_gorilla ENSGGOG00000009250
pongo_abelii ENSPPYG00000019600
nomascus_leucogenys ENSNLEG00000017287
cebus_capucinus_imitator ENSCCAG00000024096
callithrix_jacchus ENSCJAG00000006631
saimiri_boliviensis_boliviensis ENSSBOG00000031223
aotus_nancymaae ENSANAG00000036986
carlito_syrichta ENSTSYG00000004262
prolemur_simus ENSPSMG00000022523
microcebus_murinus ENSMICG00000002911
propithecus_coquereli ENSPCOG00000027156
otolemur_garnettii ENSOGAG00000030677
equus_caballus ENSECAG00000021324
equus_asinus_asinus ENSEASG00005020778
erinaceus_europaeus ENSEEUG00000001351
myotis_lucifugus ENSMLUG00000014714
pteropus_vampyrus ENSPVAG00000001435
sorex_araneus ENSSARG00000003196
bos_taurus ENSBTAG00000040585
bos_mutus ENSBMUG00000020485
bison_bison_bison ENSBBBG00000015024
ovis_aries ENSOARG00000013368
capra_hircus ENSCHIG00000023004
tursiops_truncatus ENSTTRG00000017391
sus_scrofa ENSSSCG00000005589
vicugna_pacos ENSVPAG00000009261
ursus_americanus ENSUAMG00000023744
ursus_maritimus ENSUMAG00000003006
ailuropoda_melanoleuca ENSAMEG00000011212
neovison_vison ENSNVIG00000005633
mustela_putorius_furo ENSMPUG00000013965
canis_lupus_dingo ENSCAFG00020015583
canis_lupus_familiaris ENSCAFG00000020216
vulpes_vulpes ENSVVUG00000009870
panthera_pardus ENSPPRG00000007044
panthera_tigris_altaica ENSPTIG00000019310
felis_catus ENSFCAG00000005507
loxodonta_africana ENSLAFG00000011676
procavia_capensis ENSPCAG00000006000
echinops_telfairi ENSETEG00000012014
choloepus_hoffmanni ENSCHOG00000000610
dasypus_novemcinctus ENSDNOG00000017832
ornithorhynchus_anatinus ENSOANG00000013303
xenopus_tropicalis ENSXETG00000008578
latimeria_chalumnae ENSLACG00000018630
danio_rerio ENSDARG00000014480
eptatretus_burgeri ENSEBUG00000010128
ciona_savignyi ENSCSAVG00000002688
ciona_intestinalis ENSCING00000005163
drosophila_melanogaster FBgn0264562
