latimeria_chalumnae ENSLACG00000000592
xenopus_tropicalis ENSXETG00000020238
oryzias_latipes_asm223469v1 ENSORLG00015022466
oryzias_latipes_asm223471v1 ENSORLG00020008877
oryzias_latipes_asm223467v1 ENSORLG00000016495
oryzias_melastigma ENSOMEG00000023291
pogona_vitticeps ENSPVIG00000008765
eptatretus_burgeri ENSEBUG00000001880
esox_lucius ENSELUG00000000332
pygocentrus_nattereri ENSPNAG00000029921
paramormyrops_kingsleyae ENSPKIG00000002112
lepisosteus_oculatus ENSLOCG00000016507
procavia_capensis ENSPCAG00000003434
echinops_telfairi ENSETEG00000006003
loxodonta_africana ENSLAFG00000009753
choloepus_hoffmanni ENSCHOG00000012275
castor_canadensis ENSCCNG00000011743
chinchilla_lanigera ENSCLAG00000001045
oryctolagus_cuniculus ENSOCUG00000014749
ochotona_princeps ENSOPRG00000012780
pan_troglodytes ENSPTRG00000019722
pan_paniscus ENSPPAG00000042375
homo_sapiens ENSG00000146856
gorilla_gorilla ENSGGOG00000024585
pongo_abelii ENSPPYG00000018021
nomascus_leucogenys ENSNLEG00000013163
rhinopithecus_bieti ENSRBIG00000043358
rhinopithecus_roxellana ENSRROG00000028613
piliocolobus_tephrosceles ENSPTEG00000033947
colobus_angolensis_palliatus ENSCANG00000032818
macaca_fascicularis ENSMFAG00000029365
macaca_mulatta ENSMMUG00000006530
macaca_nemestrina ENSMNEG00000043627
papio_anubis ENSPANG00000010207
mandrillus_leucophaeus ENSMLEG00000031423
cercocebus_atys ENSCATG00000042873
theropithecus_gelada ENSTGEG00000024765
chlorocebus_sabaeus ENSCSAG00000009168
cebus_capucinus_imitator ENSCCAG00000028348
callithrix_jacchus ENSCJAG00000012370
saimiri_boliviensis_boliviensis ENSSBOG00000003499
aotus_nancymaae ENSANAG00000032622
carlito_syrichta ENSTSYG00000008172
prolemur_simus ENSPSMG00000022060
microcebus_murinus ENSMICG00000014568
otolemur_garnettii ENSOGAG00000030615
microtus_ochrogaster ENSMOCG00000005552
microtus_ochrogaster ENSMOCG00000012743
cricetulus_griseus_crigri-picr ENSCGRG00015027329
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001010
cricetulus_griseus_crigri_1.0 ENSCGRG00000017655
mesocricetus_auratus ENSMAUG00000002354
peromyscus_maniculatus_bairdii ENSPEMG00000027578
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029210
mus_spicilegus ENSMSIG00000029214
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038836
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028211
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021968
rattus_norvegicus ENSRNOG00000010397
meriones_unguiculatus ENSMUGG00000024379
meriones_unguiculatus ENSMUGG00000009809
spermophilus_dauricus ENSSDAG00000022800
marmota_marmota_marmota ENSMMMG00000001455
urocitellus_parryii ENSUPAG00010009051
castor_canadensis ENSCCNG00000011746
nannospalax_galili ENSNGAG00000012095
mesocricetus_auratus ENSMAUG00000010596
jaculus_jaculus ENSJJAG00000016972
ictidomys_tridecemlineatus ENSSTOG00000030672
dipodomys_ordii ENSDORG00000027778
cavia_porcellus ENSCPOG00000037702
cavia_aperea ENSCAPG00000012401
octodon_degus ENSODEG00000013754
fukomys_damarensis ENSFDAG00000007253
tupaia_belangeri ENSTBEG00000005922
ursus_maritimus ENSUMAG00000015035
ursus_americanus ENSUAMG00000027860
ailuropoda_melanoleuca ENSAMEG00000012164
mustela_putorius_furo ENSMPUG00000004266
neovison_vison ENSNVIG00000022664
canis_lupus_familiaris ENSCAFG00000003177
vulpes_vulpes ENSVVUG00000005826
panthera_pardus ENSPPRG00000023662
panthera_tigris_altaica ENSPTIG00000012266
felis_catus ENSFCAG00000022109
equus_caballus ENSECAG00000008743
equus_asinus_asinus ENSEASG00005014671
pteropus_vampyrus ENSPVAG00000006351
sorex_araneus ENSSARG00000008384
ovis_aries ENSOARG00000008035
capra_hircus ENSCHIG00000015475
bos_mutus ENSBMUG00000004815
bos_taurus ENSBTAG00000013976
bison_bison_bison ENSBBBG00000003794
tursiops_truncatus ENSTTRG00000003110
sus_scrofa ENSSSCG00000016529
vicugna_pacos ENSVPAG00000004094
notamacropus_eugenii ENSMEUG00000014376
sarcophilus_harrisii ENSSHAG00000011958
ornithorhynchus_anatinus ENSOANG00000005002
pogona_vitticeps ENSPVIG00000008764
anolis_carolinensis ENSACAG00000010849
notechis_scutatus ENSNSUG00000003340
salvator_merianae ENSSMRG00000014075
sphenodon_punctatus ENSSPUG00000004795
gopherus_agassizii ENSGAGG00000019330
chelonoidis_abingdonii ENSCABG00000001294
chrysemys_picta_bellii ENSCPBG00000005853
pelodiscus_sinensis ENSPSIG00000015627
apteryx_haastii ENSAHAG00000002655
apteryx_owenii ENSAOWG00000017757
apteryx_rowi ENSARWG00000016455
dromaius_novaehollandiae ENSDNVG00000006001
nothoprocta_perdicaria ENSNPEG00000008305
anas_platyrhynchos_platyrhynchos ENSAPLG00000003396
anser_brachyrhynchus ENSABRG00000015825
gallus_gallus ENSGALG00000011727
coturnix_japonica ENSCJPG00005008385
meleagris_gallopavo ENSMGAG00000011798
numida_meleagris ENSNMEG00000011055
calidris_pygmaea ENSCPGG00000002486
calidris_pugnax ENSCPUG00000001446
ciona_savignyi ENSCSAVG00000000011
