anolis_carolinensis ENSACAG00000007940
pogona_vitticeps ENSPVIG00000014257
notechis_scutatus ENSNSUG00000018877
salvator_merianae ENSSMRG00000009085
sphenodon_punctatus ENSSPUG00000006870
manacus_vitellinus ENSMVIG00005015045
lepidothrix_coronata ENSLCOG00000010920
lonchura_striata_domestica ENSLSDG00000010087
taeniopygia_guttata ENSTGUG00000001970
serinus_canaria ENSSCAG00000003726
junco_hyemalis ENSJHYG00000009194
zonotrichia_albicollis ENSZALG00000013632
ficedula_albicollis ENSFALG00000012879
parus_major ENSPMJG00000001886
cyanistes_caeruleus ENSCCEG00000009844
melopsittacus_undulatus ENSMUNG00000003746
calidris_pygmaea ENSCPGG00000005105
calidris_pugnax ENSCPUG00000015818
anser_brachyrhynchus ENSABRG00000012303
anas_platyrhynchos_platyrhynchos ENSAPLG00000004273
gallus_gallus ENSGALG00000012909
meleagris_gallopavo ENSMGAG00000005059
coturnix_japonica ENSCJPG00005015600
numida_meleagris ENSNMEG00000004991
apteryx_haastii ENSAHAG00000003146
apteryx_rowi ENSARWG00000013122
apteryx_owenii ENSAOWG00000013483
dromaius_novaehollandiae ENSDNVG00000013787
nothoprocta_perdicaria ENSNPEG00000007346
crocodylus_porosus ENSCPRG00005016614
chelonoidis_abingdonii ENSCABG00000011068
gopherus_agassizii ENSGAGG00000005629
chrysemys_picta_bellii ENSCPBG00000000628
pelodiscus_sinensis ENSPSIG00000008667
pteropus_vampyrus ENSPVAG00000013168
myotis_lucifugus ENSMLUG00000002598
bos_mutus ENSBMUG00000012660
bos_taurus ENSBTAG00000017569
bison_bison_bison ENSBBBG00000005844
capra_hircus ENSCHIG00000013159
ovis_aries ENSOARG00000012474
tursiops_truncatus ENSTTRG00000004211
sus_scrofa ENSSSCG00000016808
vicugna_pacos ENSVPAG00000011261
ursus_maritimus ENSUMAG00000013932
ursus_americanus ENSUAMG00000025258
ailuropoda_melanoleuca ENSAMEG00000006084
mustela_putorius_furo ENSMPUG00000015234
neovison_vison ENSNVIG00000004499
canis_lupus_familiaris ENSCAFG00000018933
canis_lupus_dingo ENSCAFG00020017297
vulpes_vulpes ENSVVUG00000022201
panthera_tigris_altaica ENSPTIG00000017038
panthera_pardus ENSPPRG00000002989
felis_catus ENSFCAG00000039953
equus_caballus ENSECAG00000011712
equus_asinus_asinus ENSEASG00005007146
erinaceus_europaeus ENSEEUG00000006830
pan_paniscus ENSPPAG00000030089
pan_troglodytes ENSPTRG00000016763
homo_sapiens ENSG00000082213
gorilla_gorilla ENSGGOG00000011027
pongo_abelii ENSPPYG00000015371
nomascus_leucogenys ENSNLEG00000014007
piliocolobus_tephrosceles ENSPTEG00000027343
colobus_angolensis_palliatus ENSCANG00000036811
rhinopithecus_bieti ENSRBIG00000042796
rhinopithecus_roxellana ENSRROG00000029177
macaca_fascicularis ENSMFAG00000031021
macaca_mulatta ENSMMUG00000012200
macaca_nemestrina ENSMNEG00000038038
mandrillus_leucophaeus ENSMLEG00000034739
theropithecus_gelada ENSTGEG00000004307
cercocebus_atys ENSCATG00000013406
papio_anubis ENSPANG00000023863
chlorocebus_sabaeus ENSCSAG00000017195
saimiri_boliviensis_boliviensis ENSSBOG00000027509
callithrix_jacchus ENSCJAG00000018871
cebus_capucinus_imitator ENSCCAG00000024224
aotus_nancymaae ENSANAG00000032676
carlito_syrichta ENSTSYG00000000562
microcebus_murinus ENSMICG00000002254
prolemur_simus ENSPSMG00000008756
propithecus_coquereli ENSPCOG00000026040
otolemur_garnettii ENSOGAG00000005429
castor_canadensis ENSCCNG00000007880
dipodomys_ordii ENSDORG00000005634
mus_spicilegus ENSMSIG00000014740
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020579
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022195
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019686
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016062
rattus_norvegicus ENSRNOG00000022745
meriones_unguiculatus ENSMUGG00000002286
cricetulus_griseus_crigri_1.0 ENSCGRG00000009284
cricetulus_griseus_crigri-picr ENSCGRG00015015718
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024155
mesocricetus_auratus ENSMAUG00000016139
peromyscus_maniculatus_bairdii ENSPEMG00000010726
microtus_ochrogaster ENSMOCG00000021733
nannospalax_galili ENSNGAG00000011306
jaculus_jaculus ENSJJAG00000010209
spermophilus_dauricus ENSSDAG00000001878
marmota_marmota_marmota ENSMMMG00000003684
urocitellus_parryii ENSUPAG00010001441
chinchilla_lanigera ENSCLAG00000007169
octodon_degus ENSODEG00000001874
cavia_porcellus ENSCPOG00000034706
cavia_aperea ENSCAPG00000012253
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017172
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013303
