myotis_lucifugus ENSMLUG00000016279
pteropus_vampyrus ENSPVAG00000014908
bos_mutus ENSBMUG00000001609
bos_taurus ENSBTAG00000051604
capra_hircus ENSCHIG00000015519
tursiops_truncatus ENSTTRG00000004622
sus_scrofa ENSSSCG00000039027
ailuropoda_melanoleuca ENSAMEG00000001710
mustela_putorius_furo ENSMPUG00000003185
canis_lupus_familiaris ENSCAFG00000028813
vulpes_vulpes ENSVVUG00000005967
carlito_syrichta ENSTSYG00000001951
tupaia_belangeri ENSTBEG00000017177
ovis_aries ENSOARG00000006040
propithecus_coquereli ENSPCOG00000022855
prolemur_simus ENSPSMG00000009582
pan_paniscus ENSPPAG00000038303
pan_troglodytes ENSPTRG00000051190
homo_sapiens ENSG00000067445
gorilla_gorilla ENSGGOG00000002043
nomascus_leucogenys ENSNLEG00000016279
macaca_mulatta ENSMMUG00000008422
macaca_nemestrina ENSMNEG00000037926
macaca_fascicularis ENSMFAG00000000246
mandrillus_leucophaeus ENSMLEG00000032029
theropithecus_gelada ENSTGEG00000027622
papio_anubis ENSPANG00000014010
cercocebus_atys ENSCATG00000039483
chlorocebus_sabaeus ENSCSAG00000012194
piliocolobus_tephrosceles ENSPTEG00000026854
colobus_angolensis_palliatus ENSCANG00000003655
rhinopithecus_bieti ENSRBIG00000038193
rhinopithecus_roxellana ENSRROG00000035728
cebus_capucinus_imitator ENSCCAG00000024972
saimiri_boliviensis_boliviensis ENSSBOG00000022559
callithrix_jacchus ENSCJAG00000007581
aotus_nancymaae ENSANAG00000031246
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001285
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000236
cavia_porcellus ENSCPOG00000022846
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034657
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025272
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033487
mus_spicilegus ENSMSIG00000022721
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032026
rattus_norvegicus ENSRNOG00000047491
cricetulus_griseus_crigri_1.0 ENSCGRG00000011586
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020754
mesocricetus_auratus ENSMAUG00000000070
urocitellus_parryii ENSUPAG00010001905
oryctolagus_cuniculus ENSOCUG00000001711
chinchilla_lanigera ENSCLAG00000007306
octodon_degus ENSODEG00000000070
fukomys_damarensis ENSFDAG00000018744
ictidomys_tridecemlineatus ENSSTOG00000020140
nannospalax_galili ENSNGAG00000011855
jaculus_jaculus ENSJJAG00000013055
peromyscus_maniculatus_bairdii ENSPEMG00000018106
microtus_ochrogaster ENSMOCG00000017394
cricetulus_griseus_crigri-picr ENSCGRG00015018648
meriones_unguiculatus ENSMUGG00000004869
dipodomys_ordii ENSDORG00000026263
spermophilus_dauricus ENSSDAG00000012365
marmota_marmota_marmota ENSMMMG00000013632
castor_canadensis ENSCCNG00000011563
panthera_pardus ENSPPRG00000002086
panthera_tigris_altaica ENSPTIG00000021614
felis_catus ENSFCAG00000033665
ursus_americanus ENSUAMG00000015859
neovison_vison ENSNVIG00000004298
microcebus_murinus ENSMICG00000032024
dasypus_novemcinctus ENSDNOG00000049406
