anolis_carolinensis ENSACAG00000009013
pogona_vitticeps ENSPVIG00000020176
notechis_scutatus ENSNSUG00000008572
salvator_merianae ENSSMRG00000019138
sphenodon_punctatus ENSSPUG00000010119
gopherus_agassizii ENSGAGG00000011718
chelonoidis_abingdonii ENSCABG00000014203
chrysemys_picta_bellii ENSCPBG00000004808
pelodiscus_sinensis ENSPSIG00000007251
propithecus_coquereli ENSPCOG00000019394
prolemur_simus ENSPSMG00000001213
microcebus_murinus ENSMICG00000045541
jaculus_jaculus ENSJJAG00000020670
choloepus_hoffmanni ENSCHOG00000002134
carlito_syrichta ENSTSYG00000029669
ursus_maritimus ENSUMAG00000009289
dasypus_novemcinctus ENSDNOG00000038211
bos_taurus ENSBTAG00000019532
bos_mutus ENSBMUG00000004399
bison_bison_bison ENSBBBG00000000457
ovis_aries ENSOARG00000001752
capra_hircus ENSCHIG00000014811
tursiops_truncatus ENSTTRG00000014334
sus_scrofa ENSSSCG00000015810
equus_caballus ENSECAG00000012377
equus_asinus_asinus ENSEASG00005016634
pteropus_vampyrus ENSPVAG00000011138
ursus_americanus ENSUAMG00000022933
ailuropoda_melanoleuca ENSAMEG00000015441
neovison_vison ENSNVIG00000010418
canis_lupus_dingo ENSCAFG00020002445
vulpes_vulpes ENSVVUG00000020238
canis_lupus_familiaris ENSCAFG00000005863
panthera_pardus ENSPPRG00000004598
panthera_tigris_altaica ENSPTIG00000004912
felis_catus ENSFCAG00000002591
sorex_araneus ENSSARG00000002175
erinaceus_europaeus ENSEEUG00000003579
vicugna_pacos ENSVPAG00000008881
myotis_lucifugus ENSMLUG00000011220
mustela_putorius_furo ENSMPUG00000009618
tupaia_belangeri ENSTBEG00000016997
castor_canadensis ENSCCNG00000000482
dipodomys_ordii ENSDORG00000001527
mus_spicilegus ENSMSIG00000020401
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032039
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037406
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030920
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021390
rattus_norvegicus ENSRNOG00000061160
meriones_unguiculatus ENSMUGG00000018438
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003582
cricetulus_griseus_crigri_1.0 ENSCGRG00000010802
cricetulus_griseus_crigri-picr ENSCGRG00015024033
mesocricetus_auratus ENSMAUG00000016673
microtus_ochrogaster ENSMOCG00000013845
peromyscus_maniculatus_bairdii ENSPEMG00000015292
nannospalax_galili ENSNGAG00000017209
chinchilla_lanigera ENSCLAG00000001919
octodon_degus ENSODEG00000006202
cavia_porcellus ENSCPOG00000002695
cavia_aperea ENSCAPG00000008707
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006946
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006390
fukomys_damarensis ENSFDAG00000012624
spermophilus_dauricus ENSSDAG00000014524
marmota_marmota_marmota ENSMMMG00000016217
ictidomys_tridecemlineatus ENSSTOG00000015021
urocitellus_parryii ENSUPAG00010023899
oryctolagus_cuniculus ENSOCUG00000000083
ochotona_princeps ENSOPRG00000004376
saimiri_boliviensis_boliviensis ENSSBOG00000022865
cebus_capucinus_imitator ENSCCAG00000008963
callithrix_jacchus ENSCJAG00000002329
aotus_nancymaae ENSANAG00000010112
pan_troglodytes ENSPTRG00000020180
pan_paniscus ENSPPAG00000032700
homo_sapiens ENSG00000169495
gorilla_gorilla ENSGGOG00000006044
nomascus_leucogenys ENSNLEG00000032989
mandrillus_leucophaeus ENSMLEG00000032158
cercocebus_atys ENSCATG00000043700
papio_anubis ENSPANG00000022483
theropithecus_gelada ENSTGEG00000009653
macaca_nemestrina ENSMNEG00000005256
macaca_fascicularis ENSMFAG00000041865
macaca_mulatta ENSMMUG00000006037
chlorocebus_sabaeus ENSCSAG00000015386
rhinopithecus_roxellana ENSRROG00000038661
rhinopithecus_bieti ENSRBIG00000036772
piliocolobus_tephrosceles ENSPTEG00000035535
colobus_angolensis_palliatus ENSCANG00000028344
otolemur_garnettii ENSOGAG00000015334
procavia_capensis ENSPCAG00000011914
phascolarctos_cinereus ENSPCIG00000014191
phascolarctos_cinereus ENSPCIG00000035827
notamacropus_eugenii ENSMEUG00000005700
sarcophilus_harrisii ENSSHAG00000018514
monodelphis_domestica ENSMODG00000010581
latimeria_chalumnae ENSLACG00000002626
xenopus_tropicalis ENSXETG00000015154
periophthalmus_magnuspinnatus ENSPMGG00000021746
periophthalmus_magnuspinnatus ENSPMGG00000021748
acanthochromis_polyacanthus ENSAPOG00000012670
acanthochromis_polyacanthus ENSAPOG00000010300
amphiprion_ocellaris ENSAOCG00000016304
amphiprion_percula ENSAPEG00000018061
stegastes_partitus ENSSPAG00000011712
astatotilapia_calliptera ENSACLG00000007816
maylandia_zebra ENSMZEG00005003139
pundamilia_nyererei ENSPNYG00000018797
haplochromis_burtoni ENSHBUG00000010763
neolamprologus_brichardi ENSNBRG00000012020
oreochromis_niloticus ENSONIG00000011960
amphilophus_citrinellus ENSACIG00000010021
poecilia_formosa ENSPFOG00000001991
poecilia_latipinna ENSPLAG00000009049
poecilia_reticulata ENSPREG00000014740
poecilia_mexicana ENSPMEG00000015461
monopterus_albus ENSMALG00000001605
anabas_testudineus ENSATEG00000012343
seriola_dumerili ENSSDUG00000006117
seriola_lalandi_dorsalis ENSSLDG00000012755
scophthalmus_maximus ENSSMAG00000017502
labrus_bergylta ENSLBEG00000027318
gadus_morhua ENSGMOG00000012656
maylandia_zebra ENSMZEG00005003288
esox_lucius ENSELUG00000004850
pygocentrus_nattereri ENSPNAG00000009163
astyanax_mexicanus ENSAMXG00000030521
ictalurus_punctatus ENSIPUG00000022028
danio_rerio ENSDARG00000005943
scleropages_formosus ENSSFOG00015020401
paramormyrops_kingsleyae ENSPKIG00000000240
lepisosteus_oculatus ENSLOCG00000015104
eptatretus_burgeri ENSEBUG00000007952
ciona_intestinalis ENSCING00000025030
ciona_savignyi ENSCSAVG00000007567
