echinops_telfairi ENSETEG00000012783
sorex_araneus ENSSARG00000004905
ursus_americanus ENSUAMG00000015903
ursus_maritimus ENSUMAG00000005898
ailuropoda_melanoleuca ENSAMEG00000012068
mustela_putorius_furo ENSMPUG00000012804
neovison_vison ENSNVIG00000009675
canis_lupus_familiaris ENSCAFG00000031182
canis_lupus_dingo ENSCAFG00020012077
vulpes_vulpes ENSVVUG00000029108
panthera_pardus ENSPPRG00000000343
panthera_tigris_altaica ENSPTIG00000019208
felis_catus ENSFCAG00000009755
equus_asinus_asinus ENSEASG00005003494
equus_caballus ENSECAG00000012726
pteropus_vampyrus ENSPVAG00000000305
bos_mutus ENSBMUG00000011949
bison_bison_bison ENSBBBG00000019131
capra_hircus ENSCHIG00000016433
ovis_aries ENSOARG00000008429
tursiops_truncatus ENSTTRG00000017182
sus_scrofa ENSSSCG00000001696
myotis_lucifugus ENSMLUG00000024245
pan_troglodytes ENSPTRG00000018213
pan_paniscus ENSPPAG00000036858
homo_sapiens ENSG00000180992
gorilla_gorilla ENSGGOG00000006098
pongo_abelii ENSPPYG00000016650
macaca_fascicularis ENSMFAG00000041809
macaca_nemestrina ENSMNEG00000034641
macaca_mulatta ENSMMUG00000011452
chlorocebus_sabaeus ENSCSAG00000019535
chlorocebus_sabaeus ENSCSAG00000012220
mandrillus_leucophaeus ENSMLEG00000030732
theropithecus_gelada ENSTGEG00000029666
papio_anubis ENSPANG00000015098
cercocebus_atys ENSCATG00000027037
rhinopithecus_bieti ENSRBIG00000033909
rhinopithecus_roxellana ENSRROG00000032944
colobus_angolensis_palliatus ENSCANG00000036483
piliocolobus_tephrosceles ENSPTEG00000013869
saimiri_boliviensis_boliviensis ENSSBOG00000028248
callithrix_jacchus ENSCJAG00000012454
cebus_capucinus_imitator ENSCCAG00000010453
aotus_nancymaae ENSANAG00000025052
carlito_syrichta ENSTSYG00000034078
prolemur_simus ENSPSMG00000018525
propithecus_coquereli ENSPCOG00000018403
microcebus_murinus ENSMICG00000013022
otolemur_garnettii ENSOGAG00000024589
castor_canadensis ENSCCNG00000015875
dipodomys_ordii ENSDORG00000008236
ictidomys_tridecemlineatus ENSSTOG00000004549
marmota_marmota_marmota ENSMMMG00000024567
spermophilus_dauricus ENSSDAG00000000986
urocitellus_parryii ENSUPAG00010003668
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023939
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022565
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021653
mus_spicilegus ENSMSIG00000000696
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020645
rattus_norvegicus ENSRNOG00000019734
meriones_unguiculatus ENSMUGG00000000923
peromyscus_maniculatus_bairdii ENSPEMG00000007451
peromyscus_maniculatus_bairdii ENSPEMG00000021294
microtus_ochrogaster ENSMOCG00000013481
cricetulus_griseus_crigri-picr ENSCGRG00015004544
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013490
cricetulus_griseus_crigri_1.0 ENSCGRG00000006999
mesocricetus_auratus ENSMAUG00000017756
nannospalax_galili ENSNGAG00000016826
jaculus_jaculus ENSJJAG00000021477
cavia_aperea ENSCAPG00000009651
cavia_porcellus ENSCPOG00000031064
chinchilla_lanigera ENSCLAG00000016855
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019450
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014249
fukomys_damarensis ENSFDAG00000011684
octodon_degus ENSODEG00000015718
ochotona_princeps ENSOPRG00000017183
