capra_hircus ENSCHIG00000012335
bos_taurus ENSBTAG00000051305
sus_scrofa ENSSSCG00000037661
equus_caballus ENSECAG00000030821
equus_asinus_asinus ENSEASG00005016486
neovison_vison ENSNVIG00000016654
canis_lupus_dingo ENSCAFG00020005899
ursus_americanus ENSUAMG00000001511
panthera_pardus ENSPPRG00000020496
felis_catus ENSFCAG00000046057
octodon_degus ENSODEG00000020504
cavia_porcellus ENSCPOG00000033909
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021260
castor_canadensis ENSCCNG00000029928
mus_spicilegus ENSMSIG00000012217
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074918
meriones_unguiculatus ENSMUGG00000008982
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003357
cricetulus_griseus_crigri-picr ENSCGRG00015001287
mesocricetus_auratus ENSMAUG00000010905
microtus_ochrogaster ENSMOCG00000001070
nannospalax_galili ENSNGAG00000006853
urocitellus_parryii ENSUPAG00010015677
macaca_nemestrina ENSMNEG00000011190
cercocebus_atys ENSCATG00000019607
papio_anubis ENSPANG00000030543
theropithecus_gelada ENSTGEG00000000731
piliocolobus_tephrosceles ENSPTEG00000027728
pan_troglodytes ENSPTRG00000044435
homo_sapiens ENSG00000259330
nomascus_leucogenys ENSNLEG00000033179
cebus_capucinus_imitator ENSCCAG00000019910
cebus_capucinus_imitator ENSCCAG00000025737
callithrix_jacchus ENSCJAG00000048452
prolemur_simus ENSPSMG00000009357
loxodonta_africana ENSLAFG00000028665
ovis_aries ENSOARG00000020183
parus_major ENSPMJG00000003372
apteryx_owenii ENSAOWG00000006535
zonotrichia_albicollis ENSZALG00000004783
lonchura_striata_domestica ENSLSDG00000004684
lepidothrix_coronata ENSLCOG00000001103
gallus_gallus ENSGALG00000049063
coturnix_japonica ENSCJPG00005013535
calidris_pygmaea ENSCPGG00000002205
dromaius_novaehollandiae ENSDNVG00000003095
apteryx_rowi ENSARWG00000006666
chelonoidis_abingdonii ENSCABG00000006728
gopherus_agassizii ENSGAGG00000015015
salvator_merianae ENSSMRG00000015452
notechis_scutatus ENSNSUG00000007650
latimeria_chalumnae ENSLACG00000006278
xiphophorus_maculatus ENSXMAG00000026209
poecilia_formosa ENSPFOG00000020872
oryzias_latipes_asm223467v1 ENSORLG00000015736
amphiprion_ocellaris ENSAOCG00000005731
acanthochromis_polyacanthus ENSAPOG00000023500
astatotilapia_calliptera ENSACLG00000015911
pundamilia_nyererei ENSPNYG00000014408
neolamprologus_brichardi ENSNBRG00000003787
amphilophus_citrinellus ENSACIG00000019226
scleropages_formosus ENSSFOG00015015753
paramormyrops_kingsleyae ENSPKIG00000009376
ictalurus_punctatus ENSIPUG00000020017
astyanax_mexicanus ENSAMXG00000030666
lepisosteus_oculatus ENSLOCG00000017712
acanthochromis_polyacanthus ENSAPOG00000011330
astatotilapia_calliptera ENSACLG00000003483
poecilia_latipinna ENSPLAG00000011124
poecilia_reticulata ENSPREG00000021827
poecilia_formosa ENSPFOG00000019925
xiphophorus_couchianus ENSXCOG00000011109
fundulus_heteroclitus ENSFHEG00000017269
kryptolebias_marmoratus ENSKMAG00000015094
cynoglossus_semilaevis ENSCSEG00000000188
scophthalmus_maximus ENSSMAG00000007028
takifugu_rubripes ENSTRUG00000012864
amphiprion_percula ENSAPEG00000021669
amphiprion_ocellaris ENSAOCG00000018351
stegastes_partitus ENSSPAG00000020636
oryzias_latipes_asm223467v1 ENSORLG00000017093
oryzias_latipes_asm223469v1 ENSORLG00015017585
oryzias_latipes_asm223471v1 ENSORLG00020003217
oryzias_melastigma ENSOMEG00000017564
pundamilia_nyererei ENSPNYG00000001314
maylandia_zebra ENSMZEG00005027032
haplochromis_burtoni ENSHBUG00000015751
mola_mola ENSMMOG00000002115
xiphophorus_maculatus ENSXMAG00000023679
poecilia_mexicana ENSPMEG00000005896
cyprinodon_variegatus ENSCVAG00000013093
mastacembelus_armatus ENSMAMG00000008183
anabas_testudineus ENSATEG00000005003
seriola_lalandi_dorsalis ENSSLDG00000003361
seriola_dumerili ENSSDUG00000010525
amphilophus_citrinellus ENSACIG00000015107
monopterus_albus ENSMALG00000005874
labrus_bergylta ENSLBEG00000025731
hippocampus_comes ENSHCOG00000017677
esox_lucius ENSELUG00000000626
pygocentrus_nattereri ENSPNAG00000010118
ictalurus_punctatus ENSIPUG00000018823
eptatretus_burgeri ENSEBUG00000007771
