apteryx_rowi ENSARWG00000015114
nothoprocta_perdicaria ENSNPEG00000016208
urocitellus_parryii ENSUPAG00010009134
marmota_marmota_marmota ENSMMMG00000002007
peromyscus_maniculatus_bairdii ENSPEMG00000028526
peromyscus_maniculatus_bairdii ENSPEMG00000025277
peromyscus_maniculatus_bairdii ENSPEMG00000027779
bos_mutus ENSBMUG00000013038
procavia_capensis ENSPCAG00000010637
dasypus_novemcinctus ENSDNOG00000030826
monopterus_albus ENSMALG00000005131
xiphophorus_couchianus ENSXCOG00000014622
hippocampus_comes ENSHCOG00000017549
