ursus_maritimus ENSUMAG00000015574
ursus_americanus ENSUAMG00000013287
bison_bison_bison ENSBBBG00000012279
jaculus_jaculus ENSJJAG00000005450
fukomys_damarensis ENSFDAG00000004727
castor_canadensis ENSCCNG00000021914
tursiops_truncatus ENSTTRG00000006317
sorex_araneus ENSSARG00000011840
choloepus_hoffmanni ENSCHOG00000005565
procavia_capensis ENSPCAG00000008573
notamacropus_eugenii ENSMEUG00000010003
anolis_carolinensis ENSACAG00000005463
pogona_vitticeps ENSPVIG00000020599
notechis_scutatus ENSNSUG00000001349
salvator_merianae ENSSMRG00000014233
sphenodon_punctatus ENSSPUG00000017677
apteryx_owenii ENSAOWG00000008979
apteryx_rowi ENSARWG00000008715
dromaius_novaehollandiae ENSDNVG00000005597
nothoprocta_perdicaria ENSNPEG00000005041
anser_brachyrhynchus ENSABRG00000002254
anas_platyrhynchos_platyrhynchos ENSAPLG00000029634
meleagris_gallopavo ENSMGAG00000006673
crocodylus_porosus ENSCPRG00005008335
gopherus_agassizii ENSGAGG00000015642
chelonoidis_abingdonii ENSCABG00000013062
chrysemys_picta_bellii ENSCPBG00000015839
pelodiscus_sinensis ENSPSIG00000004855
xenopus_tropicalis ENSXETG00000004556
latimeria_chalumnae ENSLACG00000009310
scleropages_formosus ENSSFOG00015017444
paramormyrops_kingsleyae ENSPKIG00000009825
monopterus_albus ENSMALG00000009813
mastacembelus_armatus ENSMAMG00000014320
anabas_testudineus ENSATEG00000021911
takifugu_rubripes ENSTRUG00000004984
tetraodon_nigroviridis ENSTNIG00000008717
mola_mola ENSMMOG00000005593
seriola_lalandi_dorsalis ENSSLDG00000006977
seriola_dumerili ENSSDUG00000003823
cynoglossus_semilaevis ENSCSEG00000011816
scophthalmus_maximus ENSSMAG00000002969
labrus_bergylta ENSLBEG00000005861
gasterosteus_aculeatus ENSGACG00000001694
oryzias_latipes_asm223467v1 ENSORLG00000004624
fundulus_heteroclitus ENSFHEG00000019455
stegastes_partitus ENSSPAG00000017652
poecilia_formosa ENSPFOG00000007571
poecilia_mexicana ENSPMEG00000013085
poecilia_latipinna ENSPLAG00000010104
poecilia_reticulata ENSPREG00000005923
gambusia_affinis ENSGAFG00000002790
xiphophorus_maculatus ENSXMAG00000024122
cyprinodon_variegatus ENSCVAG00000015451
kryptolebias_marmoratus ENSKMAG00000007506
oryzias_latipes_asm223469v1 ENSORLG00015004739
oryzias_latipes_asm223471v1 ENSORLG00020008333
oryzias_melastigma ENSOMEG00000020605
amphiprion_ocellaris ENSAOCG00000016233
amphiprion_percula ENSAPEG00000005392
acanthochromis_polyacanthus ENSAPOG00000010760
astatotilapia_calliptera ENSACLG00000011484
maylandia_zebra ENSMZEG00005017235
haplochromis_burtoni ENSHBUG00000001518
pundamilia_nyererei ENSPNYG00000007064
neolamprologus_brichardi ENSNBRG00000013507
oreochromis_niloticus ENSONIG00000003725
amphilophus_citrinellus ENSACIG00000009617
hippocampus_comes ENSHCOG00000004562
periophthalmus_magnuspinnatus ENSPMGG00000020409
gadus_morhua ENSGMOG00000002792
esox_lucius ENSELUG00000003805
paramormyrops_kingsleyae ENSPKIG00000010441
lepisosteus_oculatus ENSLOCG00000007491
pygocentrus_nattereri ENSPNAG00000011548
danio_rerio ENSDARG00000055291
nothoprocta_perdicaria ENSNPEG00000012094
cyanistes_caeruleus ENSCCEG00000001406
chrysemys_picta_bellii ENSCPBG00000027619
ciona_intestinalis ENSCING00000006838
ciona_savignyi ENSCSAVG00000010348
