anser_brachyrhynchus ENSABRG00000002341
anas_platyrhynchos_platyrhynchos ENSAPLG00000013499
gallus_gallus ENSGALG00000015538
coturnix_japonica ENSCJPG00005018543
meleagris_gallopavo ENSMGAG00000012807
numida_meleagris ENSNMEG00000019273
calidris_pygmaea ENSCPGG00000010191
calidris_pugnax ENSCPUG00000003078
melopsittacus_undulatus ENSMUNG00000016153
cyanistes_caeruleus ENSCCEG00000023022
parus_major ENSPMJG00000016419
ficedula_albicollis ENSFALG00000009641
junco_hyemalis ENSJHYG00000017732
zonotrichia_albicollis ENSZALG00000007579
serinus_canaria ENSSCAG00000016039
taeniopygia_guttata ENSTGUG00000010100
lonchura_striata_domestica ENSLSDG00000011467
manacus_vitellinus ENSMVIG00005003941
lepidothrix_coronata ENSLCOG00000007742
apteryx_haastii ENSAHAG00000001793
apteryx_haastii ENSAHAG00000001808
apteryx_rowi ENSARWG00000005428
apteryx_owenii ENSAOWG00000013678
dromaius_novaehollandiae ENSDNVG00000003900
nothoprocta_perdicaria ENSNPEG00000002462
crocodylus_porosus ENSCPRG00005003604
chelonoidis_abingdonii ENSCABG00000001544
gopherus_agassizii ENSGAGG00000021925
chrysemys_picta_bellii ENSCPBG00000005999
pelodiscus_sinensis ENSPSIG00000010236
pogona_vitticeps ENSPVIG00000001343
anolis_carolinensis ENSACAG00000002090
notechis_scutatus ENSNSUG00000010863
salvator_merianae ENSSMRG00000018157
sphenodon_punctatus ENSSPUG00000001954
sphenodon_punctatus ENSSPUG00000001957
phascolarctos_cinereus ENSPCIG00000028370
notamacropus_eugenii ENSMEUG00000010755
sarcophilus_harrisii ENSSHAG00000004235
monodelphis_domestica ENSMODG00000002906
pan_troglodytes ENSPTRG00000015890
pan_paniscus ENSPPAG00000037105
homo_sapiens ENSG00000170871
gorilla_gorilla ENSGGOG00000015102
pongo_abelii ENSPPYG00000014579
nomascus_leucogenys ENSNLEG00000011801
piliocolobus_tephrosceles ENSPTEG00000039113
colobus_angolensis_palliatus ENSCANG00000007864
rhinopithecus_roxellana ENSRROG00000028934
rhinopithecus_bieti ENSRBIG00000029492
papio_anubis ENSPANG00000007833
cercocebus_atys ENSCATG00000036186
mandrillus_leucophaeus ENSMLEG00000043346
theropithecus_gelada ENSTGEG00000024891
macaca_fascicularis ENSMFAG00000034581
macaca_mulatta ENSMMUG00000016999
macaca_nemestrina ENSMNEG00000044759
chlorocebus_sabaeus ENSCSAG00000016061
saimiri_boliviensis_boliviensis ENSSBOG00000026766
cebus_capucinus_imitator ENSCCAG00000023673
callithrix_jacchus ENSCJAG00000004174
aotus_nancymaae ENSANAG00000021293
carlito_syrichta ENSTSYG00000004580
prolemur_simus ENSPSMG00000025864
propithecus_coquereli ENSPCOG00000022933
microcebus_murinus ENSMICG00000032016
otolemur_garnettii ENSOGAG00000007094
tupaia_belangeri ENSTBEG00000004130
castor_canadensis ENSCCNG00000031569
dipodomys_ordii ENSDORG00000029162
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028156
mus_spicilegus ENSMSIG00000025433
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029190
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027160
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016944
rattus_norvegicus ENSRNOG00000027623
meriones_unguiculatus ENSMUGG00000023826
peromyscus_maniculatus_bairdii ENSPEMG00000009021
microtus_ochrogaster ENSMOCG00000020581
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005712
cricetulus_griseus_crigri-picr ENSCGRG00015024820
cricetulus_griseus_crigri_1.0 ENSCGRG00000015636
mesocricetus_auratus ENSMAUG00000017750
nannospalax_galili ENSNGAG00000013949
chinchilla_lanigera ENSCLAG00000007238
octodon_degus ENSODEG00000009378
cavia_porcellus ENSCPOG00000039758
cavia_aperea ENSCAPG00000017547
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017475
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011175
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019271
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015897
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008045
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012242
fukomys_damarensis ENSFDAG00000007895
urocitellus_parryii ENSUPAG00010004399
spermophilus_dauricus ENSSDAG00000013912
ictidomys_tridecemlineatus ENSSTOG00000015114
marmota_marmota_marmota ENSMMMG00000015088
dasypus_novemcinctus ENSDNOG00000034203
choloepus_hoffmanni ENSCHOG00000013042
tursiops_truncatus ENSTTRG00000014989
vicugna_pacos ENSVPAG00000006350
ovis_aries ENSOARG00000011238
capra_hircus ENSCHIG00000018335
bos_taurus ENSBTAG00000019427
bos_mutus ENSBMUG00000012532
sus_scrofa ENSSSCG00000008713
ursus_maritimus ENSUMAG00000011003
ursus_americanus ENSUAMG00000023191
ailuropoda_melanoleuca ENSAMEG00000008363
mustela_putorius_furo ENSMPUG00000010437
neovison_vison ENSNVIG00000006465
canis_lupus_dingo ENSCAFG00020014988
canis_lupus_familiaris ENSCAFG00000014342
vulpes_vulpes ENSVVUG00000000302
panthera_pardus ENSPPRG00000007996
panthera_tigris_altaica ENSPTIG00000017817
felis_catus ENSFCAG00000010024
equus_asinus_asinus ENSEASG00005005182
equus_caballus ENSECAG00000024031
pteropus_vampyrus ENSPVAG00000012055
myotis_lucifugus ENSMLUG00000010878
loxodonta_africana ENSLAFG00000007744
procavia_capensis ENSPCAG00000007529
echinops_telfairi ENSETEG00000016316
sorex_araneus ENSSARG00000012822
oryctolagus_cuniculus ENSOCUG00000017304
ochotona_princeps ENSOPRG00000001148
ornithorhynchus_anatinus ENSOANG00000011727
mus_spicilegus ENSMSIG00000024912
xenopus_tropicalis ENSXETG00000022909
bison_bison_bison ENSBBBG00000009476
paramormyrops_kingsleyae ENSPKIG00000013956
scleropages_formosus ENSSFOG00015020528
takifugu_rubripes ENSTRUG00000009220
tetraodon_nigroviridis ENSTNIG00000002642
hippocampus_comes ENSHCOG00000017647
poecilia_formosa ENSPFOG00000010281
poecilia_mexicana ENSPMEG00000024122
poecilia_latipinna ENSPLAG00000004399
poecilia_reticulata ENSPREG00000021904
xiphophorus_maculatus ENSXMAG00000011409
xiphophorus_couchianus ENSXCOG00000005688
gambusia_affinis ENSGAFG00000003566
cyprinodon_variegatus ENSCVAG00000014445
fundulus_heteroclitus ENSFHEG00000022089
kryptolebias_marmoratus ENSKMAG00000003615
cynoglossus_semilaevis ENSCSEG00000019265
mastacembelus_armatus ENSMAMG00000003775
monopterus_albus ENSMALG00000004207
anabas_testudineus ENSATEG00000020142
seriola_lalandi_dorsalis ENSSLDG00000017413
seriola_dumerili ENSSDUG00000017437
labrus_bergylta ENSLBEG00000002477
amphiprion_percula ENSAPEG00000015980
amphiprion_ocellaris ENSAOCG00000022640
acanthochromis_polyacanthus ENSAPOG00000016498
stegastes_partitus ENSSPAG00000007382
haplochromis_burtoni ENSHBUG00000010486
astatotilapia_calliptera ENSACLG00000012340
maylandia_zebra ENSMZEG00005025214
pundamilia_nyererei ENSPNYG00000019845
neolamprologus_brichardi ENSNBRG00000011338
oreochromis_niloticus ENSONIG00000001530
amphilophus_citrinellus ENSACIG00000015833
gasterosteus_aculeatus ENSGACG00000020063
gasterosteus_aculeatus ENSGACG00000020062
mola_mola ENSMMOG00000000523
oryzias_latipes_asm223471v1 ENSORLG00020013876
oryzias_latipes_asm223467v1 ENSORLG00000010733
oryzias_latipes_asm223469v1 ENSORLG00015015315
oryzias_melastigma ENSOMEG00000003609
scophthalmus_maximus ENSSMAG00000013437
periophthalmus_magnuspinnatus ENSPMGG00000003454
gadus_morhua ENSGMOG00000018268
esox_lucius ENSELUG00000011174
pygocentrus_nattereri ENSPNAG00000018597
astyanax_mexicanus ENSAMXG00000008181
ictalurus_punctatus ENSIPUG00000003621
danio_rerio ENSDARG00000052244
