anas_platyrhynchos_platyrhynchos ENSAPLG00000027344
anser_brachyrhynchus ENSABRG00000000470
gallus_gallus ENSGALG00000030242
coturnix_japonica ENSCJPG00005014098
numida_meleagris ENSNMEG00000006188
lepidothrix_coronata ENSLCOG00000006381
manacus_vitellinus ENSMVIG00005012861
melopsittacus_undulatus ENSMUNG00000005822
calidris_pygmaea ENSCPGG00000006053
calidris_pugnax ENSCPUG00000018272
apteryx_owenii ENSAOWG00000019157
apteryx_haastii ENSAHAG00000003804
apteryx_rowi ENSARWG00000007711
dromaius_novaehollandiae ENSDNVG00000008722
