calidris_pugnax ENSCPUG00000017218
melopsittacus_undulatus ENSMUNG00000011080
manacus_vitellinus ENSMVIG00005005044
lepidothrix_coronata ENSLCOG00000000831
ficedula_albicollis ENSFALG00000007107
cyanistes_caeruleus ENSCCEG00000014851
taeniopygia_guttata ENSTGUG00000008867
meleagris_gallopavo ENSMGAG00000006730
coturnix_japonica ENSCJPG00005012468
numida_meleagris ENSNMEG00000013049
apteryx_haastii ENSAHAG00000016306
apteryx_owenii ENSAOWG00000000736
apteryx_rowi ENSARWG00000006452
nothoprocta_perdicaria ENSNPEG00000004727
