caenorhabditis_elegans_strain_n2 WBGene00010771
drosophila_melanogaster FBgn0031419
chelonoidis_abingdonii ENSCABG00000015540
gopherus_agassizii ENSGAGG00000002040
chrysemys_picta_bellii ENSCPBG00000014396
pelodiscus_sinensis ENSPSIG00000015228
crocodylus_porosus ENSCPRG00005009727
anolis_carolinensis ENSACAG00000002023
pogona_vitticeps ENSPVIG00000013664
notechis_scutatus ENSNSUG00000013671
salvator_merianae ENSSMRG00000001006
sphenodon_punctatus ENSSPUG00000017358
phascolarctos_cinereus ENSPCIG00000015434
notamacropus_eugenii ENSMEUG00000000405
sarcophilus_harrisii ENSSHAG00000011545
monodelphis_domestica ENSMODG00000015998
carlito_syrichta ENSTSYG00000012283
oryctolagus_cuniculus ENSOCUG00000025170
tupaia_belangeri ENSTBEG00000010790
propithecus_coquereli ENSPCOG00000014892
microcebus_murinus ENSMICG00000044756
prolemur_simus ENSPSMG00000022170
otolemur_garnettii ENSOGAG00000024565
pan_paniscus ENSPPAG00000041007
pan_troglodytes ENSPTRG00000013116
homo_sapiens ENSG00000122085
gorilla_gorilla ENSGGOG00000036917
pongo_abelii ENSPPYG00000013347
nomascus_leucogenys ENSNLEG00000013727
macaca_mulatta ENSMMUG00000006835
macaca_fascicularis ENSMFAG00000026775
macaca_nemestrina ENSMNEG00000040061
mandrillus_leucophaeus ENSMLEG00000035945
cercocebus_atys ENSCATG00000021725
theropithecus_gelada ENSTGEG00000026856
papio_anubis ENSPANG00000014465
chlorocebus_sabaeus ENSCSAG00000005845
rhinopithecus_roxellana ENSRROG00000025293
rhinopithecus_bieti ENSRBIG00000035413
colobus_angolensis_palliatus ENSCANG00000039696
piliocolobus_tephrosceles ENSPTEG00000036118
cebus_capucinus_imitator ENSCCAG00000028780
saimiri_boliviensis_boliviensis ENSSBOG00000025209
callithrix_jacchus ENSCJAG00000006346
aotus_nancymaae ENSANAG00000026147
castor_canadensis ENSCCNG00000022327
dipodomys_ordii ENSDORG00000028393
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015256
mus_spicilegus ENSMSIG00000016399
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026273
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014452
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027688
rattus_norvegicus ENSRNOG00000037376
meriones_unguiculatus ENSMUGG00000011934
peromyscus_maniculatus_bairdii ENSPEMG00000026952
microtus_ochrogaster ENSMOCG00000010203
cricetulus_griseus_crigri-picr ENSCGRG00015016577
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006818
cricetulus_griseus_crigri_1.0 ENSCGRG00000018329
mesocricetus_auratus ENSMAUG00000000081
nannospalax_galili ENSNGAG00000023724
jaculus_jaculus ENSJJAG00000000477
chinchilla_lanigera ENSCLAG00000002565
octodon_degus ENSODEG00000010009
cavia_aperea ENSCAPG00000015425
cavia_porcellus ENSCPOG00000025700
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003898
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012438
fukomys_damarensis ENSFDAG00000020581
urocitellus_parryii ENSUPAG00010014252
spermophilus_dauricus ENSSDAG00000023386
marmota_marmota_marmota ENSMMMG00000007236
ursus_americanus ENSUAMG00000019040
ursus_maritimus ENSUMAG00000010771
ailuropoda_melanoleuca ENSAMEG00000016670
mustela_putorius_furo ENSMPUG00000000155
neovison_vison ENSNVIG00000017805
canis_lupus_dingo ENSCAFG00020025033
panthera_pardus ENSPPRG00000016102
panthera_tigris_altaica ENSPTIG00000012832
felis_catus ENSFCAG00000010451
equus_asinus_asinus ENSEASG00005008185
equus_caballus ENSECAG00000011622
myotis_lucifugus ENSMLUG00000005579
pteropus_vampyrus ENSPVAG00000000548
bos_taurus ENSBTAG00000000784
