mola_mola ENSMMOG00000010197
takifugu_rubripes ENSTRUG00000022828
labrus_bergylta ENSLBEG00000004902
gasterosteus_aculeatus ENSGACG00000009477
scophthalmus_maximus ENSSMAG00000019875
seriola_dumerili ENSSDUG00000016637
seriola_lalandi_dorsalis ENSSLDG00000003325
astatotilapia_calliptera ENSACLG00000015915
haplochromis_burtoni ENSHBUG00000007126
pundamilia_nyererei ENSPNYG00000018723
maylandia_zebra ENSMZEG00005004586
neolamprologus_brichardi ENSNBRG00000024080
amphilophus_citrinellus ENSACIG00000005540
xiphophorus_maculatus ENSXMAG00000007694
xiphophorus_couchianus ENSXCOG00000004861
poecilia_latipinna ENSPLAG00000014046
poecilia_formosa ENSPFOG00000002446
poecilia_mexicana ENSPMEG00000010633
poecilia_reticulata ENSPREG00000019805
gambusia_affinis ENSGAFG00000002256
fundulus_heteroclitus ENSFHEG00000006453
kryptolebias_marmoratus ENSKMAG00000009460
oryzias_latipes_asm223469v1 ENSORLG00015012143
oryzias_latipes_asm223467v1 ENSORLG00000026978
oryzias_latipes_asm223471v1 ENSORLG00020013559
oryzias_melastigma ENSOMEG00000010853
amphiprion_ocellaris ENSAOCG00000006012
amphiprion_percula ENSAPEG00000018204
acanthochromis_polyacanthus ENSAPOG00000014311
stegastes_partitus ENSSPAG00000016996
mastacembelus_armatus ENSMAMG00000007021
monopterus_albus ENSMALG00000013250
anabas_testudineus ENSATEG00000012377
cynoglossus_semilaevis ENSCSEG00000002303
esox_lucius ENSELUG00000015569
