sarcophilus_harrisii ENSSHAG00000011401
phascolarctos_cinereus ENSPCIG00000009288
pan_troglodytes ENSPTRG00000018176
pan_paniscus ENSPPAG00000039945
homo_sapiens ENSG00000171611
gorilla_gorilla ENSGGOG00000001370
pongo_abelii ENSPPYG00000016621
nomascus_leucogenys ENSNLEG00000028066
piliocolobus_tephrosceles ENSPTEG00000019584
colobus_angolensis_palliatus ENSCANG00000039153
rhinopithecus_bieti ENSRBIG00000008300
rhinopithecus_roxellana ENSRROG00000023789
macaca_fascicularis ENSMFAG00000031546
macaca_nemestrina ENSMNEG00000033559
macaca_mulatta ENSMMUG00000000460
cercocebus_atys ENSCATG00000041373
theropithecus_gelada ENSTGEG00000029627
mandrillus_leucophaeus ENSMLEG00000000514
papio_anubis ENSPANG00000024572
chlorocebus_sabaeus ENSCSAG00000011495
callithrix_jacchus ENSCJAG00000004651
saimiri_boliviensis_boliviensis ENSSBOG00000025093
cebus_capucinus_imitator ENSCCAG00000027445
aotus_nancymaae ENSANAG00000025975
carlito_syrichta ENSTSYG00000007403
microcebus_murinus ENSMICG00000008212
propithecus_coquereli ENSPCOG00000021697
otolemur_garnettii ENSOGAG00000012675
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022599
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036858
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021687
mus_spicilegus ENSMSIG00000011062
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020678
rattus_norvegicus ENSRNOG00000042581
meriones_unguiculatus ENSMUGG00000024643
cricetulus_griseus_crigri_1.0 ENSCGRG00000013037
cricetulus_griseus_crigri-picr ENSCGRG00015017713
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020848
mesocricetus_auratus ENSMAUG00000017220
peromyscus_maniculatus_bairdii ENSPEMG00000009914
microtus_ochrogaster ENSMOCG00000013331
nannospalax_galili ENSNGAG00000015638
jaculus_jaculus ENSJJAG00000003881
sorex_araneus ENSSARG00000014218
sorex_araneus ENSSARG00000005317
erinaceus_europaeus ENSEEUG00000012177
bos_mutus ENSBMUG00000013333
bos_taurus ENSBTAG00000017097
bison_bison_bison ENSBBBG00000004438
capra_hircus ENSCHIG00000010829
ovis_aries ENSOARG00000004223
tursiops_truncatus ENSTTRG00000006975
vicugna_pacos ENSVPAG00000008896
sus_scrofa ENSSSCG00000001650
canis_lupus_dingo ENSCAFG00020010601
canis_lupus_familiaris ENSCAFG00000031615
vulpes_vulpes ENSVVUG00000027538
neovison_vison ENSNVIG00000012211
mustela_putorius_furo ENSMPUG00000013288
ailuropoda_melanoleuca ENSAMEG00000012786
ursus_maritimus ENSUMAG00000009228
panthera_tigris_altaica ENSPTIG00000021904
panthera_pardus ENSPPRG00000023115
felis_catus ENSFCAG00000009709
pteropus_vampyrus ENSPVAG00000008698
cavia_porcellus ENSCPOG00000011961
octodon_degus ENSODEG00000015766
chinchilla_lanigera ENSCLAG00000014195
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017519
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006018
castor_canadensis ENSCCNG00000016772
ictidomys_tridecemlineatus ENSSTOG00000031403
spermophilus_dauricus ENSSDAG00000015202
urocitellus_parryii ENSUPAG00010017837
marmota_marmota_marmota ENSMMMG00000024524
oryctolagus_cuniculus ENSOCUG00000003850
ochotona_princeps ENSOPRG00000002093
choloepus_hoffmanni ENSCHOG00000004924
dasypus_novemcinctus ENSDNOG00000017645
procavia_capensis ENSPCAG00000014951
echinops_telfairi ENSETEG00000002423
loxodonta_africana ENSLAFG00000008710
chrysemys_picta_bellii ENSCPBG00000003864
pelodiscus_sinensis ENSPSIG00000002436
crocodylus_porosus ENSCPRG00005008097
