myotis_lucifugus ENSMLUG00000024352
pteropus_vampyrus ENSPVAG00000002199
ursus_americanus ENSUAMG00000017014
ursus_maritimus ENSUMAG00000004773
ailuropoda_melanoleuca ENSAMEG00000018899
mustela_putorius_furo ENSMPUG00000018931
neovison_vison ENSNVIG00000015137
canis_lupus_dingo ENSCAFG00020007603
canis_lupus_familiaris ENSCAFG00000030690
panthera_tigris_altaica ENSPTIG00000000805
panthera_pardus ENSPPRG00000021411
felis_catus ENSFCAG00000028492
vicugna_pacos ENSVPAG00000000425
sus_scrofa ENSSSCG00000011936
bos_taurus ENSBTAG00000046637
bos_mutus ENSBMUG00000011654
bison_bison_bison ENSBBBG00000014082
capra_hircus ENSCHIG00000000870
ovis_aries ENSOARG00000001810
tursiops_truncatus ENSTTRG00000012190
equus_caballus ENSECAG00000001371
pan_troglodytes ENSPTRG00000043980
pan_paniscus ENSPPAG00000006933
homo_sapiens ENSG00000177494
gorilla_gorilla ENSGGOG00000042627
pongo_abelii ENSPPYG00000013560
nomascus_leucogenys ENSNLEG00000031824
rhinopithecus_roxellana ENSRROG00000006968
rhinopithecus_bieti ENSRBIG00000027481
colobus_angolensis_palliatus ENSCANG00000004349
piliocolobus_tephrosceles ENSPTEG00000024896
mandrillus_leucophaeus ENSMLEG00000000313
papio_anubis ENSPANG00000009749
theropithecus_gelada ENSTGEG00000001442
cercocebus_atys ENSCATG00000018117
macaca_mulatta ENSMMUG00000045568
macaca_nemestrina ENSMNEG00000009750
macaca_fascicularis ENSMFAG00000029320
chlorocebus_sabaeus ENSCSAG00000018719
microcebus_murinus ENSMICG00000048897
prolemur_simus ENSPSMG00000013852
otolemur_garnettii ENSOGAG00000034292
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020520
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019570
marmota_marmota_marmota ENSMMMG00000011743
castor_canadensis ENSCCNG00000004117
oryctolagus_cuniculus ENSOCUG00000029023
dasypus_novemcinctus ENSDNOG00000013027
choloepus_hoffmanni ENSCHOG00000009685
sorex_araneus ENSSARG00000010422
phascolarctos_cinereus ENSPCIG00000002120
notamacropus_eugenii ENSMEUG00000007529
monodelphis_domestica ENSMODG00000025309
ornithorhynchus_anatinus ENSOANG00000015761
gopherus_agassizii ENSGAGG00000024244
chelonoidis_abingdonii ENSCABG00000000877
chrysemys_picta_bellii ENSCPBG00000006777
