taeniopygia_guttata ENSTGUG00000000532
lonchura_striata_domestica ENSLSDG00000004341
serinus_canaria ENSSCAG00000003709
ficedula_albicollis ENSFALG00000003449
zonotrichia_albicollis ENSZALG00000011667
parus_major ENSPMJG00000001356
cyanistes_caeruleus ENSCCEG00000010111
manacus_vitellinus ENSMVIG00005020033
lepidothrix_coronata ENSLCOG00000004746
calidris_pygmaea ENSCPGG00000016967
calidris_pugnax ENSCPUG00000015005
melopsittacus_undulatus ENSMUNG00000011998
anser_brachyrhynchus ENSABRG00000016160
anas_platyrhynchos_platyrhynchos ENSAPLG00000012739
coturnix_japonica ENSCJPG00005009482
meleagris_gallopavo ENSMGAG00000006591
gallus_gallus ENSGALG00000012620
numida_meleagris ENSNMEG00000017634
apteryx_owenii ENSAOWG00000013885
apteryx_rowi ENSARWG00000010514
apteryx_haastii ENSAHAG00000011378
dromaius_novaehollandiae ENSDNVG00000009345
nothoprocta_perdicaria ENSNPEG00000008794
crocodylus_porosus ENSCPRG00005010014
chelonoidis_abingdonii ENSCABG00000005810
gopherus_agassizii ENSGAGG00000009432
chrysemys_picta_bellii ENSCPBG00000005393
pelodiscus_sinensis ENSPSIG00000008386
pogona_vitticeps ENSPVIG00000015707
anolis_carolinensis ENSACAG00000012983
notechis_scutatus ENSNSUG00000014356
salvator_merianae ENSSMRG00000019202
sphenodon_punctatus ENSSPUG00000004239
phascolarctos_cinereus ENSPCIG00000028141
notamacropus_eugenii ENSMEUG00000001238
sarcophilus_harrisii ENSSHAG00000014543
monodelphis_domestica ENSMODG00000002769
procavia_capensis ENSPCAG00000015875
loxodonta_africana ENSLAFG00000006976
echinops_telfairi ENSETEG00000015672
choloepus_hoffmanni ENSCHOG00000004020
dasypus_novemcinctus ENSDNOG00000013103
pteropus_vampyrus ENSPVAG00000002587
myotis_lucifugus ENSMLUG00000016236
equus_asinus_asinus ENSEASG00005020045
equus_caballus ENSECAG00000000141
bos_taurus ENSBTAG00000009903
bos_mutus ENSBMUG00000015452
bison_bison_bison ENSBBBG00000001995
capra_hircus ENSCHIG00000013837
ovis_aries ENSOARG00000008578
tursiops_truncatus ENSTTRG00000010875
sus_scrofa ENSSSCG00000027312
ursus_americanus ENSUAMG00000004488
ursus_maritimus ENSUMAG00000008813
ailuropoda_melanoleuca ENSAMEG00000011568
mustela_putorius_furo ENSMPUG00000006714
neovison_vison ENSNVIG00000012267
canis_lupus_dingo ENSCAFG00020022802
canis_lupus_familiaris ENSCAFG00000001246
vulpes_vulpes ENSVVUG00000022848
panthera_pardus ENSPPRG00000019039
panthera_tigris_altaica ENSPTIG00000007887
felis_catus ENSFCAG00000011205
erinaceus_europaeus ENSEEUG00000005583
chinchilla_lanigera ENSCLAG00000016919
octodon_degus ENSODEG00000016019
cavia_porcellus ENSCPOG00000002376
cavia_aperea ENSCAPG00000011926
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009673
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013236
fukomys_damarensis ENSFDAG00000013230
marmota_marmota_marmota ENSMMMG00000002556
spermophilus_dauricus ENSSDAG00000003642
urocitellus_parryii ENSUPAG00010017414
ictidomys_tridecemlineatus ENSSTOG00000011544
dipodomys_ordii ENSDORG00000001320
castor_canadensis ENSCCNG00000006773
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019514
mus_spicilegus ENSMSIG00000020849
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021466
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018634
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019698
rattus_norvegicus ENSRNOG00000019354
meriones_unguiculatus ENSMUGG00000012125
cricetulus_griseus_crigri-picr ENSCGRG00015013295
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010176
cricetulus_griseus_crigri_1.0 ENSCGRG00000001640
mesocricetus_auratus ENSMAUG00000014816
microtus_ochrogaster ENSMOCG00000022943
peromyscus_maniculatus_bairdii ENSPEMG00000016117
nannospalax_galili ENSNGAG00000006843
jaculus_jaculus ENSJJAG00000016228
