oryzias_latipes_asm223471v1 ENSORLG00020018728
oryzias_latipes_asm223469v1 ENSORLG00015009737
oryzias_latipes_asm223467v1 ENSORLG00000000342
oryzias_melastigma ENSOMEG00000014108
cynoglossus_semilaevis ENSCSEG00000008953
seriola_dumerili ENSSDUG00000023287
seriola_lalandi_dorsalis ENSSLDG00000006526
scophthalmus_maximus ENSSMAG00000014427
mastacembelus_armatus ENSMAMG00000019512
monopterus_albus ENSMALG00000020832
anabas_testudineus ENSATEG00000019509
amphiprion_ocellaris ENSAOCG00000003656
amphiprion_percula ENSAPEG00000005347
acanthochromis_polyacanthus ENSAPOG00000010410
stegastes_partitus ENSSPAG00000005567
poecilia_formosa ENSPFOG00000008355
poecilia_latipinna ENSPLAG00000000715
xiphophorus_maculatus ENSXMAG00000013083
gambusia_affinis ENSGAFG00000005235
poecilia_mexicana ENSPMEG00000010965
poecilia_reticulata ENSPREG00000013454
xiphophorus_couchianus ENSXCOG00000018298
cyprinodon_variegatus ENSCVAG00000005202
fundulus_heteroclitus ENSFHEG00000017406
kryptolebias_marmoratus ENSKMAG00000011014
maylandia_zebra ENSMZEG00005002536
astatotilapia_calliptera ENSACLG00000019339
pundamilia_nyererei ENSPNYG00000009919
haplochromis_burtoni ENSHBUG00000018686
neolamprologus_brichardi ENSNBRG00000009331
oreochromis_niloticus ENSONIG00000009478
amphilophus_citrinellus ENSACIG00000018196
tetraodon_nigroviridis ENSTNIG00000011290
takifugu_rubripes ENSTRUG00000000444
takifugu_rubripes ENSTRUG00000002112
mola_mola ENSMMOG00000020172
gasterosteus_aculeatus ENSGACG00000014954
labrus_bergylta ENSLBEG00000006842
hippocampus_comes ENSHCOG00000007684
periophthalmus_magnuspinnatus ENSPMGG00000007981
gadus_morhua ENSGMOG00000009584
esox_lucius ENSELUG00000012860
astyanax_mexicanus ENSAMXG00000013648
pygocentrus_nattereri ENSPNAG00000026240
ictalurus_punctatus ENSIPUG00000015452
danio_rerio ENSDARG00000038024
scleropages_formosus ENSSFOG00015023716
paramormyrops_kingsleyae ENSPKIG00000019578
lepisosteus_oculatus ENSLOCG00000006800
latimeria_chalumnae ENSLACG00000013829
xenopus_tropicalis ENSXETG00000008469
phascolarctos_cinereus ENSPCIG00000025413
notamacropus_eugenii ENSMEUG00000006050
sarcophilus_harrisii ENSSHAG00000018656
monodelphis_domestica ENSMODG00000009702
vicugna_pacos ENSVPAG00000005127
prolemur_simus ENSPSMG00000007645
tursiops_truncatus ENSTTRG00000000988
tursiops_truncatus ENSTTRG00000007638
ovis_aries ENSOARG00000019628
capra_hircus ENSCHIG00000011750
bos_taurus ENSBTAG00000027696
bison_bison_bison ENSBBBG00000007701
bos_mutus ENSBMUG00000024488
ovis_aries ENSOARG00000019620
capra_hircus ENSCHIG00000011716
bos_taurus ENSBTAG00000027694
bos_mutus ENSBMUG00000024480
bison_bison_bison ENSBBBG00000017832
sus_scrofa ENSSSCG00000032605
sus_scrofa ENSSSCG00000035603
vicugna_pacos ENSVPAG00000005128
ursus_americanus ENSUAMG00000006297
ursus_maritimus ENSUMAG00000016390
ailuropoda_melanoleuca ENSAMEG00000019656
ailuropoda_melanoleuca ENSAMEG00000019627
ailuropoda_melanoleuca ENSAMEG00000019596
canis_lupus_dingo ENSCAFG00020006961
canis_lupus_familiaris ENSCAFG00000013536
canis_lupus_dingo ENSCAFG00020006963
canis_lupus_familiaris ENSCAFG00000029150
vulpes_vulpes ENSVVUG00000010109
vulpes_vulpes ENSVVUG00000012634
mustela_putorius_furo ENSMPUG00000019114
felis_catus ENSFCAG00000042123
panthera_pardus ENSPPRG00000021116
felis_catus ENSFCAG00000044570
panthera_pardus ENSPPRG00000021101
equus_caballus ENSECAG00000029002
equus_caballus ENSECAG00000000927
equus_asinus_asinus ENSEASG00005022512
equus_asinus_asinus ENSEASG00005022507
pteropus_vampyrus ENSPVAG00000010387
pteropus_vampyrus ENSPVAG00000010388
myotis_lucifugus ENSMLUG00000005133
myotis_lucifugus ENSMLUG00000005126
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020287
fukomys_damarensis ENSFDAG00000011998
chinchilla_lanigera ENSCLAG00000017938
chinchilla_lanigera ENSCLAG00000013714
