chelonoidis_abingdonii ENSCABG00000020457
gopherus_agassizii ENSGAGG00000020184
gopherus_agassizii ENSGAGG00000016146
chrysemys_picta_bellii ENSCPBG00000006873
pelodiscus_sinensis ENSPSIG00000013461
junco_hyemalis ENSJHYG00000007014
ficedula_albicollis ENSFALG00000003269
parus_major ENSPMJG00000002322
taeniopygia_guttata ENSTGUG00000009832
melopsittacus_undulatus ENSMUNG00000001451
numida_meleagris ENSNMEG00000017678
meleagris_gallopavo ENSMGAG00000012176
anser_brachyrhynchus ENSABRG00000020655
anas_platyrhynchos_platyrhynchos ENSAPLG00000021270
calidris_pugnax ENSCPUG00000011992
lonchura_striata_domestica ENSLSDG00000016444
zonotrichia_albicollis ENSZALG00000002908
lepidothrix_coronata ENSLCOG00000006687
crocodylus_porosus ENSCPRG00005017315
sphenodon_punctatus ENSSPUG00000001399
pogona_vitticeps ENSPVIG00000001949
anolis_carolinensis ENSACAG00000002531
notechis_scutatus ENSNSUG00000003951
salvator_merianae ENSSMRG00000022064
sphenodon_punctatus ENSSPUG00000001408
rhinopithecus_roxellana ENSRROG00000037596
piliocolobus_tephrosceles ENSPTEG00000034670
macaca_fascicularis ENSMFAG00000038175
macaca_nemestrina ENSMNEG00000042323
macaca_mulatta ENSMMUG00000009812
theropithecus_gelada ENSTGEG00000028138
mandrillus_leucophaeus ENSMLEG00000040154
nomascus_leucogenys ENSNLEG00000028056
pan_paniscus ENSPPAG00000038896
pan_troglodytes ENSPTRG00000018828
homo_sapiens ENSG00000071994
gorilla_gorilla ENSGGOG00000028229
pongo_abelii ENSPPYG00000017193
pongo_abelii ENSPPYG00000029411
nomascus_leucogenys ENSNLEG00000000295
macaca_fascicularis ENSMFAG00000032658
macaca_mulatta ENSMMUG00000019916
macaca_nemestrina ENSMNEG00000034337
theropithecus_gelada ENSTGEG00000028095
cercocebus_atys ENSCATG00000032228
papio_anubis ENSPANG00000007068
chlorocebus_sabaeus ENSCSAG00000011842
piliocolobus_tephrosceles ENSPTEG00000010675
piliocolobus_tephrosceles ENSPTEG00000018582
rhinopithecus_roxellana ENSRROG00000036084
rhinopithecus_bieti ENSRBIG00000026175
colobus_angolensis_palliatus ENSCANG00000031067
callithrix_jacchus ENSCJAG00000020634
callithrix_jacchus ENSCJAG00000011691
callithrix_jacchus ENSCJAG00000014106
cebus_capucinus_imitator ENSCCAG00000027150
saimiri_boliviensis_boliviensis ENSSBOG00000020934
saimiri_boliviensis_boliviensis ENSSBOG00000027641
aotus_nancymaae ENSANAG00000023919
carlito_syrichta ENSTSYG00000001523
propithecus_coquereli ENSPCOG00000014932
microcebus_murinus ENSMICG00000007474
prolemur_simus ENSPSMG00000012773
otolemur_garnettii ENSOGAG00000014002
cricetulus_griseus_crigri-picr ENSCGRG00015015162
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010000
cricetulus_griseus_crigri_1.0 ENSCGRG00000006759
mesocricetus_auratus ENSMAUG00000019788
peromyscus_maniculatus_bairdii ENSPEMG00000017134
microtus_ochrogaster ENSMOCG00000003901
mus_spicilegus ENSMSIG00000027968
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021998
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000014771
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021097
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023412
rattus_norvegicus ENSRNOG00000001490
meriones_unguiculatus ENSMUGG00000018753
nannospalax_galili ENSNGAG00000012198
jaculus_jaculus ENSJJAG00000016458
castor_canadensis ENSCCNG00000030377
urocitellus_parryii ENSUPAG00010006653
urocitellus_parryii ENSUPAG00010000844
marmota_marmota_marmota ENSMMMG00000007705
ictidomys_tridecemlineatus ENSSTOG00000022768
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004142
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010138
fukomys_damarensis ENSFDAG00000017539
chinchilla_lanigera ENSCLAG00000009531
octodon_degus ENSODEG00000000428
ochotona_princeps ENSOPRG00000008013
oryctolagus_cuniculus ENSOCUG00000007984
tupaia_belangeri ENSTBEG00000005670
pteropus_vampyrus ENSPVAG00000010822
myotis_lucifugus ENSMLUG00000001177
equus_asinus_asinus ENSEASG00005001019
equus_caballus ENSECAG00000016819
ursus_americanus ENSUAMG00000006271
ursus_americanus ENSUAMG00000003374
ursus_maritimus ENSUMAG00000008528
ailuropoda_melanoleuca ENSAMEG00000017075
mustela_putorius_furo ENSMPUG00000007227
neovison_vison ENSNVIG00000001853
canis_lupus_familiaris ENSCAFG00000030429
vulpes_vulpes ENSVVUG00000006970
panthera_pardus ENSPPRG00000000740
panthera_tigris_altaica ENSPTIG00000005573
felis_catus ENSFCAG00000007037
bos_taurus ENSBTAG00000011179
bos_mutus ENSBMUG00000026204
capra_hircus ENSCHIG00000017776
ovis_aries ENSOARG00000005152
sus_scrofa ENSSSCG00000036197
sus_scrofa ENSSSCG00000034403
sus_scrofa ENSSSCG00000034331
vicugna_pacos ENSVPAG00000006526
choloepus_hoffmanni ENSCHOG00000000439
loxodonta_africana ENSLAFG00000007648
procavia_capensis ENSPCAG00000002864
sarcophilus_harrisii ENSSHAG00000015896
phascolarctos_cinereus ENSPCIG00000008265
monodelphis_domestica ENSMODG00000005477
ornithorhynchus_anatinus ENSOANG00000012859
xenopus_tropicalis ENSXETG00000008555
latimeria_chalumnae ENSLACG00000005872
paramormyrops_kingsleyae ENSPKIG00000008058
scleropages_formosus ENSSFOG00015015298
labrus_bergylta ENSLBEG00000002972
gasterosteus_aculeatus ENSGACG00000016144
cynoglossus_semilaevis ENSCSEG00000009150
monopterus_albus ENSMALG00000006096
mastacembelus_armatus ENSMAMG00000020288
anabas_testudineus ENSATEG00000021033
mola_mola ENSMMOG00000015351
seriola_dumerili ENSSDUG00000000477
seriola_lalandi_dorsalis ENSSLDG00000024016
scophthalmus_maximus ENSSMAG00000004807
fundulus_heteroclitus ENSFHEG00000010612
cyprinodon_variegatus ENSCVAG00000010600
poecilia_mexicana ENSPMEG00000012057
poecilia_latipinna ENSPLAG00000014493
poecilia_formosa ENSPFOG00000014811
poecilia_reticulata ENSPREG00000010037
xiphophorus_maculatus ENSXMAG00000014929
gambusia_affinis ENSGAFG00000005411
