anser_brachyrhynchus ENSABRG00000020460
anas_platyrhynchos_platyrhynchos ENSAPLG00000020958
coturnix_japonica ENSCJPG00005010973
coturnix_japonica ENSCJPG00005020435
melopsittacus_undulatus ENSMUNG00000004188
calidris_pugnax ENSCPUG00000019175
calidris_pugnax ENSCPUG00000019174
calidris_pygmaea ENSCPGG00000016122
nothoprocta_perdicaria ENSNPEG00000008028
manacus_vitellinus ENSMVIG00005012814
manacus_vitellinus ENSMVIG00005012811
lonchura_striata_domestica ENSLSDG00000015970
apteryx_haastii ENSAHAG00000008327
apteryx_rowi ENSARWG00000004348
pogona_vitticeps ENSPVIG00000009565
salvator_merianae ENSSMRG00000014441
mus_spicilegus ENSMSIG00000002920
bos_mutus ENSBMUG00000017376
