pan_paniscus ENSPPAG00000027688
pan_troglodytes ENSPTRG00000013908
homo_sapiens ENSG00000157557
gorilla_gorilla ENSGGOG00000015464
pongo_abelii ENSPPYG00000011421
nomascus_leucogenys ENSNLEG00000004804
macaca_fascicularis ENSMFAG00000042503
macaca_mulatta ENSMMUG00000009063
macaca_nemestrina ENSMNEG00000029078
cercocebus_atys ENSCATG00000032809
mandrillus_leucophaeus ENSMLEG00000024380
papio_anubis ENSPANG00000024567
theropithecus_gelada ENSTGEG00000024166
chlorocebus_sabaeus ENSCSAG00000008454
rhinopithecus_roxellana ENSRROG00000039824
rhinopithecus_bieti ENSRBIG00000033816
colobus_angolensis_palliatus ENSCANG00000035992
piliocolobus_tephrosceles ENSPTEG00000001271
callithrix_jacchus ENSCJAG00000008102
saimiri_boliviensis_boliviensis ENSSBOG00000033069
cebus_capucinus_imitator ENSCCAG00000032051
aotus_nancymaae ENSANAG00000035263
carlito_syrichta ENSTSYG00000011695
propithecus_coquereli ENSPCOG00000003472
microcebus_murinus ENSMICG00000026895
prolemur_simus ENSPSMG00000022910
otolemur_garnettii ENSOGAG00000006580
tupaia_belangeri ENSTBEG00000017397
ursus_americanus ENSUAMG00000022971
ursus_maritimus ENSUMAG00000000475
ailuropoda_melanoleuca ENSAMEG00000016631
mustela_putorius_furo ENSMPUG00000008494
neovison_vison ENSNVIG00000016916
canis_lupus_familiaris ENSCAFG00000009978
canis_lupus_dingo ENSCAFG00020024353
vulpes_vulpes ENSVVUG00000024499
panthera_pardus ENSPPRG00000006275
panthera_tigris_altaica ENSPTIG00000021524
felis_catus ENSFCAG00000007489
equus_asinus_asinus ENSEASG00005006072
equus_caballus ENSECAG00000021269
bos_mutus ENSBMUG00000005080
bos_taurus ENSBTAG00000009214
bison_bison_bison ENSBBBG00000017725
capra_hircus ENSCHIG00000015389
ovis_aries ENSOARG00000014532
tursiops_truncatus ENSTTRG00000000796
vicugna_pacos ENSVPAG00000002062
sus_scrofa ENSSSCG00000038948
castor_canadensis ENSCCNG00000003327
dipodomys_ordii ENSDORG00000006046
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022895
mus_spicilegus ENSMSIG00000015834
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021902
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020996
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016701
rattus_norvegicus ENSRNOG00000001647
meriones_unguiculatus ENSMUGG00000006776
cricetulus_griseus_crigri-picr ENSCGRG00015016355
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019241
cricetulus_griseus_crigri_1.0 ENSCGRG00000006623
mesocricetus_auratus ENSMAUG00000012072
microtus_ochrogaster ENSMOCG00000011500
peromyscus_maniculatus_bairdii ENSPEMG00000012273
nannospalax_galili ENSNGAG00000017753
jaculus_jaculus ENSJJAG00000000366
chinchilla_lanigera ENSCLAG00000005803
octodon_degus ENSODEG00000012054
cavia_porcellus ENSCPOG00000015014
cavia_aperea ENSCAPG00000017429
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013424
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017830
fukomys_damarensis ENSFDAG00000008873
urocitellus_parryii ENSUPAG00010020230
ictidomys_tridecemlineatus ENSSTOG00000024655
marmota_marmota_marmota ENSMMMG00000004068
spermophilus_dauricus ENSSDAG00000003487
ochotona_princeps ENSOPRG00000002895
oryctolagus_cuniculus ENSOCUG00000005861
erinaceus_europaeus ENSEEUG00000015949
sorex_araneus ENSSARG00000007289
myotis_lucifugus ENSMLUG00000009370
pteropus_vampyrus ENSPVAG00000012135
dasypus_novemcinctus ENSDNOG00000011451
choloepus_hoffmanni ENSCHOG00000008991
loxodonta_africana ENSLAFG00000004469
