lepidothrix_coronata ENSLCOG00000006171
junco_hyemalis ENSJHYG00000011318
calidris_pygmaea ENSCPGG00000011722
anser_brachyrhynchus ENSABRG00000020461
taeniopygia_guttata ENSTGUG00000016221
lonchura_striata_domestica ENSLSDG00000016239
parus_major ENSPMJG00000009805
ficedula_albicollis ENSFALG00000015352
calidris_pugnax ENSCPUG00000017952
anas_platyrhynchos_platyrhynchos ENSAPLG00000009666
apteryx_owenii ENSAOWG00000017893
nothoprocta_perdicaria ENSNPEG00000003106
apteryx_rowi ENSARWG00000007935
crocodylus_porosus ENSCPRG00005002572
gopherus_agassizii ENSGAGG00000017646
chelonoidis_abingdonii ENSCABG00000000712
chrysemys_picta_bellii ENSCPBG00000025674
pogona_vitticeps ENSPVIG00000021685
notechis_scutatus ENSNSUG00000000907
salvator_merianae ENSSMRG00000011870
capra_hircus ENSCHIG00000005202
ovis_aries ENSOARG00000003647
bos_taurus ENSBTAG00000020244
bos_mutus ENSBMUG00000012363
bison_bison_bison ENSBBBG00000003307
tursiops_truncatus ENSTTRG00000016164
sus_scrofa ENSSSCG00000006530
ursus_americanus ENSUAMG00000020717
ailuropoda_melanoleuca ENSAMEG00000011340
mustela_putorius_furo ENSMPUG00000005713
neovison_vison ENSNVIG00000018580
canis_lupus_dingo ENSCAFG00020007828
canis_lupus_familiaris ENSCAFG00000017069
vulpes_vulpes ENSVVUG00000002281
panthera_pardus ENSPPRG00000025090
panthera_tigris_altaica ENSPTIG00000018875
felis_catus ENSFCAG00000026350
equus_asinus_asinus ENSEASG00005019435
equus_caballus ENSECAG00000021383
myotis_lucifugus ENSMLUG00000004219
erinaceus_europaeus ENSEEUG00000006408
castor_canadensis ENSCCNG00000020187
dipodomys_ordii ENSDORG00000011610
spermophilus_dauricus ENSSDAG00000023787
marmota_marmota_marmota ENSMMMG00000015766
ictidomys_tridecemlineatus ENSSTOG00000008809
urocitellus_parryii ENSUPAG00010002094
microtus_ochrogaster ENSMOCG00000011525
peromyscus_maniculatus_bairdii ENSPEMG00000018840
cricetulus_griseus_crigri_1.0 ENSCGRG00000005830
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024279
cricetulus_griseus_crigri-picr ENSCGRG00015002705
mesocricetus_auratus ENSMAUG00000005456
mus_spicilegus ENSMSIG00000026349
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027954
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026143
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025200
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026644
rattus_norvegicus ENSRNOG00000020573
meriones_unguiculatus ENSMUGG00000001098
nannospalax_galili ENSNGAG00000002862
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010075
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014389
fukomys_damarensis ENSFDAG00000007818
chinchilla_lanigera ENSCLAG00000003890
octodon_degus ENSODEG00000010045
cavia_porcellus ENSCPOG00000039989
oryctolagus_cuniculus ENSOCUG00000004307
ochotona_princeps ENSOPRG00000004023
tupaia_belangeri ENSTBEG00000010956
propithecus_coquereli ENSPCOG00000019401
prolemur_simus ENSPSMG00000023089
microcebus_murinus ENSMICG00000008020
otolemur_garnettii ENSOGAG00000013826
carlito_syrichta ENSTSYG00000007579
mandrillus_leucophaeus ENSMLEG00000041113
chlorocebus_sabaeus ENSCSAG00000001994
macaca_nemestrina ENSMNEG00000036345
macaca_fascicularis ENSMFAG00000041110
macaca_mulatta ENSMMUG00000005350
papio_anubis ENSPANG00000007433
cercocebus_atys ENSCATG00000029922
theropithecus_gelada ENSTGEG00000022687
rhinopithecus_roxellana ENSRROG00000043924
rhinopithecus_bieti ENSRBIG00000044135
piliocolobus_tephrosceles ENSPTEG00000032883
colobus_angolensis_palliatus ENSCANG00000030865
homo_sapiens ENSG00000169242
gorilla_gorilla ENSGGOG00000009290
pan_troglodytes ENSPTRG00000001407
pan_paniscus ENSPPAG00000027186
pongo_abelii ENSPPYG00000000759
nomascus_leucogenys ENSNLEG00000028088
saimiri_boliviensis_boliviensis ENSSBOG00000035322
callithrix_jacchus ENSCJAG00000009031
cebus_capucinus_imitator ENSCCAG00000026209
aotus_nancymaae ENSANAG00000022433
jaculus_jaculus ENSJJAG00000018482
procavia_capensis ENSPCAG00000016745
loxodonta_africana ENSLAFG00000000222
dasypus_novemcinctus ENSDNOG00000011385
sorex_araneus ENSSARG00000007391
phascolarctos_cinereus ENSPCIG00000030718
sarcophilus_harrisii ENSSHAG00000007019
monodelphis_domestica ENSMODG00000017111
ornithorhynchus_anatinus ENSOANG00000002262
xenopus_tropicalis ENSXETG00000019428
latimeria_chalumnae ENSLACG00000010191
paramormyrops_kingsleyae ENSPKIG00000013998
scleropages_formosus ENSSFOG00015021574
amphiprion_ocellaris ENSAOCG00000010039
amphiprion_percula ENSAPEG00000003805
stegastes_partitus ENSSPAG00000022216
acanthochromis_polyacanthus ENSAPOG00000009361
cynoglossus_semilaevis ENSCSEG00000002151
periophthalmus_magnuspinnatus ENSPMGG00000022361
poecilia_formosa ENSPFOG00000022557
poecilia_mexicana ENSPMEG00000019591
poecilia_latipinna ENSPLAG00000002797
poecilia_reticulata ENSPREG00000017235
xiphophorus_couchianus ENSXCOG00000019551
xiphophorus_maculatus ENSXMAG00000007271
gambusia_affinis ENSGAFG00000014895
fundulus_heteroclitus ENSFHEG00000020759
cyprinodon_variegatus ENSCVAG00000023094
kryptolebias_marmoratus ENSKMAG00000002482
oryzias_latipes_asm223471v1 ENSORLG00020009939
oryzias_latipes_asm223469v1 ENSORLG00015015895
oryzias_latipes_asm223467v1 ENSORLG00000009810
oryzias_melastigma ENSOMEG00000007282
oryzias_melastigma ENSOMEG00000007437
maylandia_zebra ENSMZEG00005015381
pundamilia_nyererei ENSPNYG00000005166
haplochromis_burtoni ENSHBUG00000001131
astatotilapia_calliptera ENSACLG00000018993
neolamprologus_brichardi ENSNBRG00000005100
oreochromis_niloticus ENSONIG00000006305
amphilophus_citrinellus ENSACIG00000010394
seriola_dumerili ENSSDUG00000005679
seriola_lalandi_dorsalis ENSSLDG00000014522
scophthalmus_maximus ENSSMAG00000016748
monopterus_albus ENSMALG00000020501
mastacembelus_armatus ENSMAMG00000014132
anabas_testudineus ENSATEG00000023721
takifugu_rubripes ENSTRUG00000023974
tetraodon_nigroviridis ENSTNIG00000018328
mola_mola ENSMMOG00000003695
labrus_bergylta ENSLBEG00000005294
gasterosteus_aculeatus ENSGACG00000012018
hippocampus_comes ENSHCOG00000008012
gadus_morhua ENSGMOG00000019142
esox_lucius ENSELUG00000011870
pygocentrus_nattereri ENSPNAG00000027825
astyanax_mexicanus ENSAMXG00000032247
ictalurus_punctatus ENSIPUG00000003656
danio_rerio ENSDARG00000018787
acanthochromis_polyacanthus ENSAPOG00000005375
oryzias_melastigma ENSOMEG00000006394
oryzias_latipes_asm223467v1 ENSORLG00000029418
oryzias_latipes_asm223469v1 ENSORLG00015008862
oryzias_latipes_asm223471v1 ENSORLG00020014719
gasterosteus_aculeatus ENSGACG00000004534
amphiprion_ocellaris ENSAOCG00000017827
amphiprion_percula ENSAPEG00000008353
stegastes_partitus ENSSPAG00000000030
astatotilapia_calliptera ENSACLG00000009980
maylandia_zebra ENSMZEG00005026547
haplochromis_burtoni ENSHBUG00000020735
pundamilia_nyererei ENSPNYG00000010806
neolamprologus_brichardi ENSNBRG00000016557
oreochromis_niloticus ENSONIG00000019727
amphilophus_citrinellus ENSACIG00000004128
kryptolebias_marmoratus ENSKMAG00000011385
mastacembelus_armatus ENSMAMG00000016844
monopterus_albus ENSMALG00000018773
anabas_testudineus ENSATEG00000009466
seriola_dumerili ENSSDUG00000018101
seriola_lalandi_dorsalis ENSSLDG00000014614
scophthalmus_maximus ENSSMAG00000003221
labrus_bergylta ENSLBEG00000026593
takifugu_rubripes ENSTRUG00000010820
tetraodon_nigroviridis ENSTNIG00000017558
mola_mola ENSMMOG00000016473
cynoglossus_semilaevis ENSCSEG00000007442
poecilia_mexicana ENSPMEG00000011993
poecilia_formosa ENSPFOG00000009606
poecilia_latipinna ENSPLAG00000001333
poecilia_reticulata ENSPREG00000019616
gambusia_affinis ENSGAFG00000005742
xiphophorus_couchianus ENSXCOG00000019809
xiphophorus_maculatus ENSXMAG00000014802
cyprinodon_variegatus ENSCVAG00000017560
fundulus_heteroclitus ENSFHEG00000011761
hippocampus_comes ENSHCOG00000002631
periophthalmus_magnuspinnatus ENSPMGG00000001269
gadus_morhua ENSGMOG00000010954
astyanax_mexicanus ENSAMXG00000009770
pygocentrus_nattereri ENSPNAG00000017599
ictalurus_punctatus ENSIPUG00000007772
danio_rerio ENSDARG00000030326
scleropages_formosus ENSSFOG00015010090
paramormyrops_kingsleyae ENSPKIG00000002356
