lepisosteus_oculatus ENSLOCG00000004310
paramormyrops_kingsleyae ENSPKIG00000008367
apteryx_rowi ENSARWG00000008891
apteryx_haastii ENSAHAG00000003337
apteryx_owenii ENSAOWG00000009368
dromaius_novaehollandiae ENSDNVG00000004998
anser_brachyrhynchus ENSABRG00000020154
anas_platyrhynchos_platyrhynchos ENSAPLG00000005989
meleagris_gallopavo ENSMGAG00000015097
gallus_gallus ENSGALG00000035726
coturnix_japonica ENSCJPG00005020434
numida_meleagris ENSNMEG00000019370
parus_major ENSPMJG00000017475
cyanistes_caeruleus ENSCCEG00000023776
ficedula_albicollis ENSFALG00000008570
taeniopygia_guttata ENSTGUG00000014446
taeniopygia_guttata ENSTGUG00000011607
lonchura_striata_domestica ENSLSDG00000000171
serinus_canaria ENSSCAG00000006561
zonotrichia_albicollis ENSZALG00000011645
junco_hyemalis ENSJHYG00000011486
lepidothrix_coronata ENSLCOG00000003748
manacus_vitellinus ENSMVIG00005001139
melopsittacus_undulatus ENSMUNG00000005108
calidris_pugnax ENSCPUG00000013423
calidris_pygmaea ENSCPGG00000009374
crocodylus_porosus ENSCPRG00005012285
chelonoidis_abingdonii ENSCABG00000001407
gopherus_agassizii ENSGAGG00000007380
chrysemys_picta_bellii ENSCPBG00000020464
pelodiscus_sinensis ENSPSIG00000012352
pogona_vitticeps ENSPVIG00000021251
anolis_carolinensis ENSACAG00000009188
notechis_scutatus ENSNSUG00000013286
salvator_merianae ENSSMRG00000013118
sphenodon_punctatus ENSSPUG00000004920
taeniopygia_guttata ENSTGUG00000014074
phascolarctos_cinereus ENSPCIG00000022190
notamacropus_eugenii ENSMEUG00000015187
sarcophilus_harrisii ENSSHAG00000017900
monodelphis_domestica ENSMODG00000009045
choloepus_hoffmanni ENSCHOG00000013520
dasypus_novemcinctus ENSDNOG00000001582
loxodonta_africana ENSLAFG00000015599
procavia_capensis ENSPCAG00000006704
echinops_telfairi ENSETEG00000001983
ovis_aries ENSOARG00000012379
capra_hircus ENSCHIG00000006089
bos_mutus ENSBMUG00000023185
bos_taurus ENSBTAG00000018572
bison_bison_bison ENSBBBG00000012586
tursiops_truncatus ENSTTRG00000002813
vicugna_pacos ENSVPAG00000006354
sus_scrofa ENSSSCG00000009314
equus_asinus_asinus ENSEASG00005022471
equus_caballus ENSECAG00000002171
myotis_lucifugus ENSMLUG00000002582
pteropus_vampyrus ENSPVAG00000011525
ursus_maritimus ENSUMAG00000016979
ursus_americanus ENSUAMG00000023222
ailuropoda_melanoleuca ENSAMEG00000002354
mustela_putorius_furo ENSMPUG00000005073
neovison_vison ENSNVIG00000002880
canis_lupus_familiaris ENSCAFG00000006716
canis_lupus_dingo ENSCAFG00020025240
vulpes_vulpes ENSVVUG00000009247
panthera_pardus ENSPPRG00000005326
panthera_tigris_altaica ENSPTIG00000013522
felis_catus ENSFCAG00000004539
erinaceus_europaeus ENSEEUG00000009552
sorex_araneus ENSSARG00000010421
castor_canadensis ENSCCNG00000019840
dipodomys_ordii ENSDORG00000010727
peromyscus_maniculatus_bairdii ENSPEMG00000012278
microtus_ochrogaster ENSMOCG00000015945
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010328
cricetulus_griseus_crigri-picr ENSCGRG00015016805
cricetulus_griseus_crigri_1.0 ENSCGRG00000009726
mesocricetus_auratus ENSMAUG00000011952
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029037
mus_spicilegus ENSMSIG00000023851
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042817
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028039
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024605
rattus_norvegicus ENSRNOG00000054764
nannospalax_galili ENSNGAG00000022203
jaculus_jaculus ENSJJAG00000004796
octodon_degus ENSODEG00000007884
chinchilla_lanigera ENSCLAG00000007093
cavia_porcellus ENSCPOG00000007285
cavia_aperea ENSCAPG00000017649
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005717
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011873
fukomys_damarensis ENSFDAG00000003309
urocitellus_parryii ENSUPAG00010018139
ictidomys_tridecemlineatus ENSSTOG00000002925
spermophilus_dauricus ENSSDAG00000016546
marmota_marmota_marmota ENSMMMG00000021498
oryctolagus_cuniculus ENSOCUG00000004897
ochotona_princeps ENSOPRG00000006804
pan_troglodytes ENSPTRG00000005740
pan_paniscus ENSPPAG00000015701
gorilla_gorilla ENSGGOG00000000882
homo_sapiens ENSG00000122025
pongo_abelii ENSPPYG00000005244
nomascus_leucogenys ENSNLEG00000000372
colobus_angolensis_palliatus ENSCANG00000041500
piliocolobus_tephrosceles ENSPTEG00000018614
rhinopithecus_roxellana ENSRROG00000032511
rhinopithecus_bieti ENSRBIG00000042399
theropithecus_gelada ENSTGEG00000020250
papio_anubis ENSPANG00000009315
cercocebus_atys ENSCATG00000014529
mandrillus_leucophaeus ENSMLEG00000037398
macaca_fascicularis ENSMFAG00000044854
macaca_mulatta ENSMMUG00000016139
macaca_nemestrina ENSMNEG00000032442
chlorocebus_sabaeus ENSCSAG00000017973
saimiri_boliviensis_boliviensis ENSSBOG00000026666
cebus_capucinus_imitator ENSCCAG00000022587
callithrix_jacchus ENSCJAG00000019405
aotus_nancymaae ENSANAG00000025242
carlito_syrichta ENSTSYG00000011237
propithecus_coquereli ENSPCOG00000024372
microcebus_murinus ENSMICG00000016201
prolemur_simus ENSPSMG00000023610
otolemur_garnettii ENSOGAG00000016694
tupaia_belangeri ENSTBEG00000015242
ornithorhynchus_anatinus ENSOANG00000009067
xenopus_tropicalis ENSXETG00000032628
