prolemur_simus ENSPSMG00000009193
microcebus_murinus ENSMICG00000043985
pan_paniscus ENSPPAG00000015477
pan_troglodytes ENSPTRG00000010247
homo_sapiens ENSG00000172000
gorilla_gorilla ENSGGOG00000008748
nomascus_leucogenys ENSNLEG00000002456
colobus_angolensis_palliatus ENSCANG00000026167
piliocolobus_tephrosceles ENSPTEG00000019382
rhinopithecus_roxellana ENSRROG00000007558
rhinopithecus_bieti ENSRBIG00000044050
mandrillus_leucophaeus ENSMLEG00000035339
cercocebus_atys ENSCATG00000039430
papio_anubis ENSPANG00000010009
macaca_mulatta ENSMMUG00000048942
macaca_fascicularis ENSMFAG00000039163
chlorocebus_sabaeus ENSCSAG00000011448
cebus_capucinus_imitator ENSCCAG00000003367
spermophilus_dauricus ENSSDAG00000007643
urocitellus_parryii ENSUPAG00010013554
marmota_marmota_marmota ENSMMMG00000016520
castor_canadensis ENSCCNG00000008846
neovison_vison ENSNVIG00000005545
mustela_putorius_furo ENSMPUG00000006599
ailuropoda_melanoleuca ENSAMEG00000005362
vulpes_vulpes ENSVVUG00000002841
canis_lupus_dingo ENSCAFG00020018221
canis_lupus_familiaris ENSCAFG00000032592
panthera_pardus ENSPPRG00000004017
panthera_tigris_altaica ENSPTIG00000011070
felis_catus ENSFCAG00000035410
equus_asinus_asinus ENSEASG00005022052
equus_caballus ENSECAG00000021726
