loxodonta_africana ENSLAFG00000010699
procavia_capensis ENSPCAG00000005828
echinops_telfairi ENSETEG00000002854
dasypus_novemcinctus ENSDNOG00000044343
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018214
mus_spicilegus ENSMSIG00000010673
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041623
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017368
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018498
rattus_norvegicus ENSRNOG00000024780
meriones_unguiculatus ENSMUGG00000022096
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012424
cricetulus_griseus_crigri-picr ENSCGRG00015011170
cricetulus_griseus_crigri_1.0 ENSCGRG00000011788
mesocricetus_auratus ENSMAUG00000017201
microtus_ochrogaster ENSMOCG00000013577
peromyscus_maniculatus_bairdii ENSPEMG00000003795
nannospalax_galili ENSNGAG00000013491
spermophilus_dauricus ENSSDAG00000023099
urocitellus_parryii ENSUPAG00010002605
ictidomys_tridecemlineatus ENSSTOG00000001843
marmota_marmota_marmota ENSMMMG00000010220
chinchilla_lanigera ENSCLAG00000002268
cavia_porcellus ENSCPOG00000023336
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014146
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010149
fukomys_damarensis ENSFDAG00000016015
castor_canadensis ENSCCNG00000030445
oryctolagus_cuniculus ENSOCUG00000024538
ochotona_princeps ENSOPRG00000007474
pan_troglodytes ENSPTRG00000009597
pan_paniscus ENSPPAG00000013380
gorilla_gorilla ENSGGOG00000012758
homo_sapiens ENSG00000141219
pongo_abelii ENSPPYG00000008588
nomascus_leucogenys ENSNLEG00000001374
theropithecus_gelada ENSTGEG00000026872
papio_anubis ENSPANG00000020329
macaca_fascicularis ENSMFAG00000046042
macaca_mulatta ENSMMUG00000001269
macaca_nemestrina ENSMNEG00000019592
cercocebus_atys ENSCATG00000041538
mandrillus_leucophaeus ENSMLEG00000043102
chlorocebus_sabaeus ENSCSAG00000004421
piliocolobus_tephrosceles ENSPTEG00000001893
colobus_angolensis_palliatus ENSCANG00000037228
rhinopithecus_roxellana ENSRROG00000041255
rhinopithecus_bieti ENSRBIG00000037539
cebus_capucinus_imitator ENSCCAG00000028752
saimiri_boliviensis_boliviensis ENSSBOG00000026614
callithrix_jacchus ENSCJAG00000019913
aotus_nancymaae ENSANAG00000036430
carlito_syrichta ENSTSYG00000030506
microcebus_murinus ENSMICG00000043063
prolemur_simus ENSPSMG00000025623
propithecus_coquereli ENSPCOG00000000067
otolemur_garnettii ENSOGAG00000013150
tupaia_belangeri ENSTBEG00000012653
bos_taurus ENSBTAG00000006089
bos_mutus ENSBMUG00000003489
bison_bison_bison ENSBBBG00000023213
capra_hircus ENSCHIG00000015125
ovis_aries ENSOARG00000013622
tursiops_truncatus ENSTTRG00000005236
sus_scrofa ENSSSCG00000017246
vicugna_pacos ENSVPAG00000007163
erinaceus_europaeus ENSEEUG00000013225
equus_caballus ENSECAG00000024819
equus_asinus_asinus ENSEASG00005018760
pteropus_vampyrus ENSPVAG00000006734
myotis_lucifugus ENSMLUG00000016691
ursus_maritimus ENSUMAG00000007860
ursus_americanus ENSUAMG00000007720
ailuropoda_melanoleuca ENSAMEG00000002700
mustela_putorius_furo ENSMPUG00000014285
neovison_vison ENSNVIG00000009332
canis_lupus_dingo ENSCAFG00020021521
canis_lupus_familiaris ENSCAFG00000004505
vulpes_vulpes ENSVVUG00000009696
panthera_tigris_altaica ENSPTIG00000008684
panthera_pardus ENSPPRG00000000554
felis_catus ENSFCAG00000004742
ornithorhynchus_anatinus ENSOANG00000009569
gopherus_agassizii ENSGAGG00000020578
chelonoidis_abingdonii ENSCABG00000011795
chrysemys_picta_bellii ENSCPBG00000010266
pelodiscus_sinensis ENSPSIG00000018196
