ciona_intestinalis ENSCING00000006718
ciona_savignyi ENSCSAVG00000007957
seriola_dumerili ENSSDUG00000004262
seriola_lalandi_dorsalis ENSSLDG00000025061
scophthalmus_maximus ENSSMAG00000000645
monopterus_albus ENSMALG00000014472
mastacembelus_armatus ENSMAMG00000010686
gasterosteus_aculeatus ENSGACG00000019705
labrus_bergylta ENSLBEG00000017265
amphiprion_ocellaris ENSAOCG00000024304
amphiprion_percula ENSAPEG00000004862
acanthochromis_polyacanthus ENSAPOG00000009125
stegastes_partitus ENSSPAG00000020055
maylandia_zebra ENSMZEG00005007165
astatotilapia_calliptera ENSACLG00000025054
pundamilia_nyererei ENSPNYG00000020685
haplochromis_burtoni ENSHBUG00000008335
neolamprologus_brichardi ENSNBRG00000004567
oreochromis_niloticus ENSONIG00000011648
amphilophus_citrinellus ENSACIG00000019462
tetraodon_nigroviridis ENSTNIG00000007584
takifugu_rubripes ENSTRUG00000016111
mola_mola ENSMMOG00000002206
fundulus_heteroclitus ENSFHEG00000020131
cyprinodon_variegatus ENSCVAG00000011556
xiphophorus_maculatus ENSXMAG00000010984
xiphophorus_couchianus ENSXCOG00000013571
gambusia_affinis ENSGAFG00000016103
poecilia_mexicana ENSPMEG00000001448
poecilia_formosa ENSPFOG00000003585
poecilia_latipinna ENSPLAG00000022199
poecilia_reticulata ENSPREG00000004018
kryptolebias_marmoratus ENSKMAG00000015284
oryzias_latipes_asm223467v1 ENSORLG00000014394
oryzias_latipes_asm223469v1 ENSORLG00015014666
oryzias_latipes_asm223471v1 ENSORLG00020015906
oryzias_melastigma ENSOMEG00000020563
oryzias_melastigma ENSOMEG00000008618
anabas_testudineus ENSATEG00000016870
cynoglossus_semilaevis ENSCSEG00000009250
periophthalmus_magnuspinnatus ENSPMGG00000003546
hippocampus_comes ENSHCOG00000014337
gadus_morhua ENSGMOG00000002889
esox_lucius ENSELUG00000023156
astyanax_mexicanus ENSAMXG00000036192
pygocentrus_nattereri ENSPNAG00000008566
ictalurus_punctatus ENSIPUG00000023039
danio_rerio ENSDARG00000007764
labrus_bergylta ENSLBEG00000020616
gasterosteus_aculeatus ENSGACG00000011888
xiphophorus_maculatus ENSXMAG00000028598
xiphophorus_couchianus ENSXCOG00000020456
gambusia_affinis ENSGAFG00000006627
poecilia_mexicana ENSPMEG00000008850
poecilia_latipinna ENSPLAG00000006017
poecilia_formosa ENSPFOG00000016698
poecilia_reticulata ENSPREG00000017147
cyprinodon_variegatus ENSCVAG00000006719
fundulus_heteroclitus ENSFHEG00000018372
kryptolebias_marmoratus ENSKMAG00000005460
oryzias_latipes_asm223467v1 ENSORLG00000010837
oryzias_latipes_asm223471v1 ENSORLG00020021778
oryzias_latipes_asm223469v1 ENSORLG00015012460
oryzias_melastigma ENSOMEG00000010257
astatotilapia_calliptera ENSACLG00000027123
pundamilia_nyererei ENSPNYG00000001816
haplochromis_burtoni ENSHBUG00000009084
neolamprologus_brichardi ENSNBRG00000003054
maylandia_zebra ENSMZEG00005019079
oreochromis_niloticus ENSONIG00000014770
amphilophus_citrinellus ENSACIG00000005634
amphiprion_ocellaris ENSAOCG00000022239
amphiprion_percula ENSAPEG00000005873
acanthochromis_polyacanthus ENSAPOG00000000490
stegastes_partitus ENSSPAG00000000795
takifugu_rubripes ENSTRUG00000009752
tetraodon_nigroviridis ENSTNIG00000012133
mola_mola ENSMMOG00000013090
periophthalmus_magnuspinnatus ENSPMGG00000022381
seriola_dumerili ENSSDUG00000016606
seriola_lalandi_dorsalis ENSSLDG00000024742
scophthalmus_maximus ENSSMAG00000006351
monopterus_albus ENSMALG00000004275
mastacembelus_armatus ENSMAMG00000007667
anabas_testudineus ENSATEG00000021931
cynoglossus_semilaevis ENSCSEG00000006002
hippocampus_comes ENSHCOG00000011349
gadus_morhua ENSGMOG00000007003
esox_lucius ENSELUG00000023351
scleropages_formosus ENSSFOG00015003594
paramormyrops_kingsleyae ENSPKIG00000007124
lepisosteus_oculatus ENSLOCG00000015965
parus_major ENSPMJG00000012437
cyanistes_caeruleus ENSCCEG00000004284
taeniopygia_guttata ENSTGUG00000001895
lonchura_striata_domestica ENSLSDG00000007806
serinus_canaria ENSSCAG00000012276
ficedula_albicollis ENSFALG00000005029
junco_hyemalis ENSJHYG00000017369
manacus_vitellinus ENSMVIG00005006024
manacus_vitellinus ENSMVIG00005003154
lepidothrix_coronata ENSLCOG00000009027
anas_platyrhynchos_platyrhynchos ENSAPLG00000004036
anser_brachyrhynchus ENSABRG00000006842
calidris_pygmaea ENSCPGG00000011640
calidris_pugnax ENSCPUG00000004923
melopsittacus_undulatus ENSMUNG00000012546
apteryx_owenii ENSAOWG00000013611
apteryx_rowi ENSARWG00000000085
apteryx_haastii ENSAHAG00000019285
dromaius_novaehollandiae ENSDNVG00000017655
nothoprocta_perdicaria ENSNPEG00000015504
gallus_gallus ENSGALG00000008013
coturnix_japonica ENSCJPG00005000554
meleagris_gallopavo ENSMGAG00000003019
numida_meleagris ENSNMEG00000000084
crocodylus_porosus ENSCPRG00005002307
chelonoidis_abingdonii ENSCABG00000010041
gopherus_agassizii ENSGAGG00000005941
chrysemys_picta_bellii ENSCPBG00000017517
pelodiscus_sinensis ENSPSIG00000016603
anolis_carolinensis ENSACAG00000001582
pogona_vitticeps ENSPVIG00000003160
notechis_scutatus ENSNSUG00000012645
salvator_merianae ENSSMRG00000013540
sphenodon_punctatus ENSSPUG00000000803
sarcophilus_harrisii ENSSHAG00000004388
monodelphis_domestica ENSMODG00000014616
phascolarctos_cinereus ENSPCIG00000020722
notamacropus_eugenii ENSMEUG00000001257
propithecus_coquereli ENSPCOG00000028330
microcebus_murinus ENSMICG00000009171
prolemur_simus ENSPSMG00000025896
otolemur_garnettii ENSOGAG00000005536
gorilla_gorilla ENSGGOG00000000677
homo_sapiens ENSG00000128607
pan_paniscus ENSPPAG00000035194
pan_troglodytes ENSPTRG00000019687
pongo_abelii ENSPPYG00000017999
nomascus_leucogenys ENSNLEG00000012718
piliocolobus_tephrosceles ENSPTEG00000031938
colobus_angolensis_palliatus ENSCANG00000032798
rhinopithecus_bieti ENSRBIG00000029127
rhinopithecus_roxellana ENSRROG00000030633
macaca_nemestrina ENSMNEG00000045353
macaca_mulatta ENSMMUG00000009325
macaca_fascicularis ENSMFAG00000041650
theropithecus_gelada ENSTGEG00000022608
papio_anubis ENSPANG00000021002
cercocebus_atys ENSCATG00000045133
mandrillus_leucophaeus ENSMLEG00000043186
chlorocebus_sabaeus ENSCSAG00000009874
cebus_capucinus_imitator ENSCCAG00000015546
saimiri_boliviensis_boliviensis ENSSBOG00000023838
callithrix_jacchus ENSCJAG00000044282
aotus_nancymaae ENSANAG00000037633
tupaia_belangeri ENSTBEG00000015527
castor_canadensis ENSCCNG00000018898
dipodomys_ordii ENSDORG00000006507
cricetulus_griseus_crigri-picr ENSCGRG00015026565
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004463
cricetulus_griseus_crigri_1.0 ENSCGRG00000006133
mesocricetus_auratus ENSMAUG00000008524
microtus_ochrogaster ENSMOCG00000021616
peromyscus_maniculatus_bairdii ENSPEMG00000031304
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029184
mus_spicilegus ENSMSIG00000021851
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029775
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028184
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021942
rattus_norvegicus ENSRNOG00000010267
meriones_unguiculatus ENSMUGG00000001078
nannospalax_galili ENSNGAG00000015572
jaculus_jaculus ENSJJAG00000012472
