ciona_intestinalis ENSCING00000009344
ciona_savignyi ENSCSAVG00000008957
ciona_savignyi ENSCSAVG00000003605
paramormyrops_kingsleyae ENSPKIG00000021895
scleropages_formosus ENSSFOG00015023930
labrus_bergylta ENSLBEG00000008827
gasterosteus_aculeatus ENSGACG00000020054
mola_mola ENSMMOG00000007120
scophthalmus_maximus ENSSMAG00000005484
cynoglossus_semilaevis ENSCSEG00000004613
seriola_dumerili ENSSDUG00000016290
seriola_lalandi_dorsalis ENSSLDG00000005072
mastacembelus_armatus ENSMAMG00000016384
monopterus_albus ENSMALG00000012390
anabas_testudineus ENSATEG00000022667
poecilia_mexicana ENSPMEG00000003355
poecilia_latipinna ENSPLAG00000023934
poecilia_formosa ENSPFOG00000001021
poecilia_reticulata ENSPREG00000022628
xiphophorus_couchianus ENSXCOG00000013861
xiphophorus_maculatus ENSXMAG00000015455
gambusia_affinis ENSGAFG00000016195
fundulus_heteroclitus ENSFHEG00000003252
cyprinodon_variegatus ENSCVAG00000015623
kryptolebias_marmoratus ENSKMAG00000013501
oryzias_latipes_asm223467v1 ENSORLG00000016609
oryzias_latipes_asm223471v1 ENSORLG00020008274
oryzias_latipes_asm223469v1 ENSORLG00015007466
oryzias_melastigma ENSOMEG00000003082
amphiprion_ocellaris ENSAOCG00000015147
amphiprion_percula ENSAPEG00000021994
stegastes_partitus ENSSPAG00000003428
haplochromis_burtoni ENSHBUG00000008199
pundamilia_nyererei ENSPNYG00000021749
astatotilapia_calliptera ENSACLG00000016155
maylandia_zebra ENSMZEG00005014640
neolamprologus_brichardi ENSNBRG00000011657
oreochromis_niloticus ENSONIG00000017833
amphilophus_citrinellus ENSACIG00000013318
takifugu_rubripes ENSTRUG00000014921
tetraodon_nigroviridis ENSTNIG00000012671
periophthalmus_magnuspinnatus ENSPMGG00000023545
hippocampus_comes ENSHCOG00000018637
gadus_morhua ENSGMOG00000007738
esox_lucius ENSELUG00000001354
pygocentrus_nattereri ENSPNAG00000019140
astyanax_mexicanus ENSAMXG00000029060
ictalurus_punctatus ENSIPUG00000019028
danio_rerio ENSDARG00000007366
lepisosteus_oculatus ENSLOCG00000015737
latimeria_chalumnae ENSLACG00000004361
apteryx_owenii ENSAOWG00000006680
apteryx_haastii ENSAHAG00000018214
apteryx_rowi ENSARWG00000011736
dromaius_novaehollandiae ENSDNVG00000011453
nothoprocta_perdicaria ENSNPEG00000007508
anser_brachyrhynchus ENSABRG00000011591
anas_platyrhynchos_platyrhynchos ENSAPLG00000003873
gallus_gallus ENSGALG00000011414
coturnix_japonica ENSCJPG00005005008
meleagris_gallopavo ENSMGAG00000011454
numida_meleagris ENSNMEG00000007617
lepidothrix_coronata ENSLCOG00000008148
manacus_vitellinus ENSMVIG00005002147
taeniopygia_guttata ENSTGUG00000008491
lonchura_striata_domestica ENSLSDG00000016580
parus_major ENSPMJG00000012902
cyanistes_caeruleus ENSCCEG00000011753
ficedula_albicollis ENSFALG00000010808
zonotrichia_albicollis ENSZALG00000010487
junco_hyemalis ENSJHYG00000011846
serinus_canaria ENSSCAG00000007086
melopsittacus_undulatus ENSMUNG00000004341
calidris_pygmaea ENSCPGG00000006988
calidris_pugnax ENSCPUG00000002609
crocodylus_porosus ENSCPRG00005019106
chelonoidis_abingdonii ENSCABG00000003988
gopherus_agassizii ENSGAGG00000014796
chrysemys_picta_bellii ENSCPBG00000001992
pelodiscus_sinensis ENSPSIG00000015618
pogona_vitticeps ENSPVIG00000023810
anolis_carolinensis ENSACAG00000014029
notechis_scutatus ENSNSUG00000017048
salvator_merianae ENSSMRG00000011278
sphenodon_punctatus ENSSPUG00000014575
phascolarctos_cinereus ENSPCIG00000026940
notamacropus_eugenii ENSMEUG00000009759
sarcophilus_harrisii ENSSHAG00000012599
monodelphis_domestica ENSMODG00000008049
procavia_capensis ENSPCAG00000001556
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031352
choloepus_hoffmanni ENSCHOG00000010645
loxodonta_africana ENSLAFG00000009812
echinops_telfairi ENSETEG00000009317
dasypus_novemcinctus ENSDNOG00000033550
castor_canadensis ENSCCNG00000023191
dipodomys_ordii ENSDORG00000001718
