tetraodon_nigroviridis ENSTNIG00000004914
takifugu_rubripes ENSTRUG00000005014
mola_mola ENSMMOG00000013339
pundamilia_nyererei ENSPNYG00000009336
astatotilapia_calliptera ENSACLG00000007177
maylandia_zebra ENSMZEG00005022055
haplochromis_burtoni ENSHBUG00000021144
neolamprologus_brichardi ENSNBRG00000020356
oreochromis_niloticus ENSONIG00000001628
cyprinodon_variegatus ENSCVAG00000010242
amphiprion_ocellaris ENSAOCG00000024088
amphiprion_percula ENSAPEG00000018930
acanthochromis_polyacanthus ENSAPOG00000022397
stegastes_partitus ENSSPAG00000001496
mastacembelus_armatus ENSMAMG00000016675
gasterosteus_aculeatus ENSGACG00000004260
cynoglossus_semilaevis ENSCSEG00000002931
anabas_testudineus ENSATEG00000000879
poecilia_formosa ENSPFOG00000002089
poecilia_mexicana ENSPMEG00000003553
poecilia_latipinna ENSPLAG00000006900
poecilia_reticulata ENSPREG00000004286
gambusia_affinis ENSGAFG00000001426
fundulus_heteroclitus ENSFHEG00000014519
kryptolebias_marmoratus ENSKMAG00000017651
oryzias_latipes_asm223469v1 ENSORLG00015016035
oryzias_latipes_asm223467v1 ENSORLG00000001855
oryzias_melastigma ENSOMEG00000000298
labrus_bergylta ENSLBEG00000020734
periophthalmus_magnuspinnatus ENSPMGG00000005054
monopterus_albus ENSMALG00000006669
xiphophorus_maculatus ENSXMAG00000025505
xiphophorus_maculatus ENSXMAG00000016622
stegastes_partitus ENSSPAG00000022164
amphilophus_citrinellus ENSACIG00000012287
oryzias_latipes_asm223471v1 ENSORLG00020021334
seriola_dumerili ENSSDUG00000018266
seriola_lalandi_dorsalis ENSSLDG00000015873
scophthalmus_maximus ENSSMAG00000002234
hippocampus_comes ENSHCOG00000007692
gadus_morhua ENSGMOG00000017312
esox_lucius ENSELUG00000010151
pygocentrus_nattereri ENSPNAG00000013592
astyanax_mexicanus ENSAMXG00000016371
ictalurus_punctatus ENSIPUG00000013644
danio_rerio ENSDARG00000074702
scleropages_formosus ENSSFOG00015017513
paramormyrops_kingsleyae ENSPKIG00000024019
lepisosteus_oculatus ENSLOCG00000003044
phascolarctos_cinereus ENSPCIG00000025476
notamacropus_eugenii ENSMEUG00000016532
sarcophilus_harrisii ENSSHAG00000010317
monodelphis_domestica ENSMODG00000016267
castor_canadensis ENSCCNG00000013201
dipodomys_ordii ENSDORG00000013169
mus_spicilegus ENSMSIG00000031303
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025617
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074582
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024697
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026139
rattus_norvegicus ENSRNOG00000007485
meriones_unguiculatus ENSMUGG00000005555
microtus_ochrogaster ENSMOCG00000019572
peromyscus_maniculatus_bairdii ENSPEMG00000022186
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018645
cricetulus_griseus_crigri-picr ENSCGRG00015019527
cricetulus_griseus_crigri_1.0 ENSCGRG00000010074
mesocricetus_auratus ENSMAUG00000012203
nannospalax_galili ENSNGAG00000023275
jaculus_jaculus ENSJJAG00000010494
urocitellus_parryii ENSUPAG00010021992
