anser_brachyrhynchus ENSABRG00000006353
anas_platyrhynchos_platyrhynchos ENSAPLG00000012318
meleagris_gallopavo ENSMGAG00000002741
coturnix_japonica ENSCJPG00005012004
numida_meleagris ENSNMEG00000013085
zonotrichia_albicollis ENSZALG00000012780
junco_hyemalis ENSJHYG00000002305
serinus_canaria ENSSCAG00000006043
taeniopygia_guttata ENSTGUG00000005300
taeniopygia_guttata ENSTGUG00000005299
lonchura_striata_domestica ENSLSDG00000015762
cyanistes_caeruleus ENSCCEG00000008550
parus_major ENSPMJG00000014129
ficedula_albicollis ENSFALG00000007049
lepidothrix_coronata ENSLCOG00000015435
calidris_pygmaea ENSCPGG00000018982
calidris_pugnax ENSCPUG00000010501
melopsittacus_undulatus ENSMUNG00000001138
apteryx_haastii ENSAHAG00000018694
apteryx_owenii ENSAOWG00000009961
apteryx_rowi ENSARWG00000008457
nothoprocta_perdicaria ENSNPEG00000007819
chelonoidis_abingdonii ENSCABG00000005536
