gallus_gallus ENSGALG00000006795
coturnix_japonica ENSCJPG00005009706
meleagris_gallopavo ENSMGAG00000002633
numida_meleagris ENSNMEG00000012281
anser_brachyrhynchus ENSABRG00000004265
anas_platyrhynchos_platyrhynchos ENSAPLG00000024795
manacus_vitellinus ENSMVIG00005017136
lepidothrix_coronata ENSLCOG00000004320
parus_major ENSPMJG00000008610
cyanistes_caeruleus ENSCCEG00000005692
ficedula_albicollis ENSFALG00000006109
junco_hyemalis ENSJHYG00000006374
zonotrichia_albicollis ENSZALG00000010125
serinus_canaria ENSSCAG00000007902
lonchura_striata_domestica ENSLSDG00000010646
calidris_pygmaea ENSCPGG00000007432
calidris_pugnax ENSCPUG00000013998
melopsittacus_undulatus ENSMUNG00000008956
taeniopygia_guttata ENSTGUG00000000361
apteryx_owenii ENSAOWG00000000270
apteryx_rowi ENSARWG00000003596
apteryx_haastii ENSAHAG00000014049
dromaius_novaehollandiae ENSDNVG00000011000
nothoprocta_perdicaria ENSNPEG00000002957
crocodylus_porosus ENSCPRG00005004103
chelonoidis_abingdonii ENSCABG00000009845
gopherus_agassizii ENSGAGG00000022465
chrysemys_picta_bellii ENSCPBG00000007843
pelodiscus_sinensis ENSPSIG00000013920
anolis_carolinensis ENSACAG00000002324
pogona_vitticeps ENSPVIG00000006080
notechis_scutatus ENSNSUG00000015434
salvator_merianae ENSSMRG00000021903
sphenodon_punctatus ENSSPUG00000010850
ornithorhynchus_anatinus ENSOANG00000002702
pan_troglodytes ENSPTRG00000004373
pan_paniscus ENSPPAG00000026533
gorilla_gorilla ENSGGOG00000012500
homo_sapiens ENSG00000172350
pongo_abelii ENSPPYG00000003958
nomascus_leucogenys ENSNLEG00000007388
piliocolobus_tephrosceles ENSPTEG00000016793
colobus_angolensis_palliatus ENSCANG00000042950
rhinopithecus_roxellana ENSRROG00000033037
rhinopithecus_bieti ENSRBIG00000040510
cercocebus_atys ENSCATG00000041496
mandrillus_leucophaeus ENSMLEG00000021581
papio_anubis ENSPANG00000004725
theropithecus_gelada ENSTGEG00000025207
macaca_mulatta ENSMMUG00000013799
macaca_nemestrina ENSMNEG00000027399
macaca_fascicularis ENSMFAG00000046033
chlorocebus_sabaeus ENSCSAG00000002519
cebus_capucinus_imitator ENSCCAG00000036509
callithrix_jacchus ENSCJAG00000013965
saimiri_boliviensis_boliviensis ENSSBOG00000028262
aotus_nancymaae ENSANAG00000035838
carlito_syrichta ENSTSYG00000014140
propithecus_coquereli ENSPCOG00000017713
microcebus_murinus ENSMICG00000002738
prolemur_simus ENSPSMG00000004351
otolemur_garnettii ENSOGAG00000007307
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017291
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015270
fukomys_damarensis ENSFDAG00000004046
chinchilla_lanigera ENSCLAG00000012102
octodon_degus ENSODEG00000008192
cavia_porcellus ENSCPOG00000006495
cavia_aperea ENSCAPG00000015442
urocitellus_parryii ENSUPAG00010018446
ictidomys_tridecemlineatus ENSSTOG00000014465
spermophilus_dauricus ENSSDAG00000017512
marmota_marmota_marmota ENSMMMG00000022429
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033243
mus_spicilegus ENSMSIG00000006744
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032131
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032106
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014975
rattus_norvegicus ENSRNOG00000008862
meriones_unguiculatus ENSMUGG00000010144
cricetulus_griseus_crigri_1.0 ENSCGRG00000004702
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017119
cricetulus_griseus_crigri-picr ENSCGRG00015014875
mesocricetus_auratus ENSMAUG00000009172
microtus_ochrogaster ENSMOCG00000021558
microtus_ochrogaster ENSMOCG00000016515
peromyscus_maniculatus_bairdii ENSPEMG00000013354
nannospalax_galili ENSNGAG00000023878
jaculus_jaculus ENSJJAG00000018308
castor_canadensis ENSCCNG00000021221
dipodomys_ordii ENSDORG00000001982
ursus_americanus ENSUAMG00000014514
ursus_maritimus ENSUMAG00000000220
ailuropoda_melanoleuca ENSAMEG00000000032
neovison_vison ENSNVIG00000002915
mustela_putorius_furo ENSMPUG00000005292
canis_lupus_dingo ENSCAFG00020012680
canis_lupus_familiaris ENSCAFG00000012198
vulpes_vulpes ENSVVUG00000023133
panthera_pardus ENSPPRG00000004699
panthera_tigris_altaica ENSPTIG00000015957
felis_catus ENSFCAG00000001166
equus_caballus ENSECAG00000004092
equus_asinus_asinus ENSEASG00005003953
pteropus_vampyrus ENSPVAG00000005600
ovis_aries ENSOARG00000013929
capra_hircus ENSCHIG00000021072
bos_taurus ENSBTAG00000011800
bos_mutus ENSBMUG00000010619
