gasterosteus_aculeatus ENSGACG00000007552
takifugu_rubripes ENSTRUG00000013401
scophthalmus_maximus ENSSMAG00000002852
cynoglossus_semilaevis ENSCSEG00000003565
astatotilapia_calliptera ENSACLG00000026965
haplochromis_burtoni ENSHBUG00000011616
maylandia_zebra ENSMZEG00005004409
oreochromis_niloticus ENSONIG00000005647
acanthochromis_polyacanthus ENSAPOG00000012868
monopterus_albus ENSMALG00000021438
amphiprion_ocellaris ENSAOCG00000022932
amphiprion_ocellaris ENSAOCG00000001653
anabas_testudineus ENSATEG00000021191
mastacembelus_armatus ENSMAMG00000001645
seriola_lalandi_dorsalis ENSSLDG00000022556
labrus_bergylta ENSLBEG00000016286
poecilia_latipinna ENSPLAG00000013969
poecilia_mexicana ENSPMEG00000004202
poecilia_formosa ENSPFOG00000016360
xiphophorus_maculatus ENSXMAG00000025835
cyprinodon_variegatus ENSCVAG00000003626
kryptolebias_marmoratus ENSKMAG00000022160
oryzias_latipes_asm223467v1 ENSORLG00000023507
oryzias_latipes_asm223471v1 ENSORLG00020016976
oryzias_melastigma ENSOMEG00000001870
gadus_morhua ENSGMOG00000000563
esox_lucius ENSELUG00000004609
pygocentrus_nattereri ENSPNAG00000025917
astyanax_mexicanus ENSAMXG00000000123
danio_rerio ENSDARG00000070239
scleropages_formosus ENSSFOG00015016698
scleropages_formosus ENSSFOG00015016740
paramormyrops_kingsleyae ENSPKIG00000003148
lepisosteus_oculatus ENSLOCG00000012703
phascolarctos_cinereus ENSPCIG00000027872
notamacropus_eugenii ENSMEUG00000013807
sarcophilus_harrisii ENSSHAG00000015307
monodelphis_domestica ENSMODG00000000294
sorex_araneus ENSSARG00000002810
erinaceus_europaeus ENSEEUG00000003713
ursus_maritimus ENSUMAG00000012467
ursus_americanus ENSUAMG00000008162
ailuropoda_melanoleuca ENSAMEG00000016983
neovison_vison ENSNVIG00000016861
mustela_putorius_furo ENSMPUG00000008531
canis_lupus_familiaris ENSCAFG00000009202
canis_lupus_dingo ENSCAFG00020005776
vulpes_vulpes ENSVVUG00000026591
myotis_lucifugus ENSMLUG00000014738
