oryzias_latipes_asm223469v1 ENSORLG00015015074
oryzias_latipes_asm223467v1 ENSORLG00000026657
oryzias_melastigma ENSOMEG00000014468
xiphophorus_couchianus ENSXCOG00000013200
xiphophorus_maculatus ENSXMAG00000025562
seriola_dumerili ENSSDUG00000012662
periophthalmus_magnuspinnatus ENSPMGG00000009074
coturnix_japonica ENSCJPG00005005019
numida_meleagris ENSNMEG00000011468
anser_brachyrhynchus ENSABRG00000013064
lepidothrix_coronata ENSLCOG00000009682
lonchura_striata_domestica ENSLSDG00000000728
melopsittacus_undulatus ENSMUNG00000002198
dromaius_novaehollandiae ENSDNVG00000008822
nothoprocta_perdicaria ENSNPEG00000009549
apteryx_haastii ENSAHAG00000008693
apteryx_rowi ENSARWG00000012054
gopherus_agassizii ENSGAGG00000001880
salvator_merianae ENSSMRG00000012080
