prolemur_simus ENSPSMG00000014304
microcebus_murinus ENSMICG00000002050
propithecus_coquereli ENSPCOG00000017893
otolemur_garnettii ENSOGAG00000012127
pan_troglodytes ENSPTRG00000033721
pan_paniscus ENSPPAG00000025861
gorilla_gorilla ENSGGOG00000002164
nomascus_leucogenys ENSNLEG00000004842
cercocebus_atys ENSCATG00000036962
macaca_mulatta ENSMMUG00000001974
papio_anubis ENSPANG00000018873
piliocolobus_tephrosceles ENSPTEG00000032153
theropithecus_gelada ENSTGEG00000006526
chlorocebus_sabaeus ENSCSAG00000001658
macaca_fascicularis ENSMFAG00000003674
macaca_nemestrina ENSMNEG00000045247
mandrillus_leucophaeus ENSMLEG00000038673
rhinopithecus_roxellana ENSRROG00000043101
colobus_angolensis_palliatus ENSCANG00000035096
homo_sapiens ENSG00000009307
rhinopithecus_bieti ENSRBIG00000038088
piliocolobus_tephrosceles ENSPTEG00000016558
colobus_angolensis_palliatus ENSCANG00000031069
pongo_abelii ENSPPYG00000000996
cebus_capucinus_imitator ENSCCAG00000036794
saimiri_boliviensis_boliviensis ENSSBOG00000035592
callithrix_jacchus ENSCJAG00000012565
aotus_nancymaae ENSANAG00000024665
oryctolagus_cuniculus ENSOCUG00000016438
ochotona_princeps ENSOPRG00000005002
ovis_aries ENSOARG00000020034
capra_hircus ENSCHIG00000017250
bos_taurus ENSBTAG00000000678
bos_mutus ENSBMUG00000005503
bison_bison_bison ENSBBBG00000011846
bison_bison_bison ENSBBBG00000019343
tursiops_truncatus ENSTTRG00000015583
sus_scrofa ENSSSCG00000006752
equus_asinus_asinus ENSEASG00005006284
equus_caballus ENSECAG00000020885
neovison_vison ENSNVIG00000005322
ailuropoda_melanoleuca ENSAMEG00000017129
panthera_pardus ENSPPRG00000006747
felis_catus ENSFCAG00000029266
canis_lupus_familiaris ENSCAFG00000009618
canis_lupus_dingo ENSCAFG00020000481
mustela_putorius_furo ENSMPUG00000005753
panthera_tigris_altaica ENSPTIG00000015468
myotis_lucifugus ENSMLUG00000005681
dasypus_novemcinctus ENSDNOG00000010287
procavia_capensis ENSPCAG00000014368
loxodonta_africana ENSLAFG00000007150
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016833
cricetulus_griseus_crigri-picr ENSCGRG00015026199
cricetulus_griseus_crigri_1.0 ENSCGRG00000002225
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014011
cricetulus_griseus_crigri_1.0 ENSCGRG00000005831
mesocricetus_auratus ENSMAUG00000014031
microtus_ochrogaster ENSMOCG00000018960
peromyscus_maniculatus_bairdii ENSPEMG00000020357
mus_spicilegus ENSMSIG00000011996
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026394
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068823
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025444
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026888
rattus_norvegicus ENSRNOG00000061058
meriones_unguiculatus ENSMUGG00000022403
nannospalax_galili ENSNGAG00000021929
jaculus_jaculus ENSJJAG00000019571
marmota_marmota_marmota ENSMMMG00000014448
spermophilus_dauricus ENSSDAG00000024891
urocitellus_parryii ENSUPAG00010022340
castor_canadensis ENSCCNG00000016548
dipodomys_ordii ENSDORG00000011609
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008555
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004195
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019549
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001846
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002245
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000650
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007471
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007287
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010039
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006910
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019438
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009620
fukomys_damarensis ENSFDAG00000007882
octodon_degus ENSODEG00000007383
cavia_porcellus ENSCPOG00000040388
cavia_aperea ENSCAPG00000015128
octodon_degus ENSODEG00000005979
chinchilla_lanigera ENSCLAG00000006618
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003829
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012072
propithecus_coquereli ENSPCOG00000008223
aotus_nancymaae ENSANAG00000028396
ictidomys_tridecemlineatus ENSSTOG00000032722
ursus_americanus ENSUAMG00000021779
vulpes_vulpes ENSVVUG00000009890
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004833
nannospalax_galili ENSNGAG00000012599
ictidomys_tridecemlineatus ENSSTOG00000030994
cebus_capucinus_imitator ENSCCAG00000033677
cebus_capucinus_imitator ENSCCAG00000030878
dasypus_novemcinctus ENSDNOG00000034464
ursus_maritimus ENSUMAG00000009720
ursus_americanus ENSUAMG00000024289
pteropus_vampyrus ENSPVAG00000008225
erinaceus_europaeus ENSEEUG00000006286
carlito_syrichta ENSTSYG00000003747
echinops_telfairi ENSETEG00000006280
vicugna_pacos ENSVPAG00000000749
sorex_araneus ENSSARG00000000738
tupaia_belangeri ENSTBEG00000011880
rhinopithecus_bieti ENSRBIG00000038966
echinops_telfairi ENSETEG00000013678
echinops_telfairi ENSETEG00000007109
echinops_telfairi ENSETEG00000002491
choloepus_hoffmanni ENSCHOG00000000918
ornithorhynchus_anatinus ENSOANG00000004518
phascolarctos_cinereus ENSPCIG00000022587
notamacropus_eugenii ENSMEUG00000002677
sarcophilus_harrisii ENSSHAG00000009831
monodelphis_domestica ENSMODG00000004685
anolis_carolinensis ENSACAG00000003120
pogona_vitticeps ENSPVIG00000002148
notechis_scutatus ENSNSUG00000013629
salvator_merianae ENSSMRG00000004102
sphenodon_punctatus ENSSPUG00000008714
anser_brachyrhynchus ENSABRG00000011674
anas_platyrhynchos_platyrhynchos ENSAPLG00000008797
meleagris_gallopavo ENSMGAG00000016381
gallus_gallus ENSGALG00000002139
coturnix_japonica ENSCJPG00005017511
numida_meleagris ENSNMEG00000001043
lonchura_striata_domestica ENSLSDG00000001461
taeniopygia_guttata ENSTGUG00000000972
serinus_canaria ENSSCAG00000013514
cyanistes_caeruleus ENSCCEG00000006290
parus_major ENSPMJG00000011982
lepidothrix_coronata ENSLCOG00000006624
manacus_vitellinus ENSMVIG00005016404
ficedula_albicollis ENSFALG00000003407
junco_hyemalis ENSJHYG00000016940
zonotrichia_albicollis ENSZALG00000016731
melopsittacus_undulatus ENSMUNG00000005479
calidris_pygmaea ENSCPGG00000008996
calidris_pugnax ENSCPUG00000008977
apteryx_owenii ENSAOWG00000006438
apteryx_haastii ENSAHAG00000018394
apteryx_rowi ENSARWG00000016953
dromaius_novaehollandiae ENSDNVG00000011256
nothoprocta_perdicaria ENSNPEG00000014926
crocodylus_porosus ENSCPRG00005014495
gopherus_agassizii ENSGAGG00000017685
chelonoidis_abingdonii ENSCABG00000003064
chrysemys_picta_bellii ENSCPBG00000016547
pelodiscus_sinensis ENSPSIG00000003823
peromyscus_maniculatus_bairdii ENSPEMG00000024591
peromyscus_maniculatus_bairdii ENSPEMG00000026129
cricetulus_griseus_crigri-picr ENSCGRG00015000256
ursus_maritimus ENSUMAG00000011713
