tetraodon_nigroviridis ENSTNIG00000019010
takifugu_rubripes ENSTRUG00000015948
gasterosteus_aculeatus ENSGACG00000012821
amphiprion_percula ENSAPEG00000015235
acanthochromis_polyacanthus ENSAPOG00000013970
maylandia_zebra ENSMZEG00005024276
haplochromis_burtoni ENSHBUG00000002826
oreochromis_niloticus ENSONIG00000005892
xiphophorus_maculatus ENSXMAG00000001172
periophthalmus_magnuspinnatus ENSPMGG00000005531
cynoglossus_semilaevis ENSCSEG00000005551
hippocampus_comes ENSHCOG00000018362
gadus_morhua ENSGMOG00000018425
gadus_morhua ENSGMOG00000015957
gadus_morhua ENSGMOG00000001296
gadus_morhua ENSGMOG00000003168
drosophila_melanogaster FBgn0031730
caenorhabditis_elegans_strain_n2 WBGene00012779
