loxodonta_africana ENSLAFG00000013737
echinops_telfairi ENSETEG00000012360
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030786
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000108596
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031651
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031650
mus_spicilegus ENSMSIG00000024531
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030536
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030537
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013743
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013744
meriones_unguiculatus ENSMUGG00000025818
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020764
cricetulus_griseus_crigri_1.0 ENSCGRG00000016956
cricetulus_griseus_crigri-picr ENSCGRG00015023462
mesocricetus_auratus ENSMAUG00000014830
microtus_ochrogaster ENSMOCG00000021069
peromyscus_maniculatus_bairdii ENSPEMG00000023912
nannospalax_galili ENSNGAG00000010169
jaculus_jaculus ENSJJAG00000011691
castor_canadensis ENSCCNG00000021919
dipodomys_ordii ENSDORG00000005123
fukomys_damarensis ENSFDAG00000018276
fukomys_damarensis ENSFDAG00000015494
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019447
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018374
chinchilla_lanigera ENSCLAG00000011053
octodon_degus ENSODEG00000015054
cavia_porcellus ENSCPOG00000032933
cavia_aperea ENSCAPG00000016146
urocitellus_parryii ENSUPAG00010019497
spermophilus_dauricus ENSSDAG00000012585
marmota_marmota_marmota ENSMMMG00000001038
ictidomys_tridecemlineatus ENSSTOG00000003156
oryctolagus_cuniculus ENSOCUG00000001587
ochotona_princeps ENSOPRG00000000322
pan_troglodytes ENSPTRG00000008042
pan_paniscus ENSPPAG00000037254
homo_sapiens ENSG00000169896
gorilla_gorilla ENSGGOG00000040280
pongo_abelii ENSPPYG00000007315
nomascus_leucogenys ENSNLEG00000016289
rhinopithecus_bieti ENSRBIG00000041352
rhinopithecus_roxellana ENSRROG00000028144
colobus_angolensis_palliatus ENSCANG00000040450
piliocolobus_tephrosceles ENSPTEG00000028016
macaca_nemestrina ENSMNEG00000040512
macaca_fascicularis ENSMFAG00000031182
macaca_mulatta ENSMMUG00000044324
papio_anubis ENSPANG00000017008
theropithecus_gelada ENSTGEG00000009930
mandrillus_leucophaeus ENSMLEG00000031897
cercocebus_atys ENSCATG00000011984
chlorocebus_sabaeus ENSCSAG00000005696
cebus_capucinus_imitator ENSCCAG00000022091
saimiri_boliviensis_boliviensis ENSSBOG00000003560
callithrix_jacchus ENSCJAG00000047996
carlito_syrichta ENSTSYG00000011583
propithecus_coquereli ENSPCOG00000020140
prolemur_simus ENSPSMG00000008328
microcebus_murinus ENSMICG00000006022
otolemur_garnettii ENSOGAG00000002327
tupaia_belangeri ENSTBEG00000013081
sorex_araneus ENSSARG00000000242
erinaceus_europaeus ENSEEUG00000001878
pteropus_vampyrus ENSPVAG00000000435
ursus_maritimus ENSUMAG00000014180
ursus_americanus ENSUAMG00000007836
ailuropoda_melanoleuca ENSAMEG00000006991
mustela_putorius_furo ENSMPUG00000011385
neovison_vison ENSNVIG00000024924
canis_lupus_familiaris ENSCAFG00000016881
canis_lupus_dingo ENSCAFG00020018286
vulpes_vulpes ENSVVUG00000027831
panthera_tigris_altaica ENSPTIG00000012556
panthera_pardus ENSPPRG00000002868
felis_catus ENSFCAG00000005205
equus_caballus ENSECAG00000017418
equus_asinus_asinus ENSEASG00005011058
capra_hircus ENSCHIG00000014170
ovis_aries ENSOARG00000009000
bos_mutus ENSBMUG00000025353
bos_taurus ENSBTAG00000047238
bison_bison_bison ENSBBBG00000015489
tursiops_truncatus ENSTTRG00000012346
rattus_norvegicus ENSRNOG00000019728
castor_canadensis ENSCCNG00000021916
prolemur_simus ENSPSMG00000008362
theropithecus_gelada ENSTGEG00000009809
fukomys_damarensis ENSFDAG00000008311
myotis_lucifugus ENSMLUG00000011307
sus_scrofa ENSSSCG00000007754
choloepus_hoffmanni ENSCHOG00000002583
dasypus_novemcinctus ENSDNOG00000001639
phascolarctos_cinereus ENSPCIG00000001728
notamacropus_eugenii ENSMEUG00000011469
sarcophilus_harrisii ENSSHAG00000000278
monodelphis_domestica ENSMODG00000025261
procavia_capensis ENSPCAG00000015201
ornithorhynchus_anatinus ENSOANG00000021886
