bos_taurus ENSBTAG00000010729
bos_mutus ENSBMUG00000004481
bison_bison_bison ENSBBBG00000015696
capra_hircus ENSCHIG00000011851
ovis_aries ENSOARG00000016504
tursiops_truncatus ENSTTRG00000008013
sus_scrofa ENSSSCG00000013644
equus_asinus_asinus ENSEASG00005010499
equus_caballus ENSECAG00000011767
myotis_lucifugus ENSMLUG00000007109
pteropus_vampyrus ENSPVAG00000004020
ursus_americanus ENSUAMG00000018612
ursus_maritimus ENSUMAG00000025089
ailuropoda_melanoleuca ENSAMEG00000011373
mustela_putorius_furo ENSMPUG00000006534
neovison_vison ENSNVIG00000024085
canis_lupus_dingo ENSCAFG00020024483
canis_lupus_familiaris ENSCAFG00000017764
vulpes_vulpes ENSVVUG00000017413
panthera_tigris_altaica ENSPTIG00000006812
panthera_pardus ENSPPRG00000001072
felis_catus ENSFCAG00000004884
sorex_araneus ENSSARG00000002182
pan_paniscus ENSPPAG00000040241
pan_troglodytes ENSPTRG00000010476
homo_sapiens ENSG00000129347
gorilla_gorilla ENSGGOG00000014637
pongo_abelii ENSPPYG00000009556
nomascus_leucogenys ENSNLEG00000012256
piliocolobus_tephrosceles ENSPTEG00000033808
colobus_angolensis_palliatus ENSCANG00000043677
rhinopithecus_roxellana ENSRROG00000041397
rhinopithecus_bieti ENSRBIG00000002472
macaca_fascicularis ENSMFAG00000046360
macaca_mulatta ENSMMUG00000011951
macaca_nemestrina ENSMNEG00000043431
theropithecus_gelada ENSTGEG00000025061
cercocebus_atys ENSCATG00000035384
mandrillus_leucophaeus ENSMLEG00000036224
papio_anubis ENSPANG00000022951
chlorocebus_sabaeus ENSCSAG00000007096
saimiri_boliviensis_boliviensis ENSSBOG00000035570
cebus_capucinus_imitator ENSCCAG00000034336
callithrix_jacchus ENSCJAG00000006629
aotus_nancymaae ENSANAG00000026577
carlito_syrichta ENSTSYG00000011366
propithecus_coquereli ENSPCOG00000004012
microcebus_murinus ENSMICG00000009591
prolemur_simus ENSPSMG00000018724
otolemur_garnettii ENSOGAG00000027909
tupaia_belangeri ENSTBEG00000012402
castor_canadensis ENSCCNG00000018308
castor_canadensis ENSCCNG00000014096
dipodomys_ordii ENSDORG00000013443
chinchilla_lanigera ENSCLAG00000006582
octodon_degus ENSODEG00000016083
cavia_aperea ENSCAPG00000010858
cavia_porcellus ENSCPOG00000010323
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014376
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015240
fukomys_damarensis ENSFDAG00000021327
microtus_ochrogaster ENSMOCG00000017013
peromyscus_maniculatus_bairdii ENSPEMG00000024201
cricetulus_griseus_crigri-picr ENSCGRG00015000231
cricetulus_griseus_crigri_1.0 ENSCGRG00000015881
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018764
mesocricetus_auratus ENSMAUG00000011484
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032991
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035047
mus_spicilegus ENSMSIG00000016603
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031867
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014733
rattus_norvegicus ENSRNOG00000057447
meriones_unguiculatus ENSMUGG00000020847
nannospalax_galili ENSNGAG00000000508
jaculus_jaculus ENSJJAG00000002972
urocitellus_parryii ENSUPAG00010002031
ictidomys_tridecemlineatus ENSSTOG00000007660
spermophilus_dauricus ENSSDAG00000005827
marmota_marmota_marmota ENSMMMG00000019036
ochotona_princeps ENSOPRG00000002718
